,trialnumber,trlid,blocknumber,arraytiltcond,probetiltcond,stim1cond,stim2cond,trialDifficultyChange,trialdifficulty,difficultyOri,stim1ori,addToStim1,stim2ori,correctResp,delay1,delay2,ITI,stim1trig,stim2trig,respcuetrig,buttonpresstrig,fbtrig,rt,resptime,PerceptDecCorrect,trlResponded,buttonResponded,buttontrig,subid,fbgiven,prevtrlfb,rewarded,unrewarded
439,6,70,2,1,0,1,-1,0,2,8,57,0,57,d,4.34,0.54,4.65,10,11,31,-100,60,0.526091445,0.5902280494,1,1,d,40.0,14,correct,incorrect,1,0
445,7,71,2,0,1,-1,1,0,2,8,-38,8,-30,k,6.22,0.57,4.04,1,3,23,-100,60,0.3409559835,0.4101280417,1,1,k,50.0,14,correct,correct,1,0
451,8,72,2,0,0,-1,-1,0,2,8,-42,0,-42,d,5.71,0.67,3.3,1,2,22,-100,61,0.6508784389,0.7202828544,0,1,k,50.0,14,incorrect,correct,0,1
457,9,73,2,0,1,-1,1,0,2,8,-31,8,-23,k,4.65,0.69,4.12,1,3,23,-100,60,0.1283479053,0.2000305628,1,1,k,50.0,14,correct,incorrect,1,0
463,10,74,2,0,1,-1,1,0,2,8,-35,8,-27,k,6.77,0.68,4.54,1,3,23,-100,60,0.2187582768,0.2900680222,1,1,k,50.0,14,correct,correct,1,0
469,11,75,2,0,0,-1,-1,0,2,8,-57,0,-57,d,6.21,0.47,4.76,1,2,22,-100,60,0.4914302918,0.5902534234,1,1,d,40.0,14,correct,correct,1,0
475,12,76,2,0,0,-1,-1,0,2,8,-54,0,-54,d,5.69,0.54,3.53,1,2,22,-100,60,0.3909051073,0.4401434742,1,1,d,40.0,14,correct,correct,1,0
481,13,77,2,1,0,1,-1,1,1,4,39,0,39,d,5.72,0.68,4.18,10,11,31,-100,60,0.446161386,0.5301920526,1,1,d,40.0,14,correct,correct,1,0
487,14,78,2,1,1,1,1,0,1,4,52,4,56,k,4.54,0.48,3.6,10,12,32,-100,60,0.1483257872,0.2200797199,1,1,k,50.0,14,correct,correct,1,0
493,15,79,2,0,1,-1,1,0,1,4,-43,4,-39,k,4.51,0.64,3.12,1,3,23,-100,60,0.2768555869,0.3600697243,1,1,k,50.0,14,correct,correct,1,0
505,17,81,2,1,1,1,1,0,1,4,46,4,50,k,6.47,0.68,4.86,10,12,32,-100,60,0.2998455608,0.3701181088,1,1,k,50.0,14,correct,incorrect,1,0
511,18,82,2,1,1,1,1,0,1,4,43,4,47,k,4.94,0.64,4.06,10,12,32,-100,60,0.2777231493,0.3601030811,1,1,k,50.0,14,correct,correct,1,0
517,19,83,2,0,1,-1,1,0,1,4,-59,4,-55,k,6.93,0.53,4.62,1,3,23,-100,61,0.331920848,0.3700685012,0,1,d,40.0,14,incorrect,correct,0,1
523,20,84,2,0,0,-1,-1,0,1,4,-33,0,-33,d,4.53,0.57,3.98,1,2,22,-100,61,0.1658267116,0.2300006643,0,1,k,50.0,14,incorrect,incorrect,0,1
529,21,85,2,0,1,-1,1,0,1,4,-46,4,-42,k,6.69,0.6,4.88,1,3,23,-100,60,0.3084658744,0.360099945,1,1,k,50.0,14,correct,incorrect,1,0
535,22,86,2,1,0,1,-1,0,1,4,52,0,52,d,4.17,0.42,4.79,10,11,31,-100,60,0.7062940891,0.7903387256,1,1,d,40.0,14,correct,correct,1,0
541,23,87,2,0,0,-1,-1,0,1,4,-42,0,-42,d,4.51,0.48,3.94,1,2,22,-100,60,0.6280609512,0.710336251,1,1,d,40.0,14,correct,correct,1,0
547,24,88,2,1,0,1,-1,0,1,4,41,0,41,d,4.15,0.64,4.62,10,11,31,-100,61,0.4216626577,0.4901370737,0,1,k,50.0,14,incorrect,correct,0,1
553,25,89,2,1,1,1,1,0,1,4,36,4,40,k,6.2,0.59,4.82,10,12,32,-100,61,0.3302190802,0.3800949329,0,1,d,40.0,14,incorrect,incorrect,0,1
559,26,90,2,0,0,-1,-1,0,1,4,-38,0,-38,d,5.91,0.56,3.1,1,2,22,-100,60,0.4696879199,0.5702133895,1,1,d,40.0,14,correct,incorrect,1,0
565,27,91,2,1,0,1,-1,0,1,4,50,0,50,d,6.82,0.63,4.06,10,11,31,-100,61,0.4245259269,0.4901764176,0,1,k,50.0,14,incorrect,correct,0,1
571,28,92,2,0,1,-1,1,1,3,12,-36,12,-24,k,5.69,0.43,4.82,1,3,23,-100,60,0.0015509494,0.0999447189,1,1,k,50.0,14,correct,incorrect,1,0
577,29,93,2,0,1,-1,1,0,3,12,-53,12,-41,k,6.96,0.51,3.23,1,3,23,-100,60,0.0905569134,0.1600417274,1,1,k,50.0,14,correct,correct,1,0
583,30,94,2,0,0,-1,-1,0,3,12,-44,0,-44,d,5.49,0.47,3.29,1,2,22,-100,60,0.3067167798,0.3901401813,1,1,d,40.0,14,correct,correct,1,0
589,31,95,2,1,0,1,-1,0,3,12,30,0,30,d,6.86,0.42,4.73,10,11,31,-100,61,0.3791535295,0.4501442468,0,1,k,50.0,14,incorrect,correct,0,1
595,32,96,2,0,0,-1,-1,0,3,12,-37,0,-37,d,4.26,0.51,4.89,1,2,22,-100,61,0.3847577597,0.490171856,0,1,k,50.0,14,incorrect,incorrect,0,1
601,33,97,2,0,1,-1,1,0,3,12,-54,12,-42,k,4.38,0.48,3.91,1,3,23,-100,60,0.0629277762,0.1299803936,1,1,k,50.0,14,correct,incorrect,1,0
607,34,98,2,1,1,1,1,0,3,12,33,12,45,k,5.89,0.41,4.16,10,12,32,-100,60,0.3303114529,0.380126294,1,1,k,50.0,14,correct,correct,1,0
613,35,99,2,0,0,-1,-1,0,3,12,-34,0,-34,d,5.58,0.63,3.1,1,2,22,-100,60,0.3140301905,0.3701377808,1,1,d,40.0,14,correct,correct,1,0
619,36,100,2,1,1,1,1,0,3,12,49,12,61,k,5.72,0.63,4.28,10,12,32,-100,60,0.3152872008,0.3701195343,1,1,k,50.0,14,correct,correct,1,0
625,37,101,2,1,0,1,-1,0,3,12,52,0,52,d,5.04,0.62,3.84,10,11,31,-100,61,0.2950510174,0.3801471064,0,1,k,50.0,14,incorrect,correct,0,1
631,38,102,2,1,0,1,-1,0,3,12,31,0,31,d,6.59,0.52,3.15,10,11,31,-100,60,0.362383604,0.4301475483,1,1,d,40.0,14,correct,incorrect,1,0
637,39,103,2,1,1,1,1,0,3,12,51,12,63,k,4.35,0.53,3.62,10,12,32,-100,60,0.3167212588,0.400163762,1,1,k,50.0,14,correct,correct,1,0
643,40,104,2,1,0,1,-1,0,3,12,54,0,54,d,6.06,0.52,4.05,10,11,31,-100,60,0.320038979,0.3901584278,1,1,d,40.0,14,correct,correct,1,0
649,41,105,2,1,1,1,1,1,0,2,45,2,47,k,6.43,0.54,4.78,10,12,32,-100,60,0.3484133702,0.4201536181,1,1,k,50.0,14,correct,correct,1,0
655,42,106,2,0,1,-1,1,0,0,2,-56,2,-54,k,6.05,0.51,4.47,1,3,23,-100,60,0.4591694039,0.500193441,1,1,k,50.0,14,correct,correct,1,0
661,43,107,2,1,1,1,1,0,0,2,35,2,37,k,6.16,0.61,4.44,10,12,32,-100,61,0.5339120503,0.6002122862,0,1,d,40.0,14,incorrect,correct,0,1
667,44,108,2,0,0,-1,-1,0,0,2,-46,0,-46,d,6.51,0.68,3.1,1,2,22,-100,61,0.8211196543,0.9104275403,0,1,k,50.0,14,incorrect,incorrect,0,1
673,45,109,2,1,1,1,1,0,0,2,46,2,48,k,6.3,0.41,4.1,10,12,32,-100,60,0.3362503917,0.4201350866,1,1,k,50.0,14,correct,incorrect,1,0
679,46,110,2,1,0,1,-1,0,0,2,38,0,38,d,4.73,0.5,4.51,10,11,31,-100,61,0.4096425147,0.4601190753,0,1,k,50.0,14,incorrect,correct,0,1
685,47,111,2,1,1,1,1,0,0,2,35,2,37,k,6.59,0.49,4.57,10,12,32,-100,61,0.2923362857,0.3601102086,0,1,d,40.0,14,incorrect,incorrect,0,1
691,48,112,2,0,0,-1,-1,0,0,2,-31,0,-31,d,4.53,0.56,3.47,1,2,22,-100,60,0.310423948,0.4001124438,1,1,d,40.0,14,correct,incorrect,1,0
697,49,113,2,1,0,1,-1,0,0,2,43,0,43,d,5.52,0.53,4.56,10,11,31,-100,61,0.4076208636,0.4601290538,0,1,k,50.0,14,incorrect,correct,0,1
703,50,114,2,0,1,-1,1,0,0,2,-34,2,-32,k,4.87,0.41,4.61,1,3,23,-100,61,0.3229105162,0.4201302398,0,1,d,40.0,14,incorrect,incorrect,0,1
709,51,115,2,1,0,1,-1,0,0,2,59,0,59,d,5.21,0.51,4.96,10,11,31,-100,61,0.2881244888,0.3701474742,0,1,k,50.0,14,incorrect,incorrect,0,1
721,53,117,2,1,0,1,-1,1,1,4,60,0,60,d,4.29,0.46,3.26,10,11,31,-100,60,0.5551326874,0.6402829456,1,1,d,40.0,14,correct,incorrect,1,0
727,54,118,2,0,0,-1,-1,0,1,4,-45,0,-45,d,5.31,0.43,3.21,1,2,22,-100,60,0.4312069836,0.5001863135,1,1,d,40.0,14,correct,correct,1,0
733,55,119,2,0,1,-1,1,0,1,4,-35,4,-31,k,4.72,0.5,4.13,1,3,23,-100,60,0.4409138171,0.5101862308,1,1,k,50.0,14,correct,correct,1,0
739,56,120,2,0,1,-1,1,0,1,4,-33,4,-29,k,4.17,0.46,4.3,1,3,23,-100,60,0.6908932186,0.7603418247,1,1,k,50.0,14,correct,correct,1,0
745,57,121,2,1,0,1,-1,0,1,4,50,0,50,d,4.98,0.68,4.18,10,11,31,-100,60,0.2444638376,0.3301167289,1,1,d,40.0,14,correct,correct,1,0
751,58,122,2,0,1,-1,1,0,1,4,-57,4,-53,k,6.72,0.54,4.87,1,3,23,-100,61,0.3365044166,0.3900831611,0,1,d,40.0,14,incorrect,correct,0,1
757,59,123,2,0,1,-1,1,0,1,4,-39,4,-35,k,4.38,0.64,3.5,1,3,23,-100,60,0.7970648283,0.8803582237,1,1,k,50.0,14,correct,incorrect,1,0
763,60,124,2,0,1,-1,1,0,1,4,-44,4,-40,k,5.68,0.41,4.91,1,3,23,-100,60,0.3336702277,0.3701027133,1,1,k,50.0,14,correct,correct,1,0
769,61,125,2,1,1,1,1,0,1,4,55,4,59,k,5.93,0.45,4.53,10,12,32,-100,60,0.2146793369,0.3000739267,1,1,k,50.0,14,correct,correct,1,0
775,62,126,2,1,1,1,1,0,1,4,51,4,55,k,6.48,0.42,4.19,10,12,32,-100,61,0.5778501047,0.6602554106,0,1,d,40.0,14,incorrect,correct,0,1
781,63,127,2,0,0,-1,-1,0,1,4,-37,0,-37,d,5.1,0.45,4.58,1,2,22,-100,61,0.6068973343,0.6902796812,0,1,k,50.0,14,incorrect,incorrect,0,1
793,1,129,3,1,1,1,1,0,1,4,30,4,34,k,6.24,0.43,4.5,10,12,32,-100,60,0.436580282,0.5201964118,1,1,k,50.0,14,correct,incorrect,1,0
799,2,130,3,1,0,1,-1,0,1,4,46,0,46,d,4.97,0.63,4.56,10,11,31,-100,61,0.0317023751,0.0999136429,0,1,k,50.0,14,incorrect,correct,0,1
805,3,131,3,1,0,1,-1,0,1,4,49,0,49,d,6.33,0.41,4.92,10,11,31,-100,61,0.35041706,0.4501875822,0,1,k,50.0,14,incorrect,incorrect,0,1
811,4,132,3,0,0,-1,-1,0,1,4,-42,0,-42,d,4.25,0.68,3.55,1,2,22,-100,60,0.3270419147,0.4001161501,1,1,d,40.0,14,correct,incorrect,1,0
817,5,133,3,0,0,-1,-1,0,1,4,-52,0,-52,d,6.12,0.4,3.49,1,2,22,-100,61,0.422270493,0.4801402925,0,1,k,50.0,14,incorrect,correct,0,1
823,6,134,3,1,1,1,1,0,1,4,41,4,45,k,4.0,0.43,3.68,10,12,32,-100,60,0.4028494134,0.4701634684,1,1,k,50.0,14,correct,incorrect,1,0
829,7,135,3,0,0,-1,-1,0,1,4,-51,0,-51,d,5.72,0.52,4.11,1,2,22,-100,61,0.3437513988,0.4001341115,0,1,k,50.0,14,incorrect,correct,0,1
835,8,136,3,1,0,1,-1,0,1,4,48,0,48,d,6.14,0.63,3.42,10,11,31,-100,61,0.291470434,0.3801220175,0,1,k,50.0,14,incorrect,incorrect,0,1
841,9,137,3,0,1,-1,1,0,1,4,-45,4,-41,k,6.46,0.61,4.29,1,3,23,-100,60,0.3043022595,0.3701537464,1,1,k,50.0,14,correct,incorrect,1,0
847,10,138,3,0,1,-1,1,0,1,4,-45,4,-41,k,6.54,0.55,3.72,1,3,23,-100,60,0.2531189336,0.320081174,1,1,k,50.0,14,correct,correct,1,0
853,11,139,3,1,0,1,-1,0,1,4,31,0,31,d,6.35,0.57,4.76,10,11,31,-100,60,0.3356653644,0.4501667698,1,1,d,40.0,14,correct,correct,1,0
859,12,140,3,0,1,-1,1,0,1,4,-33,4,-29,k,5.63,0.63,4.16,1,3,23,-100,60,0.3608571732,0.4601584192,1,1,k,50.0,14,correct,correct,1,0
865,13,141,3,0,1,-1,1,1,3,12,-56,12,-44,k,5.75,0.6,4.15,1,3,23,-100,60,0.2903397235,0.3400887063,1,1,k,50.0,14,correct,correct,1,0
871,14,142,3,1,0,1,-1,0,3,12,46,0,46,d,6.5,0.68,3.54,10,11,31,-100,60,0.2952274949,0.3799880201,1,1,d,40.0,14,correct,correct,1,0
877,15,143,3,1,1,1,1,0,3,12,48,12,60,k,4.19,0.48,3.84,10,12,32,-100,60,0.5194830891,0.5902109434,1,1,k,50.0,14,correct,correct,1,0
883,16,144,3,1,1,1,1,0,3,12,40,12,52,k,6.3,0.61,3.56,10,12,32,-100,60,0.2847748372,0.3401702452,1,1,k,50.0,14,correct,correct,1,0
889,17,145,3,0,0,-1,-1,0,3,12,-47,0,-47,d,6.37,0.68,3.11,1,2,22,-100,60,0.2901814924,0.4101097952,1,1,d,40.0,14,correct,correct,1,0
895,18,146,3,0,0,-1,-1,0,3,12,-35,0,-35,d,6.58,0.49,4.44,1,2,22,-100,61,0.4428986902,0.5101397594,0,1,k,50.0,14,incorrect,correct,0,1
901,19,147,3,0,1,-1,1,0,3,12,-46,12,-34,k,6.13,0.65,3.78,1,3,23,-100,60,0.2459842812,0.3301098865,1,1,k,50.0,14,correct,incorrect,1,0
907,20,148,3,0,0,-1,-1,0,3,12,-58,0,-58,d,4.22,0.65,3.04,1,2,22,-100,61,0.256507644,0.3401003955,0,1,k,50.0,14,incorrect,correct,0,1
913,21,149,3,1,1,1,1,0,3,12,58,12,70,k,4.53,0.67,3.06,10,12,32,-100,61,0.6269487722,0.6802806192,0,1,d,40.0,14,incorrect,incorrect,0,1
919,22,150,3,1,1,1,1,0,3,12,37,12,49,k,6.02,0.6,4.75,10,12,32,-100,60,0.5218038112,0.5902340366,1,1,k,50.0,14,correct,incorrect,1,0
925,23,151,3,1,1,1,1,0,3,12,52,12,64,k,4.34,0.42,4.92,10,12,32,-100,60,0.2131500552,0.3000938838,1,1,k,50.0,14,correct,correct,1,0
931,24,152,3,1,1,1,1,0,3,12,41,12,53,k,5.51,0.52,3.94,10,12,32,-100,60,0.2729049425,0.370127232,1,1,k,50.0,14,correct,correct,1,0
937,25,153,3,1,0,1,-1,0,3,12,40,0,40,d,4.29,0.41,3.51,10,11,31,-100,61,0.4711636026,0.5402247565,0,1,k,50.0,14,incorrect,correct,0,1
943,26,154,3,1,0,1,-1,0,3,12,31,0,31,d,4.67,0.51,4.6,10,11,31,-100,61,0.6026439126,0.6702487706,0,1,k,50.0,14,incorrect,incorrect,0,1
955,28,156,3,1,0,1,-1,0,0,2,39,0,39,d,5.38,0.52,3.88,10,11,31,-100,61,0.1172235497,0.1899687786,0,1,k,50.0,14,incorrect,correct,0,1
961,29,157,3,1,1,1,1,0,0,2,55,2,57,k,6.83,0.57,4.86,10,12,32,-100,60,0.5014250773,0.5501559645,1,1,k,50.0,14,correct,incorrect,1,0
967,30,158,3,0,0,-1,-1,0,0,2,-51,0,-51,d,4.88,0.47,3.29,1,2,22,-100,60,0.3038569318,0.3701249512,1,1,d,40.0,14,correct,correct,1,0
973,31,159,3,1,1,1,1,0,0,2,31,2,33,k,5.66,0.65,4.23,10,12,32,-100,61,0.3149958275,0.4001301201,0,1,d,40.0,14,incorrect,correct,0,1
979,32,160,3,0,0,-1,-1,0,0,2,-48,0,-48,d,5.55,0.5,3.28,1,2,22,-100,60,0.2429128882,0.3300885039,1,1,d,40.0,14,correct,incorrect,1,0
985,33,161,3,0,1,-1,1,0,0,2,-47,2,-45,k,5.44,0.62,4.24,1,3,23,-100,60,0.3422486314,0.4301780541,1,1,k,50.0,14,correct,correct,1,0
991,34,162,3,1,1,1,1,0,0,2,41,2,43,k,6.12,0.54,4.61,10,12,32,-100,61,0.4270031695,0.5302188521,0,1,d,40.0,14,incorrect,correct,0,1
997,35,163,3,1,0,1,-1,0,0,2,36,0,36,d,5.18,0.56,3.88,10,11,31,-100,60,0.3667068754,0.4501468128,1,1,d,40.0,14,correct,incorrect,1,0
1003,36,164,3,1,1,1,1,0,0,2,40,2,42,k,6.62,0.51,3.81,10,12,32,-100,60,0.3454916552,0.3801185963,1,1,k,50.0,14,correct,correct,1,0
1009,37,165,3,1,0,1,-1,0,0,2,39,0,39,d,6.0,0.62,4.09,10,11,31,-100,61,0.2888246968,0.3700753436,0,1,k,50.0,14,incorrect,correct,0,1
1015,38,166,3,0,1,-1,1,0,0,2,-43,2,-41,k,4.25,0.4,3.49,1,3,23,-100,61,0.237065752,0.2900862687,0,1,d,40.0,14,incorrect,incorrect,0,1
1021,39,167,3,1,0,1,-1,0,0,2,45,0,45,d,5.8,0.4,3.36,10,11,31,-100,61,0.5569068709,0.5901921267,0,1,k,50.0,14,incorrect,incorrect,0,1
1027,40,168,3,0,1,-1,1,1,2,8,-30,8,-22,k,6.62,0.63,3.62,1,3,23,-100,60,0.0817398801,0.170033947,1,1,k,50.0,14,correct,incorrect,1,0
1033,41,169,3,0,1,-1,1,0,2,8,-42,8,-34,k,6.31,0.62,4.15,1,3,23,-100,60,0.2170177353,0.2700573538,1,1,k,50.0,14,correct,correct,1,0
1039,42,170,3,1,0,1,-1,0,2,8,36,0,36,d,4.77,0.66,3.72,10,11,31,-100,61,0.4006877776,0.5001777605,0,1,k,50.0,14,incorrect,correct,0,1
1045,43,171,3,1,0,1,-1,0,2,8,52,0,52,d,5.64,0.67,4.59,10,11,31,-100,61,0.135971791,0.2000758939,0,1,k,50.0,14,incorrect,incorrect,0,1
1051,44,172,3,0,1,-1,1,0,2,8,-46,8,-38,k,4.04,0.42,4.88,1,3,23,-100,60,0.2856304253,0.3700918795,1,1,k,50.0,14,correct,incorrect,1,0
1057,45,173,3,1,0,1,-1,0,2,8,41,0,41,d,6.34,0.69,3.41,10,11,31,-100,61,0.3168578221,0.4000229221,0,1,k,50.0,14,incorrect,correct,0,1
1063,46,174,3,1,1,1,1,0,2,8,53,8,61,k,5.56,0.44,3.2,10,12,32,-100,60,0.2788450217,0.3300836572,1,1,k,50.0,14,correct,incorrect,1,0
1069,47,175,3,0,1,-1,1,0,2,8,-43,8,-35,k,4.14,0.52,3.08,1,3,23,-100,60,0.4638459155,0.4801995935,1,1,k,50.0,14,correct,correct,1,0
1075,48,176,3,0,0,-1,-1,0,2,8,-47,0,-47,d,6.61,0.53,4.17,1,2,22,-100,60,0.0902812208,0.2100344716,1,1,d,40.0,14,correct,correct,1,0
1087,50,178,3,0,0,-1,-1,0,2,8,-54,0,-54,d,6.36,0.54,3.73,1,2,22,-100,61,0.393645498,0.4501382597,0,1,k,50.0,14,incorrect,correct,0,1
1093,51,179,3,0,1,-1,1,0,2,8,-39,8,-31,k,5.08,0.5,3.66,1,3,23,-100,60,0.3130865062,0.3799977135,1,1,k,50.0,14,correct,incorrect,1,0
1099,52,180,3,1,1,1,1,1,0,2,58,2,60,k,4.05,0.52,4.76,10,12,32,-100,60,0.4692557068,0.5202183646,1,1,k,50.0,14,correct,correct,1,0
1105,53,181,3,0,0,-1,-1,0,0,2,-34,0,-34,d,5.73,0.61,4.98,1,2,22,-100,61,0.1519651014,0.1999860871,0,1,k,50.0,14,incorrect,correct,0,1
1111,54,182,3,0,0,-1,-1,0,0,2,-41,0,-41,d,4.38,0.56,4.35,1,2,22,-100,61,0.3780125553,0.4301891731,0,1,k,50.0,14,incorrect,incorrect,0,1
1117,55,183,3,0,0,-1,-1,0,0,2,-42,0,-42,d,5.61,0.41,3.68,1,2,22,-100,60,0.3436604516,0.4301327231,1,1,d,40.0,14,correct,incorrect,1,0
1123,56,184,3,0,0,-1,-1,0,0,2,-46,0,-46,d,6.34,0.48,3.71,1,2,22,-100,61,0.2885264812,0.3400311159,0,1,k,50.0,14,incorrect,correct,0,1
1129,57,185,3,0,1,-1,1,0,0,2,-35,2,-33,k,4.0,0.69,3.93,1,3,23,-100,60,0.6670000448,0.7403271648,1,1,k,50.0,14,correct,incorrect,1,0
1135,58,186,3,0,0,-1,-1,0,0,2,-45,0,-45,d,6.52,0.48,3.5,1,2,22,-100,60,0.5180621457,0.5902405939,1,1,d,40.0,14,correct,correct,1,0
1141,59,187,3,0,0,-1,-1,0,0,2,-41,0,-41,d,5.22,0.58,4.91,1,2,22,-100,61,0.069027512,0.1199516811,0,1,k,50.0,14,incorrect,correct,0,1
1147,60,188,3,1,0,1,-1,0,0,2,38,0,38,d,5.47,0.48,3.48,10,11,31,-100,60,0.5190517313,0.5702330615,1,1,d,40.0,14,correct,incorrect,1,0
1153,61,189,3,0,1,-1,1,0,0,2,-40,2,-38,k,4.66,0.65,3.52,1,3,23,-100,61,0.2808090824,0.35013481,0,1,d,40.0,14,incorrect,correct,0,1
1159,62,190,3,1,1,1,1,0,0,2,32,2,34,k,6.71,0.54,4.34,10,12,32,-100,60,0.3336759297,0.4001275542,1,1,k,50.0,14,correct,incorrect,1,0
1165,63,191,3,0,1,-1,1,0,0,2,-37,2,-35,k,5.93,0.66,4.93,1,3,23,-100,60,0.3102320751,0.3801032009,1,1,k,50.0,14,correct,correct,1,0
1177,1,193,4,0,1,-1,1,0,0,2,-49,2,-47,k,5.97,0.55,4.86,1,3,23,-100,60,0.2969093057,0.3700975815,1,1,k,50.0,14,correct,correct,1,0
1183,2,194,4,0,0,-1,-1,0,0,2,-36,0,-36,d,6.41,0.65,3.61,1,2,22,-100,61,0.5620529438,0.6302194508,0,1,k,50.0,14,incorrect,correct,0,1
1189,3,195,4,1,1,1,1,0,0,2,34,2,36,k,5.39,0.61,4.42,10,12,32,-100,60,0.2413080548,0.3101502511,1,1,k,50.0,14,correct,incorrect,1,0
1195,4,196,4,1,0,1,-1,0,0,2,55,0,55,d,6.08,0.61,4.32,10,11,31,-100,61,0.3003499044,0.3400753066,0,1,k,50.0,14,incorrect,correct,0,1
1201,5,197,4,1,1,1,1,0,0,2,54,2,56,k,4.31,0.59,4.23,10,12,32,-100,60,0.4500789587,0.5402082207,1,1,k,50.0,14,correct,incorrect,1,0
1206,6,198,4,1,1,1,1,0,0,2,36,2,38,k,4.35,0.69,4.15,10,12,32,-100,62,,,-1,0,,,14,timed out,correct,0,0
1212,7,199,4,1,1,1,1,0,0,2,51,2,53,k,6.5,0.42,4.66,10,12,32,-100,60,0.3942145596,0.4601612702,1,1,k,50.0,14,correct,timed out,1,0
1218,8,200,4,0,0,-1,-1,0,0,2,-34,0,-34,d,5.95,0.69,3.03,1,2,22,-100,61,0.3056505021,0.3701511805,0,1,k,50.0,14,incorrect,correct,0,1
1224,9,201,4,1,0,1,-1,0,0,2,37,0,37,d,5.81,0.45,3.28,10,11,31,-100,60,0.3574750202,0.4301575269,1,1,d,40.0,14,correct,incorrect,1,0
1230,10,202,4,0,0,-1,-1,0,0,2,-57,0,-57,d,6.15,0.69,3.61,1,2,22,-100,61,0.1105302337,0.2000231502,0,1,k,50.0,14,incorrect,correct,0,1
1242,12,204,4,0,1,-1,1,0,0,2,-43,2,-41,k,4.52,0.48,4.33,1,3,23,-100,61,0.5048465743,0.5601826813,0,1,d,40.0,14,incorrect,incorrect,0,1
1248,13,205,4,1,0,1,-1,1,3,12,37,0,37,d,4.33,0.41,4.78,10,11,31,-100,61,0.4084630519,0.4801696579,0,1,k,50.0,14,incorrect,incorrect,0,1
1254,14,206,4,0,1,-1,1,0,3,12,-40,12,-28,k,6.41,0.45,4.54,1,3,23,-100,60,0.6009732207,0.6902982128,1,1,k,50.0,14,correct,incorrect,1,0
1260,15,207,4,1,1,1,1,0,3,12,41,12,53,k,5.18,0.49,4.16,10,12,32,-100,60,0.0524813907,0.1199801912,1,1,k,50.0,14,correct,correct,1,0
1266,16,208,4,0,1,-1,1,0,3,12,-51,12,-39,k,6.21,0.42,4.19,1,3,23,-100,60,0.3537179593,0.420122257,1,1,k,50.0,14,correct,correct,1,0
1272,17,209,4,0,1,-1,1,0,3,12,-57,12,-45,k,6.72,0.47,4.19,1,3,23,-100,60,0.2745499752,0.3400966892,1,1,k,50.0,14,correct,correct,1,0
1278,18,210,4,1,0,1,-1,0,3,12,35,0,35,d,6.18,0.46,4.46,10,11,31,-100,61,0.4113075045,0.4801095016,0,1,k,50.0,14,incorrect,correct,0,1
1284,19,211,4,1,1,1,1,0,3,12,56,12,68,k,6.0,0.62,3.25,10,12,32,-100,60,0.2787335472,0.3200854505,1,1,k,50.0,14,correct,incorrect,1,0
1290,20,212,4,0,0,-1,-1,0,3,12,-44,0,-44,d,5.1,0.67,3.49,1,2,22,-100,61,0.3988488762,0.4501442468,0,1,k,50.0,14,incorrect,correct,0,1
1296,21,213,4,0,1,-1,1,0,3,12,-52,12,-40,k,4.29,0.67,4.4,1,3,23,-100,60,0.0604753375,0.1099888269,1,1,k,50.0,14,correct,incorrect,1,0
1302,22,214,4,0,1,-1,1,0,3,12,-58,12,-46,k,4.34,0.45,3.98,1,3,23,-100,60,0.5669318771,0.6002085799,1,1,k,50.0,14,correct,correct,1,0
1308,23,215,4,1,1,1,1,0,3,12,43,12,55,k,5.7,0.44,3.78,10,12,32,-100,60,0.3760456435,0.4500256448,1,1,k,50.0,14,correct,correct,1,0
1314,24,216,4,1,0,1,-1,0,3,12,31,0,31,d,4.04,0.66,3.54,10,11,31,-100,61,0.8006781982,0.8503470677,0,1,k,50.0,14,incorrect,correct,0,1
1320,25,217,4,1,0,1,-1,0,3,12,40,0,40,d,5.25,0.5,3.91,10,11,31,-100,61,0.028156574,0.1099648784,0,1,k,50.0,14,incorrect,incorrect,0,1
1332,27,219,4,0,1,-1,1,0,1,4,-41,4,-37,k,6.74,0.4,3.63,1,3,23,-100,60,0.3027421869,0.3700502548,1,1,k,50.0,14,correct,incorrect,1,0
1344,29,221,4,1,1,1,1,0,1,4,43,4,47,k,6.13,0.41,3.26,10,12,32,-100,61,0.5205790173,0.6402758181,0,1,d,40.0,14,incorrect,incorrect,0,1
1350,30,222,4,0,0,-1,-1,0,1,4,-56,0,-56,d,5.22,0.53,3.23,1,2,22,-100,61,0.3025659945,0.3901304879,0,1,k,50.0,14,incorrect,incorrect,0,1
1356,31,223,4,1,0,1,-1,0,1,4,40,0,40,d,6.99,0.69,4.61,10,11,31,-100,61,0.0088235906,0.0899356784,0,1,k,50.0,14,incorrect,incorrect,0,1
1362,32,224,4,0,1,-1,1,0,1,4,-36,4,-32,k,4.16,0.65,3.32,1,3,23,-100,60,0.2633666037,0.3601216127,1,1,k,50.0,14,correct,incorrect,1,0
1368,33,225,4,1,1,1,1,0,1,4,58,4,62,k,4.34,0.53,3.12,10,12,32,-100,60,0.6441426429,0.710322281,1,1,k,50.0,14,correct,correct,1,0
1374,34,226,4,0,1,-1,1,0,1,4,-47,4,-43,k,5.68,0.42,3.03,1,3,23,-100,60,0.2379740837,0.3200751868,1,1,k,50.0,14,correct,correct,1,0
