"trialnumber","trlid","blocknumber","arraytiltcond","probetiltcond","stim1cond","stim2cond","trialDifficultyChange","trialdifficulty","difficultyOri","stim1ori","addToStim1","stim2ori","correctResp","delay1","delay2","ITI","stim1trig","stim2trig","respcuetrig","buttonpresstrig","fbtrig","rt","resptime","PerceptDecCorrect","trlResponded","buttonResponded","buttontrig","subid","fbgiven","prevtrlfb","rewarded","unrewarded"
1,1,1,1,0,1,-1,0,1,2,33,0,33,"d",5.13,0.42,3.57,10,11,31,-100,60,0.503467369605914,0.620236928370105,1,1,"d",40,4,"correct",NA,1,0
2,2,1,1,0,1,-1,0,1,2,59,0,59,"d",5.48,0.54,4.46,10,11,31,-100,60,0.142586950807527,0.290059066735466,1,1,"d",40,4,"correct","correct",1,0
3,3,1,1,0,1,-1,0,1,2,41,0,41,"d",6.81,0.6,3.76,10,11,31,-100,60,0.675308576508087,0.810300784762148,1,1,"d",40,4,"correct","correct",1,0
4,4,1,0,1,-1,1,0,1,2,-47,2,-45,"k",4.92,0.56,4.64,1,3,23,-100,60,0.478601066610736,0.630255009325992,1,1,"k",50,4,"correct","correct",1,0
5,5,1,1,0,1,-1,0,1,2,36,0,36,"d",4.18,0.48,3.59,10,11,31,-100,61,0.478888446035853,0.640261401236785,0,1,"k",50,4,"incorrect","correct",0,1
6,6,1,0,1,-1,1,0,1,2,-32,2,-30,"k",5.84,0.62,3.41,1,3,23,-100,60,0.458427772256528,0.58021535210537,1,1,"k",50,4,"correct","incorrect",1,0
7,7,1,0,0,-1,-1,0,1,2,-37,0,-37,"d",4.37,0.68,3.5,1,2,22,-100,60,0.410654364090078,0.620219822451872,1,1,"d",40,4,"correct","correct",1,0
8,8,1,1,0,1,-1,0,1,2,31,0,31,"d",6.42,0.69,3.3,10,11,31,-100,60,0.429726892612962,0.580217062697102,1,1,"d",40,4,"correct","correct",1,0
9,9,1,1,1,1,1,0,1,2,58,2,60,"k",5.28,0.52,3.65,10,12,32,-100,61,1.05932047310398,1.21049202892709,0,1,"d",40,4,"incorrect","correct",0,1
10,10,1,0,1,-1,1,0,1,2,-39,2,-37,"k",5.43,0.66,4.14,1,3,23,-100,60,0.406266410990156,0.560180900786236,1,1,"k",50,4,"correct","incorrect",1,0
11,11,1,0,1,-1,1,0,1,2,-37,2,-35,"k",5.59,0.63,3.58,1,3,23,-100,60,0.477795948063886,0.560181185885085,1,1,"k",50,4,"correct","correct",1,0
12,12,1,1,1,1,1,0,1,2,41,2,43,"k",6.27,0.44,4.31,10,12,32,-100,62,NA,NA,-1,0,NA,NA,4,"timed out","correct",0,0
13,13,1,1,1,1,1,0,1,2,53,2,55,"k",6.59,0.48,4.78,10,12,32,-100,61,0.662297815174952,0.840384107689715,0,1,"d",40,4,"incorrect","timed out",0,1
14,14,1,1,0,1,-1,1,2,4,37,0,37,"d",6.29,0.59,3.99,10,11,31,-100,60,0.465441198691224,0.610241940404194,1,1,"d",40,4,"correct","incorrect",1,0
15,15,1,0,0,-1,-1,0,2,4,-58,0,-58,"d",6.53,0.69,4.93,1,2,22,-100,61,0.353474411542265,0.520205510500546,0,1,"k",50,4,"incorrect","correct",0,1
