"trialnumber","trlid","blocknumber","arraytiltcond","probetiltcond","stim1cond","stim2cond","trialDifficultyChange","trialdifficulty","difficultyOri","stim1ori","addToStim1","stim2ori","correctResp","delay1","delay2","ITI","stim1trig","stim2trig","respcuetrig","buttonpresstrig","fbtrig","rt","resptime","PerceptDecCorrect","trlResponded","buttonResponded","buttontrig","subid","fbgiven","prevtrlfb","rewarded","unrewarded"
1,1,1,1,0,1,-1,0,2,8,45,0,45,"d",5.42,0.52,4.72,10,11,31,-100,60,0.787872031851293,0.900442448230024,1,1,"d",40,15,"correct",NA,1,0
2,2,1,1,1,1,1,0,2,8,38,8,46,"k",5.73,0.51,3.15,10,12,32,-100,60,0.459368119263672,0.610371860075247,1,1,"k",50,15,"correct","correct",1,0
3,3,1,1,1,1,1,0,2,8,45,8,53,"k",6.22,0.46,3.48,10,12,32,-100,60,0.354612606195587,0.470116141590552,1,1,"k",50,15,"correct","correct",1,0
4,4,1,0,0,-1,-1,0,2,8,-58,0,-58,"d",5.11,0.42,4.42,1,2,22,-100,60,0.472286615447956,0.620210125132871,1,1,"d",40,15,"correct","correct",1,0
5,5,1,1,0,1,-1,0,2,8,43,0,43,"d",6.26,0.62,3.28,10,11,31,-100,60,0.29731814049228,0.480068447046506,1,1,"d",40,15,"correct","correct",1,0
6,6,1,0,1,-1,1,0,2,8,-54,8,-46,"k",5.38,0.46,4.99,1,3,23,-100,60,0.302571981588699,0.400138673121546,1,1,"k",50,15,"correct","correct",1,0
7,7,1,0,1,-1,1,0,2,8,-38,8,-30,"k",6.24,0.54,4.56,1,3,23,-100,60,0.27705116622019,0.440144899726874,1,1,"k",50,15,"correct","correct",1,0
8,8,1,0,0,-1,-1,0,2,8,-35,0,-35,"d",4.09,0.58,4.55,1,2,22,-100,61,0.41910273585745,0.580218438677548,0,1,"k",50,15,"incorrect","correct",0,1
9,9,1,1,0,1,-1,0,2,8,42,0,42,"d",6.99,0.44,4.02,10,11,31,-100,60,0.34951015373008,0.510181954305153,1,1,"d",40,15,"correct","incorrect",1,0
10,10,1,1,0,1,-1,0,2,8,35,0,35,"d",6.97,0.42,3.72,10,11,31,-100,60,0.344457308834535,0.490186396178615,1,1,"d",40,15,"correct","correct",1,0
