"trialnumber","trlid","blocknumber","arraytiltcond","probetiltcond","stim1cond","stim2cond","trialDifficultyChange","trialdifficulty","difficultyOri","stim1ori","addToStim1","stim2ori","correctResp","delay1","delay2","ITI","stim1trig","stim2trig","respcuetrig","buttonpresstrig","fbtrig","rt","resptime","PerceptDecCorrect","trlResponded","buttonResponded","buttontrig","subid","fbgiven","prevtrlfb","rewarded","unrewarded"
20,20,1,0,1,-1,1,0,1,2,-46,2,-44,"k",4.13,0.4,4.95,1,3,23,-100,60,0.45980907514604,0.56018717295774,1,1,"k",50,5,"correct","incorrect",1,0
21,21,1,0,0,-1,-1,0,1,2,-56,0,-56,"d",6.92,0.53,3.74,1,2,22,-100,60,0.12624509701709,0.280010765325642,1,1,"d",40,5,"correct","correct",1,0
22,22,1,1,1,1,1,0,1,2,30,2,32,"k",4.06,0.68,4.2,10,12,32,-100,61,0.302634482452049,0.450154494950766,0,1,"d",40,5,"incorrect","correct",0,1
23,23,1,0,1,-1,1,0,1,2,-57,2,-55,"k",6.13,0.46,3.82,1,3,23,-100,61,0.59359417577798,0.740315341898167,0,1,"d",40,5,"incorrect","incorrect",0,1
24,24,1,0,0,-1,-1,0,1,2,-54,0,-54,"d",5.19,0.57,4.86,1,2,22,-100,60,0.26051657591961,0.390130113315536,1,1,"d",40,5,"correct","incorrect",1,0
25,25,1,1,0,1,-1,0,1,2,59,0,59,"d",4.64,0.55,4.15,10,11,31,-100,61,0.444554017352857,0.580202522665786,0,1,"k",50,5,"incorrect","correct",0,1
26,26,1,0,1,-1,1,0,1,2,-47,2,-45,"k",4.82,0.61,3.19,1,3,23,-100,61,0.220584235526985,0.37011219771739,0,1,"d",40,5,"incorrect","incorrect",0,1
27,27,1,1,1,1,1,0,1,2,49,2,51,"k",6.73,0.68,4.88,10,12,32,-100,60,0.266941273672273,0.370110487125203,1,1,"k",50,5,"correct","incorrect",1,0
28,28,1,1,1,1,1,1,2,4,36,4,40,"k",6.59,0.62,3.2,10,12,32,-100,60,0.216023797753223,0.330076651620402,1,1,"k",50,5,"correct","correct",1,0
29,29,1,0,1,-1,1,0,2,4,-43,4,-39,"k",6.8,0.59,3.22,1,3,23,-100,60,0.255388221663452,0.340136071876259,1,1,"k",50,5,"correct","correct",1,0
30,30,1,0,1,-1,1,0,2,4,-57,4,-53,"k",6.6,0.47,3.46,1,3,23,-100,61,0.306566277735328,0.420124485466658,0,1,"d",40,5,"incorrect","correct",0,1
31,31,1,1,1,1,1,0,2,4,59,4,63,"k",6.57,0.44,4.03,10,12,32,-100,60,0.295499318899601,0.410122940234942,1,1,"k",50,5,"correct","incorrect",1,0
32,32,1,1,0,1,-1,0,2,4,59,0,59,"d",6.39,0.53,3.32,10,11,31,-100,60,0.486861229379429,0.600229276322352,1,1,"d",40,5,"correct","correct",1,0
33,33,1,0,0,-1,-1,0,2,4,-58,0,-58,"d",5.46,0.54,3.03,1,2,22,-100,60,0.252711145474677,0.370101078869993,1,1,"d",40,5,"correct","correct",1,0
34,34,1,1,0,1,-1,0,2,4,31,0,31,"d",4.47,0.54,4.59,10,11,31,-100,60,0.692569303202617,0.810344975052431,1,1,"d",40,5,"correct","correct",1,0
35,35,1,1,0,1,-1,0,2,4,33,0,33,"d",6.72,0.54,4.67,10,11,31,-100,61,0.402572958166274,0.500197573355763,0,1,"k",50,5,"incorrect","correct",0,1
36,36,1,1,0,1,-1,0,2,4,56,0,56,"d",6.64,0.62,3.72,10,11,31,-100,60,0.29151078898758,0.410144037532518,1,1,"d",40,5,"correct","incorrect",1,0
37,37,1,1,0,1,-1,0,2,4,55,0,55,"d",4.14,0.57,4.98,10,11,31,-100,61,0.423175040868955,0.490150982535852,0,1,"k",50,5,"incorrect","correct",0,1
38,38,1,1,1,1,1,0,2,4,36,4,40,"k",6.65,0.65,4.04,10,12,32,-100,60,0.27766440355299,0.350106541360219,1,1,"k",50,5,"correct","incorrect",1,0
39,39,1,0,0,-1,-1,0,2,4,-57,0,-57,"d",4.32,0.42,3.18,1,2,22,-100,60,0.274469588242937,0.390142087459026,1,1,"d",40,5,"correct","correct",1,0
40,40,1,0,1,-1,1,1,0,1,-58,1,-57,"k",4.27,0.51,4.02,1,3,23,-100,61,0.378686254083732,0.510174315008044,0,1,"d",40,5,"incorrect","correct",0,1
41,41,1,0,0,-1,-1,0,0,1,-42,0,-42,"d",4.78,0.69,3.66,1,2,22,-100,61,0.370407274804165,0.470109688849334,0,1,"k",50,5,"incorrect","incorrect",0,1
42,42,1,0,1,-1,1,0,0,1,-52,1,-51,"k",5.04,0.56,4.92,1,3,23,-100,61,0.269724406552996,0.370092525910877,0,1,"d",40,5,"incorrect","incorrect",0,1
43,43,1,0,1,-1,1,0,0,1,-43,1,-42,"k",5.55,0.56,4.05,1,3,23,-100,61,0.500990147562334,0.630269834453429,0,1,"d",40,5,"incorrect","incorrect",0,1
44,44,1,1,0,1,-1,0,0,1,45,0,45,"d",4.1,0.7,3.52,10,11,31,-100,60,0.163221819853788,0.280071206236244,1,1,"d",40,5,"correct","incorrect",1,0
45,45,1,0,0,-1,-1,0,0,1,-51,0,-51,"d",6.06,0.55,3.1,1,2,22,-100,61,0.390860821118622,0.490091111822039,0,1,"k",50,5,"incorrect","correct",0,1
46,46,1,1,1,1,1,0,0,1,37,1,38,"k",6.71,0.55,3.33,10,12,32,-100,60,0.7600709667513,0.880322435152266,1,1,"k",50,5,"correct","incorrect",1,0
47,47,1,1,1,1,1,0,0,1,54,1,55,"k",4.1,0.58,4.82,10,12,32,-100,61,0.60167216051741,0.720302558076582,0,1,"d",40,5,"incorrect","correct",0,1
48,48,1,1,1,1,1,0,0,1,55,1,56,"k",4.1,0.42,3.77,10,12,32,-100,61,1.14382342359022,1.29057880154869,0,1,"d",40,5,"incorrect","incorrect",0,1
49,49,1,0,1,-1,1,0,0,1,-58,1,-57,"k",6.42,0.58,4.25,1,3,23,-100,61,0.190193861370062,0.320109033122208,0,1,"d",40,5,"incorrect","incorrect",0,1
50,50,1,0,1,-1,1,0,0,1,-30,1,-29,"k",5.7,0.6,3.79,1,3,23,-100,60,0.275720601055582,0.380123436305439,1,1,"k",50,5,"correct","incorrect",1,0
51,51,1,0,1,-1,1,0,0,1,-35,1,-34,"k",5.5,0.49,3.55,1,3,23,-100,61,0.285512313694198,0.400103433783443,0,1,"d",40,5,"incorrect","correct",0,1
52,52,1,0,0,-1,-1,1,3,8,-51,0,-51,"d",5.9,0.62,3.08,1,2,22,-100,60,0.119055479623057,0.240045353491951,1,1,"d",40,5,"correct","incorrect",1,0
53,53,1,1,1,1,1,0,3,8,47,8,55,"k",5.75,0.66,3.38,10,12,32,-100,60,0.194491438202022,0.309926165155048,1,1,"k",50,5,"correct","correct",1,0
54,54,1,0,0,-1,-1,0,3,8,-57,0,-57,"d",4.38,0.4,3.2,1,2,22,-100,61,0.299430829083576,0.420113651720385,0,1,"k",50,5,"incorrect","correct",0,1
55,55,1,0,0,-1,-1,0,3,8,-48,0,-48,"d",6.06,0.59,3.3,1,2,22,-100,61,0.332976389841861,0.430187041811223,0,1,"k",50,5,"incorrect","incorrect",0,1
56,56,1,0,0,-1,-1,0,3,8,-43,0,-43,"d",4.77,0.64,4.23,1,2,22,-100,60,0.0585589746478945,0.189987735057002,1,1,"d",40,5,"correct","incorrect",1,0
57,57,1,1,1,1,1,0,3,8,54,8,62,"k",6.61,0.46,3.15,10,12,32,-100,60,0.144074310388532,0.260034189028374,1,1,"k",50,5,"correct","correct",1,0
58,58,1,1,0,1,-1,0,3,8,56,0,56,"d",4.15,0.52,4.67,10,11,31,-100,60,0.377914777174738,0.51017089382367,1,1,"d",40,5,"correct","correct",1,0
59,59,1,1,1,1,1,0,3,8,49,8,57,"k",5.24,0.53,3.42,10,12,32,-100,60,0.447924168325699,0.550230673306942,1,1,"k",50,5,"correct","correct",1,0
60,60,1,0,0,-1,-1,0,3,8,-38,0,-38,"d",4.69,0.49,4.66,1,2,22,-100,61,0.979325217143924,1.05047215185004,0,1,"k",50,5,"incorrect","correct",0,1
61,61,1,1,0,1,-1,0,3,8,51,0,51,"d",5.8,0.61,3.45,10,11,31,-100,61,0.222429393896164,0.309992878235789,0,1,"k",50,5,"incorrect","incorrect",0,1
62,62,1,0,1,-1,1,0,3,8,-41,8,-33,"k",5.06,0.55,3.98,1,3,23,-100,60,0.182402685855777,0.250026941821488,1,1,"k",50,5,"correct","incorrect",1,0
63,63,1,1,0,1,-1,0,3,8,37,0,37,"d",4.6,0.55,3.01,10,11,31,-100,60,0.390784699782671,0.510233900622552,1,1,"d",40,5,"correct","correct",1,0
64,64,1,1,1,1,1,0,3,8,35,8,43,"k",4.75,0.41,4.02,10,12,32,-100,60,0.0227488754280785,0.119965799567581,1,1,"k",50,5,"correct","correct",1,0
1,65,2,1,1,1,1,0,3,8,31,8,39,"k",4.71,0.49,4.49,10,12,32,-100,60,0.61559837356981,0.700260409093971,1,1,"k",50,5,"correct","correct",1,0
2,66,2,0,1,-1,1,0,3,8,-44,8,-36,"k",5.34,0.48,4.03,1,3,23,-100,60,0.362908610492013,0.460140929957561,1,1,"k",50,5,"correct","correct",1,0
3,67,2,0,1,-1,1,0,3,8,-45,8,-37,"k",4.91,0.43,4.85,1,3,23,-100,60,0.180302934406427,0.280099431000053,1,1,"k",50,5,"correct","correct",1,0
4,68,2,1,0,1,-1,0,3,8,60,0,60,"d",4.64,0.57,4.73,10,11,31,-100,61,0.331921524890276,0.420137314906242,0,1,"k",50,5,"incorrect","correct",0,1
5,69,2,1,0,1,-1,0,3,8,44,0,44,"d",5.71,0.65,3.16,10,11,31,-100,61,0.349556871191453,0.430076423541323,0,1,"k",50,5,"incorrect","incorrect",0,1
6,70,2,1,0,1,-1,0,3,8,54,0,54,"d",6.33,0.64,3.89,10,11,31,-100,61,0.252635024138726,0.31007840782695,0,1,"k",50,5,"incorrect","incorrect",0,1
7,71,2,1,0,1,-1,0,3,8,42,0,42,"d",5.28,0.57,3.82,10,11,31,-100,60,0.276408829162392,0.380101198612465,1,1,"d",40,5,"correct","incorrect",1,0
8,72,2,1,0,1,-1,0,3,8,59,0,59,"d",4.7,0.67,4.67,10,11,31,-100,61,0.4158169301827,0.520208931684465,0,1,"k",50,5,"incorrect","correct",0,1
9,73,2,0,1,-1,1,0,3,8,-41,8,-33,"k",6.03,0.52,4.75,1,3,23,-100,60,0.348475777163912,0.420168675756941,1,1,"k",50,5,"correct","incorrect",1,0
10,74,2,0,0,-1,-1,0,3,8,-52,0,-52,"d",5.19,0.49,4.62,1,2,22,-100,61,0.789817588190999,0.890393259356642,0,1,"k",50,5,"incorrect","correct",0,1
11,75,2,0,1,-1,1,0,3,8,-49,8,-41,"k",6.5,0.66,4.66,1,3,23,-100,60,0.279866790513552,0.350107111557008,1,1,"k",50,5,"correct","incorrect",1,0
12,76,2,1,1,1,1,0,3,8,50,8,58,"k",5.14,0.42,3.11,10,12,32,-100,60,0.262281051376704,0.380094071146232,1,1,"k",50,5,"correct","correct",1,0
13,77,2,0,1,-1,1,1,1,2,-57,2,-55,"k",4.8,0.4,3.4,1,3,23,-100,61,0.668696568953237,0.770324824279669,0,1,"d",40,5,"incorrect","correct",0,1
14,78,2,0,0,-1,-1,0,1,2,-37,0,-37,"d",5.83,0.44,4.26,1,2,22,-100,61,0.353564502711379,0.470173836041795,0,1,"k",50,5,"incorrect","incorrect",0,1
15,79,2,1,1,1,1,0,1,2,46,2,48,"k",4.38,0.5,4.08,10,12,32,-100,61,0.965446615566179,1.11037679205947,0,1,"d",40,5,"incorrect","incorrect",0,1
16,80,2,1,0,1,-1,0,1,2,39,0,39,"d",5.88,0.55,4.46,10,11,31,-100,60,0.254103282113647,0.370137571495434,1,1,"d",40,5,"correct","incorrect",1,0
17,81,2,1,1,1,1,0,1,2,39,2,41,"k",5.07,0.52,4.63,10,12,32,-100,60,0.313508999708574,0.430152259777969,1,1,"k",50,5,"correct","correct",1,0
18,82,2,0,0,-1,-1,0,1,2,-31,0,-31,"d",4.91,0.69,4.8,1,2,22,-100,61,0.260638598134392,0.330094042636119,0,1,"k",50,5,"incorrect","correct",0,1
19,83,2,1,1,1,1,0,1,2,31,2,33,"k",4.13,0.55,3.39,10,12,32,-100,60,0.27132922677265,0.340061376033191,1,1,"k",50,5,"correct","incorrect",1,0
20,84,2,0,0,-1,-1,0,1,2,-37,0,-37,"d",6.42,0.44,4.89,1,2,22,-100,61,0.407812500890941,0.480185074631663,0,1,"k",50,5,"incorrect","correct",0,1
21,85,2,0,0,-1,-1,0,1,2,-47,0,-47,"d",5.13,0.66,4.79,1,2,22,-100,61,0.236875626860638,0.320056574972114,0,1,"k",50,5,"incorrect","incorrect",0,1
22,86,2,1,0,1,-1,0,1,2,46,0,46,"d",6.47,0.45,4.81,10,11,31,-100,61,0.333488141892303,0.430141996226666,0,1,"k",50,5,"incorrect","incorrect",0,1
23,87,2,0,1,-1,1,0,1,2,-53,2,-51,"k",4.85,0.59,3.15,1,3,23,-100,60,0.21387729012713,0.320086795429233,1,1,"k",50,5,"correct","incorrect",1,0
24,88,2,0,0,-1,-1,0,1,2,-31,0,-31,"d",6.89,0.56,4.22,1,2,22,-100,61,0.766202868206165,0.920288132085261,0,1,"k",50,5,"incorrect","correct",0,1
25,89,2,1,1,1,1,0,1,2,52,2,54,"k",5.09,0.58,4.32,10,12,32,-100,60,0.291661321067295,0.390106165030375,1,1,"k",50,5,"correct","incorrect",1,0
26,90,2,1,0,1,-1,1,2,4,57,0,57,"d",6.37,0.66,4.05,10,11,31,-100,61,0.196636520337051,0.28002131397443,0,1,"k",50,5,"incorrect","correct",0,1
27,91,2,1,0,1,-1,0,2,4,48,0,48,"d",4.06,0.52,3.41,10,11,31,-100,61,0.251075249503629,0.370100508673204,0,1,"k",50,5,"incorrect","incorrect",0,1
28,92,2,0,0,-1,-1,0,2,4,-35,0,-35,"d",4.37,0.62,3.47,1,2,22,-100,61,0.199628345419114,0.320023218433562,0,1,"k",50,5,"incorrect","incorrect",0,1
29,93,2,0,0,-1,-1,0,2,4,-59,0,-59,"d",5.42,0.57,4.91,1,2,22,-100,61,0.240529450975373,0.370142133073387,0,1,"k",50,5,"incorrect","incorrect",0,1
30,94,2,0,0,-1,-1,0,2,4,-55,0,-55,"d",4.42,0.51,4.43,1,2,22,-100,60,0.238495557308852,0.390149785122048,1,1,"d",40,5,"correct","incorrect",1,0
31,95,2,1,0,1,-1,0,2,4,37,0,37,"d",6.65,0.7,4.55,10,11,31,-100,62,NA,NA,-1,0,NA,NA,5,"timed out","correct",0,0
32,96,2,0,1,-1,1,0,2,4,-46,4,-42,"k",5.96,0.58,4.13,1,3,23,-100,60,0.29545455841253,0.380104334697535,1,1,"k",50,5,"correct","timed out",1,0
33,97,2,1,1,1,1,0,2,4,50,4,54,"k",6.65,0.59,3.1,10,12,32,-100,60,0.246858355585573,0.350103405275149,1,1,"k",50,5,"correct","correct",1,0
34,98,2,1,1,1,1,0,2,4,47,4,51,"k",6.93,0.41,3.45,10,12,32,-100,60,0.347825467177245,0.430106073798015,1,1,"k",50,5,"correct","correct",1,0
35,99,2,0,1,-1,1,0,2,4,-50,4,-46,"k",6.68,0.63,4.34,1,3,23,-100,60,0.292372071966383,0.390103028945305,1,1,"k",50,5,"correct","correct",1,0
36,100,2,1,1,1,1,0,2,4,36,4,40,"k",4.53,0.43,4.82,10,12,32,-100,61,0.420074023009875,0.580181710467514,0,1,"d",40,5,"incorrect","correct",0,1
37,101,2,1,0,1,-1,0,2,4,31,0,31,"d",4.61,0.47,4.23,10,11,31,-100,60,0.23577657162059,0.350107966853102,1,1,"d",40,5,"correct","incorrect",1,0
38,102,2,1,0,1,-1,1,0,1,55,0,55,"d",4.67,0.45,3.61,10,11,31,-100,61,0.269807655353361,0.400056962707822,0,1,"k",50,5,"incorrect","correct",0,1
39,103,2,0,0,-1,-1,0,0,1,-40,0,-40,"d",5.98,0.5,3.62,1,2,22,-100,61,0.28537603654695,0.400095736122239,0,1,"k",50,5,"incorrect","incorrect",0,1
40,104,2,0,1,-1,1,0,0,1,-45,1,-44,"k",5.2,0.61,3.4,1,3,23,-100,60,1.21306219312646,1.35065164995103,1,1,"k",50,5,"correct","incorrect",1,0
41,105,2,1,1,1,1,0,0,1,60,1,61,"k",5.89,0.42,4.76,10,12,32,-100,61,0.267666279503828,0.400157602525724,0,1,"d",40,5,"incorrect","correct",0,1
42,106,2,1,0,1,-1,0,0,1,48,0,48,"d",4.52,0.62,3.94,10,11,31,-100,60,0.0656793130710867,0.210031594631801,1,1,"d",40,5,"correct","incorrect",1,0
43,107,2,0,1,-1,1,0,0,1,-40,1,-39,"k",4.76,0.58,4.44,1,3,23,-100,60,0.0634757857187651,0.180007287121043,1,1,"k",50,5,"correct","correct",1,0
44,108,2,0,1,-1,1,0,0,1,-31,1,-30,"k",5.48,0.54,4.03,1,3,23,-100,60,0.296831584822939,0.45007181634719,1,1,"k",50,5,"correct","correct",1,0
45,109,2,0,0,-1,-1,0,0,1,-50,0,-50,"d",6.65,0.58,4.63,1,2,22,-100,61,0.245400361161956,0.380104049596412,0,1,"k",50,5,"incorrect","correct",0,1
46,110,2,0,1,-1,1,0,0,1,-30,1,-29,"k",4.75,0.48,3.25,1,3,23,-100,61,0.345762778548306,0.460173716299323,0,1,"d",40,5,"incorrect","incorrect",0,1
47,111,2,1,1,1,1,0,0,1,53,1,54,"k",6.47,0.43,4.31,10,12,32,-100,60,0.230636528320247,0.300102806568248,1,1,"k",50,5,"correct","incorrect",1,0
48,112,2,1,1,1,1,0,0,1,58,1,59,"k",6.87,0.68,3.42,10,12,32,-100,60,0.271539629566178,0.360112933272831,1,1,"k",50,5,"correct","correct",1,0
49,113,2,1,1,1,1,0,0,1,48,1,49,"k",4.59,0.67,4.46,10,12,32,-100,60,0.393192357760199,0.53017968626591,1,1,"k",50,5,"correct","correct",1,0
50,114,2,1,1,1,1,0,0,1,43,1,44,"k",4.87,0.4,4.74,10,12,32,-100,61,0.278822189113271,0.410105834314891,0,1,"d",40,5,"incorrect","correct",0,1
51,115,2,0,1,-1,1,0,0,1,-47,1,-46,"k",6.44,0.46,3.7,1,3,23,-100,60,0.253913691520211,0.370104500054367,1,1,"k",50,5,"correct","incorrect",1,0
52,116,2,1,1,1,1,1,3,8,52,8,60,"k",5.47,0.41,4.75,10,12,32,-100,60,0.382844702782677,0.520161890408417,1,1,"k",50,5,"correct","correct",1,0
53,117,2,0,0,-1,-1,0,3,8,-48,0,-48,"d",6.29,0.58,3.91,1,2,22,-100,61,0.173841744028323,0.310086675686762,0,1,"k",50,5,"incorrect","correct",0,1
54,118,2,0,0,-1,-1,0,3,8,-54,0,-54,"d",4.25,0.44,4.46,1,2,22,-100,60,0.26585504787181,0.380109751571581,1,1,"d",40,5,"correct","incorrect",1,0
55,119,2,0,1,-1,1,0,3,8,-49,8,-41,"k",4.19,0.6,3.89,1,3,23,-100,60,0.480150007499105,0.610249067869518,1,1,"k",50,5,"correct","correct",1,0
56,120,2,1,0,1,-1,0,3,8,30,0,30,"d",4.48,0.43,4.07,10,11,31,-100,62,NA,NA,-1,0,NA,NA,5,"timed out","correct",0,0
57,121,2,1,1,1,1,0,3,8,42,8,50,"k",6.26,0.65,3.09,10,12,32,-100,60,0.224947670145411,0.310102641209596,1,1,"k",50,5,"correct","timed out",1,0
58,122,2,1,0,1,-1,0,3,8,45,0,45,"d",5.24,0.66,4.16,10,11,31,-100,60,0.632398380867016,0.750318312626405,1,1,"d",40,5,"correct","correct",1,0
59,123,2,0,0,-1,-1,0,3,8,-43,0,-43,"d",4.73,0.69,4.65,1,2,22,-100,61,0.301675410642929,0.430187041811223,0,1,"k",50,5,"incorrect","correct",0,1
60,124,2,0,0,-1,-1,0,3,8,-49,0,-49,"d",4.26,0.5,4.15,1,2,22,-100,61,0.347759894490082,0.430144847214251,0,1,"k",50,5,"incorrect","incorrect",0,1
61,125,2,0,0,-1,-1,0,3,8,-54,0,-54,"d",4.69,0.43,4.76,1,2,22,-100,60,0.319325296974057,0.47018923136784,1,1,"d",40,5,"correct","incorrect",1,0
62,126,2,1,0,1,-1,0,3,8,45,0,45,"d",5.93,0.46,3.82,10,11,31,-100,60,0.320373319558712,0.450069820655699,1,1,"d",40,5,"correct","correct",1,0
63,127,2,0,1,-1,1,0,3,8,-38,8,-30,"k",6.29,0.41,4.41,1,3,23,-100,60,0.337429060331488,0.440129571628859,1,1,"k",50,5,"correct","correct",1,0
64,128,2,0,1,-1,1,0,3,8,-49,8,-41,"k",4.17,0.54,3.63,1,3,23,-100,60,0.799816852635558,0.880404828658357,1,1,"k",50,5,"correct","correct",1,0
1,129,3,0,1,-1,1,0,3,8,-39,8,-31,"k",6.67,0.56,3.22,1,3,23,-100,60,0.343544140965605,0.460137793872491,1,1,"k",50,5,"correct","correct",1,0
2,130,3,1,1,1,1,0,3,8,55,8,63,"k",6.28,0.7,3.31,10,12,32,-100,60,0.370876547158332,0.420132468228985,1,1,"k",50,5,"correct","correct",1,0
3,131,3,0,1,-1,1,0,3,8,-43,8,-35,"k",6.91,0.67,3.3,1,3,23,-100,60,0.199721002476508,0.319994708570448,1,1,"k",50,5,"correct","correct",1,0
4,132,3,0,1,-1,1,0,3,8,-49,8,-41,"k",4.97,0.41,3.45,1,3,23,-100,60,0.292005720219095,0.420102247773684,1,1,"k",50,5,"correct","correct",1,0
5,133,3,0,1,-1,1,0,3,8,-52,8,-44,"k",5.05,0.61,4.21,1,3,23,-100,60,0.267571626754943,0.400147053876935,1,1,"k",50,5,"correct","correct",1,0
6,134,3,1,1,1,1,0,3,8,54,8,62,"k",6.37,0.49,4.27,10,12,32,-100,60,0.276425935080624,0.410117808458381,1,1,"k",50,5,"correct","correct",1,0
7,135,3,1,1,1,1,0,3,8,34,8,42,"k",6.72,0.63,4.32,10,12,32,-100,60,0.946831670353276,1.05051149546307,1,1,"k",50,5,"correct","correct",1,0
8,136,3,1,1,1,1,0,3,8,50,8,58,"k",6.65,0.61,4.85,10,12,32,-100,60,0.348786819775341,0.500204130623388,1,1,"k",50,5,"correct","correct",1,0
9,137,3,1,0,1,-1,0,3,8,31,0,31,"d",6.93,0.44,3.68,10,11,31,-100,61,0.349844250615206,0.450174736952249,0,1,"k",50,5,"incorrect","correct",0,1
10,138,3,0,0,-1,-1,0,3,8,-40,0,-40,"d",4.31,0.6,3.62,1,2,22,-100,61,0.302003274071467,0.430175922965645,0,1,"k",50,5,"incorrect","incorrect",0,1
11,139,3,0,1,-1,1,0,3,8,-47,8,-39,"k",5.37,0.44,3.42,1,3,23,-100,60,0.347971722776492,0.480179657757617,1,1,"k",50,5,"correct","incorrect",1,0
12,140,3,0,0,-1,-1,0,3,8,-48,0,-48,"d",4.9,0.46,3.74,1,2,22,-100,60,0.355654275710549,0.500241763644226,1,1,"d",40,5,"correct","correct",1,0
13,141,3,1,0,1,-1,0,3,8,57,0,57,"d",4.74,0.59,4.25,10,11,31,-100,61,0.301402571247309,0.430175922963826,0,1,"k",50,5,"incorrect","correct",0,1
14,142,3,0,0,-1,-1,1,1,2,-53,0,-53,"d",6.69,0.67,4.1,1,2,22,-100,61,0.670124057820431,0.720341046391695,0,1,"k",50,5,"incorrect","incorrect",0,1
15,143,3,0,0,-1,-1,0,1,2,-50,0,-50,"d",5.57,0.63,4.35,1,2,22,-100,60,0.193211060231988,0.360077581040969,1,1,"d",40,5,"correct","incorrect",1,0
16,144,3,1,0,1,-1,0,1,2,31,0,31,"d",6.98,0.51,4.47,10,11,31,-100,61,0.847692041015762,0.950462401477125,0,1,"k",50,5,"incorrect","correct",0,1
17,145,3,0,0,-1,-1,0,1,2,-45,0,-45,"d",5.13,0.62,3.27,1,2,22,-100,61,0.295384424149233,0.400119399308096,0,1,"k",50,5,"incorrect","incorrect",0,1
