"trialnumber","trlid","blocknumber","arraytiltcond","probetiltcond","stim1cond","stim2cond","trialDifficultyChange","trialdifficulty","difficultyOri","stim1ori","addToStim1","stim2ori","correctResp","delay1","delay2","ITI","stim1trig","stim2trig","respcuetrig","buttonpresstrig","fbtrig","rt","resptime","PerceptDecCorrect","trlResponded","buttonResponded","buttontrig","subid","fbgiven","prevtrlfb","rewarded","unrewarded"
1,1,1,1,1,1,1,0,2,8,59,8,67,"k",6.3,0.64,4.34,10,12,32,-100,61,0.262764187403945,0.380084035913342,0,1,"d",40,8,"incorrect",NA,0,1
2,2,1,1,1,1,1,0,2,8,59,8,67,"k",5.61,0.53,4.13,10,12,32,-100,60,0.374196732304199,0.570281860718751,1,1,"k",50,8,"correct","incorrect",1,0
3,3,1,1,0,1,-1,0,2,8,53,0,53,"d",5.46,0.53,4.09,10,11,31,-100,60,0.309368538933768,0.490131282593893,1,1,"d",40,8,"correct","correct",1,0
4,4,1,1,1,1,1,0,2,8,44,8,52,"k",6,0.52,4.91,10,12,32,-100,60,0.381943454515749,0.560212433300876,1,1,"k",50,8,"correct","correct",1,0
5,5,1,0,1,-1,1,0,2,8,-57,8,-49,"k",6.01,0.59,4.04,1,3,23,-100,60,0.283207243350489,0.48016078468504,1,1,"k",50,8,"correct","correct",1,0
6,6,1,1,1,1,1,0,2,8,35,8,43,"k",4.91,0.58,4.64,10,12,32,-100,60,0.358427311614832,0.590228843625255,1,1,"k",50,8,"correct","correct",1,0
7,7,1,1,1,1,1,0,2,8,40,8,48,"k",5.85,0.58,4.56,10,12,32,-100,60,0.259471288774876,0.470148377156875,1,1,"k",50,8,"correct","correct",1,0
8,8,1,1,0,1,-1,0,2,8,49,0,49,"d",6.78,0.54,4.66,10,11,31,-100,60,0.357470232766673,0.510179475804762,1,1,"d",40,8,"correct","correct",1,0
9,9,1,0,0,-1,-1,0,2,8,-43,0,-43,"d",6.11,0.54,3.66,1,2,22,-100,61,0.26693148604113,0.480150236005329,0,1,"k",50,8,"incorrect","correct",0,1
10,10,1,1,0,1,-1,0,2,8,36,0,36,"d",4.93,0.45,4.75,10,11,31,-100,60,0.412291720597977,0.610259075570866,1,1,"d",40,8,"correct","incorrect",1,0
11,11,1,1,1,1,1,0,2,8,42,8,50,"k",4.77,0.49,4,10,12,32,-100,60,0.290130313255986,0.5201918833327,1,1,"k",50,8,"correct","correct",1,0
12,12,1,0,1,-1,1,0,2,8,-42,8,-34,"k",4.94,0.67,3.69,1,3,23,-100,60,0.277637825626243,0.460130552739429,1,1,"k",50,8,"correct","correct",1,0
13,13,1,0,1,-1,1,1,1,4,-42,4,-38,"k",6.31,0.64,4.77,1,3,23,-100,60,0.244344197142937,0.490205693550024,1,1,"k",50,8,"correct","correct",1,0
14,14,1,0,0,-1,-1,0,1,4,-58,0,-58,"d",4.26,0.59,4.89,1,2,22,-100,61,0.295912415168686,0.520168505177935,0,1,"k",50,8,"incorrect","correct",0,1
15,15,1,0,1,-1,1,0,1,4,-57,4,-53,"k",5.37,0.67,4.11,1,3,23,-100,60,0.323249745976455,0.540215557990905,1,1,"k",50,8,"correct","incorrect",1,0
16,16,1,0,1,-1,1,0,1,4,-48,4,-44,"k",4.52,0.55,3.51,1,3,23,-100,60,0.215446231954729,0.410161172420203,1,1,"k",50,8,"correct","correct",1,0
17,17,1,1,0,1,-1,0,1,4,46,0,46,"d",5.26,0.66,4.59,10,11,31,-100,60,0.414494969135148,0.600262348512388,1,1,"d",40,8,"correct","correct",1,0
18,18,1,1,1,1,1,0,1,4,44,4,48,"k",5.91,0.46,3.14,10,12,32,-100,61,0.2983189396125,0.490180319698993,0,1,"d",40,8,"incorrect","correct",0,1
19,19,1,0,0,-1,-1,0,1,4,-31,0,-31,"d",4.39,0.52,4.96,1,2,22,-100,60,0.373782767905141,0.57020744976262,1,1,"d",40,8,"correct","incorrect",1,0
20,20,1,0,1,-1,1,0,1,4,-56,4,-52,"k",5.55,0.49,4.26,1,3,23,-100,60,0.287092293533988,0.580226129478433,1,1,"k",50,8,"correct","correct",1,0
21,21,1,0,1,-1,1,0,1,4,-54,4,-50,"k",6.43,0.65,3.54,1,3,23,-100,61,0.424079442391076,0.620219309899767,0,1,"d",40,8,"incorrect","correct",0,1
22,22,1,1,1,1,1,0,1,4,58,4,62,"k",4.17,0.69,4.82,10,12,32,-100,60,0.50170917119317,0.730320155276559,1,1,"k",50,8,"correct","incorrect",1,0
23,23,1,0,0,-1,-1,0,1,4,-42,0,-42,"d",5.69,0.53,4.24,1,2,22,-100,60,0.328685166959986,0.530209992849677,1,1,"d",40,8,"correct","correct",1,0
24,24,1,0,0,-1,-1,0,1,4,-32,0,-32,"d",5.49,0.66,4.22,1,2,22,-100,60,0.269784476221048,0.480111747579713,1,1,"d",40,8,"correct","correct",1,0
25,25,1,1,1,1,1,1,0,2,56,2,58,"k",5.93,0.64,3.03,10,12,32,-100,60,0.311306359884384,0.510121030417849,1,1,"k",50,8,"correct","correct",1,0
26,26,1,1,1,1,1,0,0,2,38,2,40,"k",5.97,0.62,3.67,10,12,32,-100,60,0.270796009064043,0.480245744320428,1,1,"k",50,8,"correct","correct",1,0
27,27,1,1,0,1,-1,0,0,2,56,0,56,"d",5.6,0.65,3.88,10,11,31,-100,60,0.326001525852234,0.520140850531561,1,1,"d",40,8,"correct","correct",1,0
28,28,1,0,0,-1,-1,0,0,2,-42,0,-42,"d",4.64,0.66,4.45,1,2,22,-100,60,0.267803605253448,0.500215820282392,1,1,"d",40,8,"correct","correct",1,0
29,29,1,1,0,1,-1,0,0,2,45,0,45,"d",4.61,0.63,3.45,10,11,31,-100,60,0.277762414085373,0.44018271453433,1,1,"d",40,8,"correct","correct",1,0
30,30,1,0,1,-1,1,0,0,2,-45,2,-43,"k",6.5,0.4,4.59,1,3,23,-100,60,0.820500531995549,1.02043393276426,1,1,"k",50,8,"correct","correct",1,0
31,31,1,0,0,-1,-1,0,0,2,-48,0,-48,"d",5.4,0.6,3.15,1,2,22,-100,61,0.196326322547748,0.420167877959102,0,1,"k",50,8,"incorrect","correct",0,1
32,32,1,1,0,1,-1,0,0,2,56,0,56,"d",6.56,0.66,3.24,10,11,31,-100,60,0.301411413329333,0.510207130451136,1,1,"d",40,8,"correct","incorrect",1,0
33,33,1,0,1,-1,1,0,0,2,-37,2,-35,"k",6.84,0.42,3.94,1,3,23,-100,60,0.392214162144228,0.560215569395041,1,1,"k",50,8,"correct","correct",1,0
34,34,1,0,0,-1,-1,0,0,2,-59,0,-59,"d",4.35,0.52,3.34,1,2,22,-100,61,0.42641326647572,0.560208156809495,0,1,"k",50,8,"incorrect","correct",0,1
35,35,1,0,1,-1,1,0,0,2,-58,2,-56,"k",5.06,0.66,3.42,1,3,23,-100,60,0.250391441542433,0.380103422676257,1,1,"k",50,8,"correct","incorrect",1,0
36,36,1,1,0,1,-1,0,0,2,50,0,50,"d",5.36,0.51,3.92,10,11,31,-100,60,0.416046195233776,0.630229721731666,1,1,"d",40,8,"correct","correct",1,0
37,37,1,0,0,-1,-1,0,0,2,-55,0,-55,"d",5.42,0.69,3.25,1,2,22,-100,61,0.387927121738358,0.57020744976262,0,1,"k",50,8,"incorrect","correct",0,1
38,38,1,1,0,1,-1,0,0,2,55,0,55,"d",6.22,0.54,4.2,10,11,31,-100,60,0.530397018088024,0.650255962284973,1,1,"d",40,8,"correct","incorrect",1,0
39,39,1,0,0,-1,-1,0,0,2,-51,0,-51,"d",6.6,0.62,3.5,1,2,22,-100,60,0.337611345589266,0.530210277949209,1,1,"d",40,8,"correct","correct",1,0
40,40,1,1,0,1,-1,1,3,12,42,0,42,"d",6.71,0.64,3.59,10,11,31,-100,60,0.284429179586368,0.470188861278984,1,1,"d",40,8,"correct","correct",1,0
41,41,1,0,0,-1,-1,0,3,12,-56,0,-56,"d",4.67,0.44,4.84,1,2,22,-100,61,0.417847738648106,0.600264629307731,0,1,"k",50,8,"incorrect","correct",0,1
42,42,1,1,0,1,-1,0,3,12,49,0,49,"d",5.13,0.45,4.88,10,11,31,-100,60,0.247139882333613,0.460078664639695,1,1,"d",40,8,"correct","incorrect",1,0
43,43,1,1,1,1,1,0,3,12,51,12,63,"k",5.88,0.64,4.27,10,12,32,-100,60,1.16025896153087,1.32056895586311,1,1,"k",50,8,"correct","correct",1,0
44,44,1,1,0,1,-1,0,3,12,47,0,47,"d",5.39,0.52,3.27,10,11,31,-100,60,0.323694786215128,0.490170056119041,1,1,"d",40,8,"correct","correct",1,0
45,45,1,0,0,-1,-1,0,3,12,-60,0,-60,"d",6.79,0.57,4.67,1,2,22,-100,61,0.365869832714907,0.590227418128052,0,1,"k",50,8,"incorrect","correct",0,1
46,46,1,0,1,-1,1,0,3,12,-49,12,-37,"k",6.54,0.45,3.02,1,3,23,-100,61,0.773433464060872,0.940394828524404,0,1,"d",40,8,"incorrect","incorrect",0,1
47,47,1,1,1,1,1,0,3,12,45,12,57,"k",6.44,0.62,3.88,10,12,32,-100,60,0.197869280762461,0.440139949617333,1,1,"k",50,8,"correct","incorrect",1,0
48,48,1,0,1,-1,1,0,3,12,-33,12,-21,"k",5.41,0.63,3.13,1,3,23,-100,60,0.245749737423466,0.459984296722268,1,1,"k",50,8,"correct","correct",1,0
49,49,1,0,0,-1,-1,0,3,12,-60,0,-60,"d",4.11,0.6,3.2,1,2,22,-100,60,0.270259166802589,0.470139539074353,1,1,"d",40,8,"correct","correct",1,0
50,50,1,1,0,1,-1,0,3,12,56,0,56,"d",6.71,0.52,3.56,10,11,31,-100,60,0.347595243172691,0.580257205318048,1,1,"d",40,8,"correct","correct",1,0
51,51,1,1,0,1,-1,0,3,12,49,0,49,"d",6.29,0.51,4.78,10,11,31,-100,61,0.372009449336019,0.600207894518007,0,1,"k",50,8,"incorrect","correct",0,1
52,52,1,0,1,-1,1,0,3,12,-46,12,-34,"k",5.56,0.45,3.35,1,3,23,-100,60,0.245658790699508,0.460206674292294,1,1,"k",50,8,"correct","incorrect",1,0
53,53,1,0,0,-1,-1,1,2,8,-33,0,-33,"d",5.76,0.42,3.82,1,2,22,-100,60,0.659385987019959,0.820347148492147,1,1,"d",40,8,"correct","correct",1,0
54,54,1,1,1,1,1,0,2,8,59,8,67,"k",6.04,0.6,3.29,10,12,32,-100,60,0.376482944780946,0.570230257718322,1,1,"k",50,8,"correct","correct",1,0
55,55,1,1,1,1,1,0,2,8,57,8,65,"k",6.48,0.54,4.28,10,12,32,-100,60,0.371028422134259,0.600268905800021,1,1,"k",50,8,"correct","correct",1,0
56,56,1,1,1,1,1,0,2,8,37,8,45,"k",6.18,0.69,4.24,10,12,32,-100,62,NA,NA,-1,0,NA,NA,8,"timed out","correct",0,0
57,57,1,0,1,-1,1,0,2,8,-42,8,-34,"k",5.36,0.68,4.73,1,3,23,-100,61,1.17638418633169,1.36061544988115,0,1,"d",40,8,"incorrect","timed out",0,1
58,58,1,0,0,-1,-1,0,2,8,-52,0,-52,"d",6.51,0.47,4.68,1,2,22,-100,60,0.500438768051026,0.680280640493038,1,1,"d",40,8,"correct","incorrect",1,0
59,59,1,0,0,-1,-1,0,2,8,-58,0,-58,"d",5.84,0.61,4.55,1,2,22,-100,60,0.141052952090831,0.320085712298351,1,1,"d",40,8,"correct","correct",1,0
60,60,1,1,0,1,-1,0,2,8,32,0,32,"d",6.42,0.48,4.49,10,11,31,-100,60,0.247884847192381,0.480126572751033,1,1,"d",40,8,"correct","correct",1,0
61,61,1,1,0,1,-1,0,2,8,46,0,46,"d",6.33,0.61,4.02,10,11,31,-100,61,0.298746303685675,0.500143975221363,0,1,"k",50,8,"incorrect","correct",0,1
62,62,1,0,1,-1,1,0,2,8,-31,8,-23,"k",4.62,0.63,4.86,1,3,23,-100,61,0.552328863353978,0.800345426491731,0,1,"d",40,8,"incorrect","incorrect",0,1
63,63,1,0,1,-1,1,0,2,8,-55,8,-47,"k",4.45,0.44,3.41,1,3,23,-100,60,0.630385100931107,0.840336041017508,1,1,"k",50,8,"correct","incorrect",1,0
64,64,1,1,1,1,1,0,2,8,32,8,40,"k",4.79,0.54,4.51,10,12,32,-100,60,0.0820174093128117,0.280075140810368,1,1,"k",50,8,"correct","correct",1,0
1,65,2,0,0,-1,-1,0,2,8,-51,0,-51,"d",6.46,0.46,4.28,1,2,22,-100,61,0.249307493440028,0.430109295724378,0,1,"k",50,8,"incorrect","correct",0,1
2,66,2,0,1,-1,1,0,2,8,-56,8,-48,"k",6.66,0.55,3.95,1,3,23,-100,60,0.15620427717613,0.340115659143976,1,1,"k",50,8,"correct","incorrect",1,0
3,67,2,1,0,1,-1,0,2,8,39,0,39,"d",5.81,0.69,3.46,10,11,31,-100,60,0.521837192249677,0.670262530975833,1,1,"d",40,8,"correct","correct",1,0
4,68,2,0,1,-1,1,0,2,8,-30,8,-22,"k",6.23,0.49,4.84,1,3,23,-100,60,0.252133114072876,0.370144328744573,1,1,"k",50,8,"correct","correct",1,0
5,69,2,0,0,-1,-1,0,2,8,-46,0,-46,"d",5.12,0.52,4.5,1,2,22,-100,61,0.375558937468668,0.560181927659869,0,1,"k",50,8,"incorrect","correct",0,1
6,70,2,1,0,1,-1,0,2,8,59,0,59,"d",4.12,0.49,3.7,10,11,31,-100,60,0.267968677834233,0.43009618115002,1,1,"d",40,8,"correct","incorrect",1,0
7,71,2,1,0,1,-1,0,2,8,56,0,56,"d",6.12,0.5,4.58,10,11,31,-100,60,0.630634562948217,0.730319870177482,1,1,"d",40,8,"correct","correct",1,0
8,72,2,1,1,1,1,0,2,8,38,8,46,"k",5.32,0.41,4.68,10,12,32,-100,61,0.331731169466821,0.530187755092811,0,1,"d",40,8,"incorrect","correct",0,1
9,73,2,0,0,-1,-1,0,2,8,-47,0,-47,"d",6.61,0.55,3.11,1,2,22,-100,61,0.229131290576788,0.410118122403219,0,1,"k",50,8,"incorrect","incorrect",0,1
10,74,2,1,0,1,-1,0,2,8,49,0,49,"d",6.25,0.41,3.91,10,11,31,-100,60,0.266294573873438,0.430111006321567,1,1,"d",40,8,"correct","incorrect",1,0
11,75,2,1,1,1,1,0,2,8,36,8,44,"k",4.4,0.65,4.34,10,12,32,-100,61,0.248136304905984,0.410150623740265,0,1,"d",40,8,"incorrect","correct",0,1
12,76,2,0,1,-1,1,0,2,8,-55,8,-47,"k",5.7,0.42,4.08,1,3,23,-100,60,0.431378843568382,0.630281324731641,1,1,"k",50,8,"correct","incorrect",1,0
13,77,2,1,1,1,1,0,2,8,59,8,67,"k",4.94,0.59,4.4,10,12,32,-100,62,NA,NA,-1,0,NA,NA,8,"timed out","correct",0,0
14,78,2,0,1,-1,1,0,2,8,-60,8,-52,"k",5.69,0.67,3.17,1,3,23,-100,60,0.267997472878506,0.480206115496912,1,1,"k",50,8,"correct","timed out",1,0
15,79,2,0,0,-1,-1,0,2,8,-52,0,-52,"d",6.31,0.52,3.75,1,2,22,-100,61,0.24094581171812,0.440203241694689,0,1,"k",50,8,"incorrect","correct",0,1
16,80,2,1,1,1,1,1,0,2,46,2,48,"k",6.16,0.64,4.77,10,12,32,-100,60,0.035732369165089,0.200021781598025,1,1,"k",50,8,"correct","incorrect",1,0
17,81,2,0,1,-1,1,0,0,2,-32,2,-30,"k",4.22,0.56,3.58,1,3,23,-100,61,0.292386590290334,0.470137828477164,0,1,"d",40,8,"incorrect","correct",0,1
18,82,2,0,0,-1,-1,0,0,2,-56,0,-56,"d",5.28,0.41,4.89,1,2,22,-100,61,0.413471462115467,0.590229698923849,0,1,"k",50,8,"incorrect","incorrect",0,1
19,83,2,0,1,-1,1,0,0,2,-59,2,-57,"k",5.05,0.58,3.23,1,3,23,-100,60,0.253261252590164,0.390150042137975,1,1,"k",50,8,"correct","incorrect",1,0
20,84,2,0,1,-1,1,0,0,2,-51,2,-49,"k",6.6,0.45,4.45,1,3,23,-100,60,0.249945260905861,0.430124976193838,1,1,"k",50,8,"correct","correct",1,0
21,85,2,1,0,1,-1,0,0,2,36,0,36,"d",4.88,0.42,3.81,10,11,31,-100,60,0.671931788246638,0.850363273716994,1,1,"d",40,8,"correct","correct",1,0
22,86,2,1,1,1,1,0,0,2,49,2,51,"k",5.38,0.43,3.13,10,12,32,-100,61,0.331872578793082,0.530211988545943,0,1,"d",40,8,"incorrect","correct",0,1
23,87,2,0,1,-1,1,0,0,2,-37,2,-35,"k",4.49,0.62,3.83,1,3,23,-100,60,0.0876512595123131,0.200071959100569,1,1,"k",50,8,"correct","incorrect",1,0
24,88,2,1,0,1,-1,0,0,2,58,0,58,"d",5.32,0.54,4.48,10,11,31,-100,60,0.30907745239665,0.490166064726509,1,1,"d",40,8,"correct","correct",1,0
25,89,2,0,0,-1,-1,0,0,2,-49,0,-49,"d",4.05,0.6,3.38,1,2,22,-100,61,0.359584815375001,0.590228843625027,0,1,"k",50,8,"incorrect","correct",0,1
26,90,2,0,0,-1,-1,0,0,2,-53,0,-53,"d",5.36,0.55,3.87,1,2,22,-100,60,0.473118828309453,0.640273775298283,1,1,"d",40,8,"correct","incorrect",1,0
27,91,2,1,0,1,-1,0,0,2,54,0,54,"d",5.13,0.68,4.24,10,11,31,-100,60,0.2726103819532,0.450203960145245,1,1,"d",40,8,"correct","correct",1,0
28,92,2,1,0,1,-1,0,0,2,34,0,34,"d",4.52,0.45,4.79,10,11,31,-100,60,0.209999121893816,0.390051397728712,1,1,"d",40,8,"correct","correct",1,0
29,93,2,1,1,1,1,1,1,4,40,4,44,"k",6.73,0.56,4.28,10,12,32,-100,60,0.306659238875454,0.49016406903047,1,1,"k",50,8,"correct","correct",1,0
30,94,2,0,0,-1,-1,0,1,4,-58,0,-58,"d",6.9,0.48,3.1,1,2,22,-100,60,0.305825608088526,0.490163498831862,1,1,"d",40,8,"correct","correct",1,0
