,trialnumber,trlid,blocknumber,arraytiltcond,probetiltcond,stim1cond,stim2cond,trialDifficultyChange,trialdifficulty,difficultyOri,stim1ori,addToStim1,stim2ori,correctResp,delay1,delay2,ITI,stim1trig,stim2trig,respcuetrig,buttonpresstrig,fbtrig,rt,resptime,PerceptDecCorrect,trlResponded,buttonResponded,buttontrig,subid,fbgiven,prevtrlfb,rewarded,unrewarded
1347,30,222,4,0,0,-1,-1,0,1,4,-56,0,-56,d,5.22,0.53,3.23,1,2,22,-100,61,0.3025659945,0.3901304879,0,1,k,50.0,14,incorrect,incorrect,0,1
1353,31,223,4,1,0,1,-1,0,1,4,40,0,40,d,6.99,0.69,4.61,10,11,31,-100,61,0.0088235906,0.0899356784,0,1,k,50.0,14,incorrect,incorrect,0,1
1359,32,224,4,0,1,-1,1,0,1,4,-36,4,-32,k,4.16,0.65,3.32,1,3,23,-100,60,0.2633666037,0.3601216127,1,1,k,50.0,14,correct,incorrect,1,0
1365,33,225,4,1,1,1,1,0,1,4,58,4,62,k,4.34,0.53,3.12,10,12,32,-100,60,0.6441426429,0.710322281,1,1,k,50.0,14,correct,correct,1,0
1371,34,226,4,0,1,-1,1,0,1,4,-47,4,-43,k,5.68,0.42,3.03,1,3,23,-100,60,0.2379740837,0.3200751868,1,1,k,50.0,14,correct,correct,1,0
1377,35,227,4,0,0,-1,-1,0,1,4,-42,0,-42,d,4.07,0.68,3.42,1,2,22,-100,61,0.2964451613,0.3800818183,0,1,k,50.0,14,incorrect,correct,0,1
1383,36,228,4,1,0,1,-1,0,1,4,55,0,55,d,4.76,0.63,3.94,10,11,31,-100,61,0.0682266633,0.119968502,0,1,k,50.0,14,incorrect,incorrect,0,1
1389,37,229,4,1,0,1,-1,0,1,4,59,0,59,d,4.15,0.61,4.61,10,11,31,-100,60,0.4281720835,0.530190342,1,1,d,40.0,14,correct,incorrect,1,0
1395,38,230,4,0,1,-1,1,0,1,4,-59,4,-55,k,4.36,0.66,4.94,1,3,23,-100,60,0.4116895398,0.5001535269,1,1,k,50.0,14,correct,correct,1,0
1401,39,231,4,0,1,-1,1,1,2,8,-45,8,-37,k,4.08,0.6,4.97,1,3,23,-100,60,0.303180102,0.3701001474,1,1,k,50.0,14,correct,correct,1,0
1407,40,232,4,1,1,1,1,0,2,8,37,8,45,k,6.12,0.42,4.77,10,12,32,-100,60,0.3221629814,0.3901627043,1,1,k,50.0,14,correct,correct,1,0
1413,41,233,4,1,1,1,1,0,2,8,46,8,54,k,6.44,0.59,4.01,10,12,32,-100,60,0.0909526336,0.1600166385,1,1,k,50.0,14,correct,correct,1,0
1419,42,234,4,1,0,1,-1,0,2,8,40,0,40,d,6.12,0.48,4.62,10,11,31,-100,61,0.1597768686,0.2500287239,0,1,k,50.0,14,incorrect,correct,0,1
1425,43,235,4,0,0,-1,-1,0,2,8,-60,0,-60,d,6.71,0.63,3.26,1,2,22,-100,61,0.4552395718,0.5202035393,0,1,k,50.0,14,incorrect,incorrect,0,1
1431,44,236,4,0,1,-1,1,0,2,8,-34,8,-26,k,5.63,0.54,4.16,1,3,23,-100,60,0.0302888444,0.0999541273,1,1,k,50.0,14,correct,incorrect,1,0
1437,45,237,4,1,0,1,-1,0,2,8,47,0,47,d,6.74,0.54,4.37,10,11,31,-100,60,0.3311174334,0.4201239676,1,1,d,40.0,14,correct,correct,1,0
1443,46,238,4,0,0,-1,-1,0,2,8,-38,0,-38,d,6.32,0.7,4.14,1,2,22,-100,61,0.4601989036,0.550239214,0,1,k,50.0,14,incorrect,correct,0,1
1449,47,239,4,0,0,-1,-1,0,2,8,-32,0,-32,d,4.7,0.61,3.19,1,2,22,-100,61,0.3703752699,0.4201553287,0,1,k,50.0,14,incorrect,incorrect,0,1
1455,48,240,4,1,0,1,-1,0,2,8,51,0,51,d,5.15,0.59,3.65,10,11,31,-100,60,0.1702771381,0.2200480737,1,1,d,40.0,14,correct,incorrect,1,0
1461,49,241,4,1,0,1,-1,0,2,8,45,0,45,d,6.88,0.65,4.81,10,11,31,-100,60,0.3162839138,0.3900147369,1,1,d,40.0,14,correct,correct,1,0
1467,50,242,4,0,0,-1,-1,0,2,8,-56,0,-56,d,6.56,0.53,3.8,1,2,22,-100,61,0.2192811521,0.2899633902,0,1,k,50.0,14,incorrect,correct,0,1
1473,51,243,4,0,0,-1,-1,0,2,8,-51,0,-51,d,5.26,0.43,4.7,1,2,22,-100,60,0.1187747842,0.1899890208,1,1,d,40.0,14,correct,incorrect,1,0
1479,52,244,4,1,1,1,1,1,1,4,57,4,61,k,4.89,0.48,3.74,10,12,32,-100,61,0.3749183542,0.4101331735,0,1,d,40.0,14,incorrect,correct,0,1
1485,53,245,4,0,0,-1,-1,0,1,4,-34,0,-34,d,4.06,0.43,4.64,1,2,22,-100,61,0.2469288208,0.330145239,0,1,k,50.0,14,incorrect,incorrect,0,1
1491,54,246,4,1,0,1,-1,0,1,4,48,0,48,d,4.4,0.61,4.03,10,11,31,-100,60,0.2850100455,0.3901396111,1,1,d,40.0,14,correct,incorrect,1,0
1497,55,247,4,0,0,-1,-1,0,1,4,-48,0,-48,d,6.56,0.65,4.23,1,2,22,-100,61,0.3614282305,0.4301846114,0,1,k,50.0,14,incorrect,correct,0,1
1503,56,248,4,0,1,-1,1,0,1,4,-46,4,-42,k,4.26,0.6,3.89,1,3,23,-100,60,0.2157116876,0.2800857812,1,1,k,50.0,14,correct,incorrect,1,0
1509,57,249,4,1,1,1,1,0,1,4,38,4,42,k,4.91,0.59,4.07,10,12,32,-100,60,0.3435492622,0.4301372847,1,1,k,50.0,14,correct,correct,1,0
1515,58,250,4,0,1,-1,1,0,1,4,-52,4,-48,k,4.2,0.65,3.74,1,3,23,-100,60,0.2455306856,0.3101271579,1,1,k,50.0,14,correct,correct,1,0
1521,59,251,4,1,1,1,1,0,1,4,60,4,64,k,5.81,0.66,4.0,10,12,32,-100,61,0.515152405,0.5802375404,0,1,d,40.0,14,incorrect,correct,0,1
1527,60,252,4,1,0,1,-1,0,1,4,47,0,47,d,6.3,0.67,3.18,10,11,31,-100,60,0.4024303149,0.4601763806,1,1,d,40.0,14,correct,incorrect,1,0
1533,61,253,4,1,1,1,1,0,1,4,60,4,64,k,6.1,0.5,4.02,10,12,32,-100,61,0.0774770501,0.1299746916,0,1,d,40.0,14,incorrect,correct,0,1
1539,62,254,4,0,1,-1,1,0,1,4,-42,4,-38,k,5.63,0.53,3.39,1,3,23,-100,60,0.2533552823,0.3100704228,1,1,k,50.0,14,correct,incorrect,1,0
1545,63,255,4,0,0,-1,-1,0,1,4,-32,0,-32,d,4.18,0.48,3.85,1,2,22,-100,61,0.3554664837,0.4201293845,0,1,k,50.0,14,incorrect,correct,0,1
1551,64,256,4,0,0,-1,-1,0,1,4,-39,0,-39,d,6.89,0.45,3.08,1,2,22,-100,61,0.2608659829,0.3300865082,0,1,k,50.0,14,incorrect,incorrect,0,1
1557,1,257,5,0,0,-1,-1,0,2,8,-53,0,-53,d,5.08,0.45,4.09,1,2,22,-100,61,0.2914661575,0.380112039,0,1,k,50.0,14,incorrect,incorrect,0,1
1563,2,258,5,0,1,-1,1,0,2,8,-35,8,-27,k,5.45,0.54,4.38,1,3,23,-100,60,0.3987781712,0.4501761782,1,1,k,50.0,14,correct,incorrect,1,0
1569,3,259,5,1,1,1,1,0,2,8,34,8,42,k,4.97,0.69,4.28,10,12,32,-100,60,0.2744892487,0.3400889914,1,1,k,50.0,14,correct,correct,1,0
1575,4,260,5,0,0,-1,-1,0,2,8,-55,0,-55,d,6.28,0.55,4.84,1,2,22,-100,60,0.3049480133,0.3901105308,1,1,d,40.0,14,correct,correct,1,0
1581,5,261,5,1,1,1,1,0,2,8,30,8,38,k,5.19,0.65,3.76,10,12,32,-100,60,0.3246804232,0.4101180632,1,1,k,50.0,14,correct,correct,1,0
1587,6,262,5,1,1,1,1,0,2,8,58,8,66,k,6.98,0.62,3.01,10,12,32,-100,61,0.4016699506,0.5001526716,0,1,d,40.0,14,incorrect,correct,0,1
1593,7,263,5,0,1,-1,1,0,2,8,-45,8,-37,k,5.72,0.47,3.65,1,3,23,-100,60,0.0072290208,0.0799448843,1,1,k,50.0,14,correct,incorrect,1,0
1599,8,264,5,1,1,1,1,0,2,8,39,8,47,k,5.1,0.61,3.79,10,12,32,-100,60,0.335206922,0.4201065765,1,1,k,50.0,14,correct,correct,1,0
1605,9,265,5,1,1,1,1,0,2,8,47,8,55,k,4.41,0.54,4.29,10,12,32,-100,60,0.2909278868,0.3802520236,1,1,k,50.0,14,correct,correct,1,0
1611,10,266,5,0,1,-1,1,0,2,8,-47,8,-39,k,5.69,0.48,4.2,1,3,23,-100,60,0.1363703622,0.2099723195,1,1,k,50.0,14,correct,correct,1,0
1617,11,267,5,1,1,1,1,0,2,8,57,8,65,k,6.9,0.54,4.04,10,12,32,-100,60,0.3109493892,0.3501014532,1,1,k,50.0,14,correct,correct,1,0
1623,12,268,5,1,0,1,-1,0,2,8,44,0,44,d,5.3,0.47,4.29,10,11,31,-100,60,0.3103982889,0.3601161958,1,1,d,40.0,14,correct,correct,1,0
1629,13,269,5,0,0,-1,-1,1,3,12,-54,0,-54,d,5.52,0.52,3.41,1,2,22,-100,61,0.366189132,0.4501855865,0,1,k,50.0,14,incorrect,correct,0,1
1635,14,270,5,1,0,1,-1,0,3,12,56,0,56,d,4.58,0.66,4.53,10,11,31,-100,60,0.1559944337,0.2300237575,1,1,d,40.0,14,correct,incorrect,1,0
1641,15,271,5,1,0,1,-1,0,3,12,53,0,53,d,5.49,0.41,4.58,10,11,31,-100,61,0.3032778916,0.3701126919,0,1,k,50.0,14,incorrect,correct,0,1
1647,16,272,5,1,1,1,1,0,3,12,60,12,72,k,6.03,0.43,4.76,10,12,32,-100,60,0.2899032339,0.4101123612,1,1,k,50.0,14,correct,incorrect,1,0
1653,17,273,5,1,0,1,-1,0,3,12,36,0,36,d,4.85,0.67,4.98,10,11,31,-100,60,0.3914336845,0.4401149641,1,1,d,40.0,14,correct,correct,1,0
1659,18,274,5,0,1,-1,1,0,3,12,-33,12,-21,k,6.5,0.42,3.66,1,3,23,-100,60,0.2344556524,0.290064601,1,1,k,50.0,14,correct,correct,1,0
1665,19,275,5,0,1,-1,1,0,3,12,-30,12,-18,k,4.37,0.46,4.92,1,3,23,-100,60,0.316230885,0.38017134,1,1,k,50.0,14,correct,correct,1,0
1671,20,276,5,1,0,1,-1,0,3,12,41,0,41,d,5.68,0.4,3.47,10,11,31,-100,60,0.2521213652,0.3200991353,1,1,d,40.0,14,correct,correct,1,0
1677,21,277,5,1,1,1,1,0,3,12,57,12,69,k,5.33,0.46,4.44,10,12,32,-100,60,0.159315005,0.2400490488,1,1,k,50.0,14,correct,correct,1,0
1683,22,278,5,0,1,-1,1,0,3,12,-36,12,-24,k,6.72,0.6,3.61,1,3,23,-100,61,0.3744889921,0.4801941766,0,1,d,40.0,14,incorrect,correct,0,1
1689,23,279,5,1,0,1,-1,0,3,12,58,0,58,d,6.37,0.51,3.58,10,11,31,-100,61,0.3657252727,0.4203454911,0,1,k,50.0,14,incorrect,incorrect,0,1
1695,24,280,5,0,0,-1,-1,0,3,12,-31,0,-31,d,6.06,0.43,3.32,1,2,22,-100,61,0.4171218542,0.4701475027,0,1,k,50.0,14,incorrect,incorrect,0,1
1701,25,281,5,0,0,-1,-1,1,1,4,-45,0,-45,d,4.59,0.52,4.42,1,2,22,-100,61,0.1648721935,0.2199993215,0,1,k,50.0,14,incorrect,incorrect,0,1
1707,26,282,5,0,1,-1,1,0,1,4,-49,4,-45,k,5.06,0.56,3.3,1,3,23,-100,61,0.6291346415,0.7102632651,0,1,d,40.0,14,incorrect,incorrect,0,1
1713,27,283,5,1,0,1,-1,0,1,4,54,0,54,d,6.35,0.59,3.45,10,11,31,-100,60,0.2962313355,0.3602031516,1,1,d,40.0,14,correct,incorrect,1,0
1719,28,284,5,0,1,-1,1,0,1,4,-52,4,-48,k,4.67,0.47,3.01,1,3,23,-100,60,0.4683909955,0.5501562496,1,1,k,50.0,14,correct,correct,1,0
1725,29,285,5,0,1,-1,1,0,1,4,-47,4,-43,k,4.89,0.65,3.16,1,3,23,-100,60,0.4546026562,0.5401315285,1,1,k,50.0,14,correct,correct,1,0
1731,30,286,5,0,1,-1,1,0,1,4,-36,4,-32,k,4.78,0.48,4.86,1,3,23,-100,61,0.2422674196,0.3100661463,0,1,d,40.0,14,incorrect,correct,0,1
1737,31,287,5,1,1,1,1,0,1,4,30,4,34,k,6.19,0.61,3.09,10,12,32,-100,60,0.4037309456,0.4701654641,1,1,k,50.0,14,correct,incorrect,1,0
1743,32,288,5,0,1,-1,1,0,1,4,-57,4,-53,k,5.98,0.69,3.51,1,3,23,-100,61,0.3550892951,0.4101120761,0,1,d,40.0,14,incorrect,correct,0,1
1749,33,289,5,1,0,1,-1,0,1,4,58,0,58,d,6.06,0.67,4.88,10,11,31,-100,60,0.2477222569,0.3000670843,1,1,d,40.0,14,correct,incorrect,1,0
1755,34,290,5,1,0,1,-1,0,1,4,33,0,33,d,5.93,0.68,4.35,10,11,31,-100,61,0.2446306217,0.3300742489,0,1,k,50.0,14,incorrect,correct,0,1
1761,35,291,5,1,0,1,-1,0,1,4,51,0,51,d,6.96,0.57,3.19,10,11,31,-100,61,0.0037311167,0.0899539248,0,1,k,50.0,14,incorrect,incorrect,0,1
1767,36,292,5,0,1,-1,1,0,1,4,-54,4,-50,k,6.8,0.58,4.11,1,3,23,-100,61,0.080590638,0.16998605,0,1,d,40.0,14,incorrect,incorrect,0,1
1773,37,293,5,0,0,-1,-1,0,1,4,-32,0,-32,d,6.81,0.66,3.1,1,2,22,-100,61,0.0918022346,0.1300034868,0,1,k,50.0,14,incorrect,incorrect,0,1
1779,38,294,5,1,0,1,-1,0,1,4,52,0,52,d,5.18,0.68,4.29,10,11,31,-100,60,0.3174354367,0.390111101,1,1,d,40.0,14,correct,incorrect,1,0
1791,40,296,5,1,0,1,-1,0,0,2,44,0,44,d,5.26,0.65,4.09,10,11,31,-100,60,0.2498043494,0.3201051224,1,1,d,40.0,14,correct,incorrect,1,0
1797,41,297,5,1,0,1,-1,0,0,2,41,0,41,d,6.92,0.46,3.81,10,11,31,-100,60,0.2203830674,0.3100986478,1,1,d,40.0,14,correct,correct,1,0
1803,42,298,5,0,0,-1,-1,0,0,2,-33,0,-33,d,5.69,0.59,3.15,1,2,22,-100,61,0.3784059946,0.4201795623,0,1,k,50.0,14,incorrect,correct,0,1
1809,43,299,5,1,1,1,1,0,0,2,30,2,32,k,5.81,0.42,4.79,10,12,32,-100,60,0.1633785494,0.2200303975,1,1,k,50.0,14,correct,incorrect,1,0
1815,44,300,5,0,0,-1,-1,0,0,2,-49,0,-49,d,5.82,0.68,4.96,1,2,22,-100,60,0.3640505895,0.4501585019,1,1,d,40.0,14,correct,correct,1,0
1821,45,301,5,0,0,-1,-1,0,0,2,-33,0,-33,d,6.64,0.45,4.08,1,2,22,-100,60,0.4649330055,0.5202009734,1,1,d,40.0,14,correct,correct,1,0
1827,46,302,5,0,0,-1,-1,0,0,2,-40,0,-40,d,6.86,0.52,3.91,1,2,22,-100,62,,,-1,0,,,14,timed out,correct,0,0
1832,47,303,5,0,1,-1,1,0,0,2,-39,2,-37,k,4.23,0.52,4.37,1,3,23,-100,61,0.6231723244,0.6902811067,0,1,d,40.0,14,incorrect,timed out,0,1
1838,48,304,5,1,1,1,1,0,0,2,47,2,49,k,4.96,0.47,3.04,10,12,32,-100,61,0.4653027815,0.5301541342,0,1,d,40.0,14,incorrect,incorrect,0,1
1844,49,305,5,1,1,1,1,0,0,2,43,2,45,k,5.07,0.59,3.82,10,12,32,-100,60,0.0807357544,0.17999338,1,1,k,50.0,14,correct,incorrect,1,0
1850,50,306,5,1,1,1,1,0,0,2,41,2,43,k,6.35,0.69,4.22,10,12,32,-100,61,0.3618764093,0.4000973335,0,1,d,40.0,14,incorrect,correct,0,1
1856,51,307,5,0,0,-1,-1,0,0,2,-42,0,-42,d,5.23,0.58,4.19,1,2,22,-100,60,0.2533287679,0.3101337152,1,1,d,40.0,14,correct,incorrect,1,0
1862,52,308,5,0,1,-1,1,1,3,12,-46,12,-34,k,6.65,0.66,3.86,1,3,23,-100,60,0.1002010247,0.1899875953,1,1,k,50.0,14,correct,correct,1,0
1868,53,309,5,0,1,-1,1,0,3,12,-32,12,-20,k,5.84,0.55,3.59,1,3,23,-100,60,0.5475874897,0.6202089847,1,1,k,50.0,14,correct,correct,1,0
1874,54,310,5,1,0,1,-1,0,3,12,42,0,42,d,4.36,0.65,3.74,10,11,31,-100,60,0.3238125757,0.4100821404,1,1,d,40.0,14,correct,correct,1,0
1880,55,311,5,0,0,-1,-1,0,3,12,-41,0,-41,d,6.76,0.53,3.95,1,2,22,-100,60,0.282659958,0.3400442306,1,1,d,40.0,14,correct,correct,1,0
1886,56,312,5,0,0,-1,-1,0,3,12,-40,0,-40,d,6.97,0.66,4.54,1,2,22,-100,61,0.0528973531,0.1099591764,0,1,k,50.0,14,incorrect,correct,0,1
1892,57,313,5,0,0,-1,-1,0,3,12,-55,0,-55,d,4.23,0.42,3.08,1,2,22,-100,60,0.5440083318,0.6102387179,1,1,d,40.0,14,correct,incorrect,1,0
1898,58,314,5,1,1,1,1,0,3,12,51,12,63,k,4.18,0.64,3.71,10,12,32,-100,60,0.4380166208,0.5201864332,1,1,k,50.0,14,correct,correct,1,0
1904,59,315,5,0,1,-1,1,0,3,12,-47,12,-35,k,6.2,0.59,3.12,1,3,23,-100,60,0.2735774957,0.3401391692,1,1,k,50.0,14,correct,correct,1,0
1910,60,316,5,1,1,1,1,0,3,12,50,12,62,k,4.72,0.66,3.87,10,12,32,-100,60,0.2613070341,0.3300540067,1,1,k,50.0,14,correct,correct,1,0
1916,61,317,5,1,0,1,-1,0,3,12,55,0,55,d,6.4,0.63,4.46,10,11,31,-100,60,0.2102026811,0.2800544201,1,1,d,40.0,14,correct,correct,1,0
1928,63,319,5,1,1,1,1,0,3,12,55,12,67,k,6.68,0.53,3.63,10,12,32,-100,60,0.1671296232,0.2399940243,1,1,k,50.0,14,correct,incorrect,1,0
1934,64,320,5,0,0,-1,-1,0,3,12,-51,0,-51,d,5.26,0.55,4.48,1,2,22,-100,61,0.2966145112,0.3701620143,0,1,k,50.0,14,incorrect,correct,0,1
