,trialnumber,trlid,blocknumber,arraytiltcond,probetiltcond,stim1cond,stim2cond,trialDifficultyChange,trialdifficulty,difficultyOri,stim1ori,addToStim1,stim2ori,correctResp,delay1,delay2,ITI,stim1trig,stim2trig,respcuetrig,buttonpresstrig,fbtrig,rt,resptime,PerceptDecCorrect,trlResponded,buttonResponded,buttontrig,subid,fbgiven,prevtrlfb,rewarded,unrewarded
22,1,1,1,1,0,1,-1,0,0,2,35,0,35,d,5.47,0.49,4.52,10,11,31,-100,61,0.9977137751,1.1105444887,0,1,k,50.0,14,incorrect,,0,1
28,2,2,1,1,0,1,-1,0,0,2,35,0,35,d,6.61,0.47,4.77,10,11,31,-100,61,0.1518961069,0.2200574821,0,1,k,50.0,14,incorrect,incorrect,0,1
34,3,3,1,1,0,1,-1,0,0,2,38,0,38,d,4.15,0.51,4.05,10,11,31,-100,61,0.5022051136,0.5902548489,0,1,k,50.0,14,incorrect,incorrect,0,1
40,4,4,1,1,1,1,1,0,0,2,57,2,59,k,5.84,0.45,4.87,10,12,32,-100,60,0.290581204,0.3901373303,1,1,k,50.0,14,correct,incorrect,1,0
46,5,5,1,1,0,1,-1,0,0,2,57,0,57,d,6.06,0.67,3.85,10,11,31,-100,60,0.0378987601,0.1400347652,1,1,d,40.0,14,correct,correct,1,0
52,6,6,1,1,0,1,-1,0,0,2,33,0,33,d,4.81,0.66,4.31,10,11,31,-100,60,0.4677053276,0.5802486594,1,1,d,40.0,14,correct,correct,1,0
58,7,7,1,0,1,-1,1,0,0,2,-36,2,-34,k,6.86,0.48,3.25,1,3,23,-100,61,1.1105031491,1.2006058966,0,1,d,40.0,14,incorrect,correct,0,1
64,8,8,1,0,1,-1,1,0,0,2,-49,2,-47,k,4.42,0.67,4.44,1,3,23,-100,61,0.3580301118,0.4301350039,0,1,d,40.0,14,incorrect,incorrect,0,1
70,9,9,1,1,1,1,1,0,0,2,52,2,54,k,5.95,0.41,4.88,10,12,32,-100,60,0.3605087798,0.4501060433,1,1,k,50.0,14,correct,incorrect,1,0
76,10,10,1,1,1,1,1,0,0,2,43,2,45,k,4.77,0.41,3.54,10,12,32,-100,61,0.6188399298,0.7002505182,0,1,d,40.0,14,incorrect,correct,0,1
82,11,11,1,0,1,-1,1,0,0,2,-40,2,-38,k,5.31,0.55,4.38,1,3,23,-100,61,0.6800896015,0.7603786027,0,1,d,40.0,14,incorrect,incorrect,0,1
94,13,13,1,0,0,-1,-1,0,0,2,-45,0,-45,d,6.59,0.61,4.81,1,2,22,-100,60,0.3217347597,0.3700927348,1,1,d,40.0,14,correct,incorrect,1,0
100,14,14,1,1,1,1,1,1,3,12,57,12,69,k,6.1,0.6,3.03,10,12,32,-100,60,0.3272648637,0.3801254387,1,1,k,50.0,14,correct,correct,1,0
106,15,15,1,1,0,1,-1,0,3,12,42,0,42,d,4.24,0.49,4.43,10,11,31,-100,61,0.2794015388,0.3501162784,0,1,k,50.0,14,incorrect,correct,0,1
112,16,16,1,1,0,1,-1,0,3,12,59,0,59,d,5.84,0.6,4.33,10,11,31,-100,61,0.6563013449,0.7603441055,0,1,k,50.0,14,incorrect,incorrect,0,1
118,17,17,1,0,0,-1,-1,0,3,12,-53,0,-53,d,6.3,0.61,3.4,1,2,22,-100,60,0.3156330283,0.4201065765,1,1,d,40.0,14,correct,incorrect,1,0
124,18,18,1,0,0,-1,-1,0,3,12,-37,0,-37,d,4.1,0.52,4.37,1,2,22,-100,61,0.5674168339,0.6402148065,0,1,k,50.0,14,incorrect,correct,0,1
130,19,19,1,1,0,1,-1,0,3,12,30,0,30,d,4.27,0.44,4.61,10,11,31,-100,61,0.179067657,0.2600751127,0,1,k,50.0,14,incorrect,incorrect,0,1
136,20,20,1,0,1,-1,1,0,3,12,-59,12,-47,k,6.66,0.58,3.35,1,3,23,-100,61,0.5965761081,0.7002798836,0,1,d,40.0,14,incorrect,incorrect,0,1
142,21,21,1,1,1,1,1,0,3,12,55,12,67,k,6.34,0.65,4.51,10,12,32,-100,60,0.0271128193,0.109952334,1,1,k,50.0,14,correct,incorrect,1,0
148,22,22,1,1,1,1,1,0,3,12,58,12,70,k,4.96,0.49,3.23,10,12,32,-100,60,0.287396911,0.3701420573,1,1,k,50.0,14,correct,correct,1,0
154,23,23,1,0,1,-1,1,0,3,12,-39,12,-27,k,4.47,0.49,3.92,1,3,23,-100,60,0.2314224629,0.320050383,1,1,k,50.0,14,correct,correct,1,0
160,24,24,1,0,1,-1,1,0,3,12,-53,12,-41,k,4.71,0.42,3.03,1,3,23,-100,60,0.80191126,0.8903883617,1,1,k,50.0,14,correct,correct,1,0
166,25,25,1,1,1,1,1,0,3,12,35,12,47,k,6.36,0.42,3.57,10,12,32,-100,60,0.1947778621,0.2600340582,1,1,k,50.0,14,correct,correct,1,0
172,26,26,1,0,0,-1,-1,1,1,4,-50,0,-50,d,5.65,0.47,4.66,1,2,22,-100,60,0.3960340741,0.5001766201,1,1,d,40.0,14,correct,correct,1,0
178,27,27,1,1,1,1,1,0,1,4,59,4,63,k,5.29,0.48,4.21,10,12,32,-100,60,0.2135583198,0.2800375991,1,1,k,50.0,14,correct,correct,1,0
184,28,28,1,0,0,-1,-1,0,1,4,-44,0,-44,d,6.52,0.43,4.53,1,2,22,-100,61,0.1743783159,0.2400370745,0,1,k,50.0,14,incorrect,correct,0,1
190,29,29,1,0,1,-1,1,0,1,4,-36,4,-32,k,5.02,0.67,3.15,1,3,23,-100,60,0.0586549676,0.1400039743,1,1,k,50.0,14,correct,incorrect,1,0
196,30,30,1,1,0,1,-1,0,1,4,58,0,58,d,5.97,0.67,4.3,10,11,31,-100,61,0.145753606,0.2100033956,0,1,k,50.0,14,incorrect,correct,0,1
202,31,31,1,0,1,-1,1,0,1,4,-44,4,-40,k,4.3,0.51,3.55,1,3,23,-100,60,0.4498411845,0.5201057497,1,1,k,50.0,14,correct,incorrect,1,0
208,32,32,1,0,0,-1,-1,0,1,4,-57,0,-57,d,4.61,0.51,4.91,1,2,22,-100,60,0.4213835438,0.5401862679,1,1,d,40.0,14,correct,correct,1,0
214,33,33,1,1,0,1,-1,0,1,4,58,0,58,d,6.74,0.63,4.82,10,11,31,-100,61,0.1474793223,0.2500344259,0,1,k,50.0,14,incorrect,correct,0,1
220,34,34,1,1,0,1,-1,0,1,4,38,0,38,d,5.67,0.54,3.36,10,11,31,-100,60,0.2733223303,0.3400630472,1,1,d,40.0,14,correct,incorrect,1,0
226,35,35,1,0,1,-1,1,0,1,4,-32,4,-28,k,4.46,0.5,4.67,1,3,23,-100,60,0.1854613319,0.2500059158,1,1,k,50.0,14,correct,correct,1,0
232,36,36,1,0,0,-1,-1,0,1,4,-37,0,-37,d,6.62,0.56,4.96,1,2,22,-100,61,0.0756598164,0.1299558749,0,1,k,50.0,14,incorrect,correct,0,1
238,37,37,1,1,1,1,1,0,1,4,42,4,46,k,5.53,0.51,4.46,10,12,32,-100,60,0.0789498818,0.1300399797,1,1,k,50.0,14,correct,incorrect,1,0
244,38,38,1,0,0,-1,-1,0,1,4,-31,0,-31,d,5.02,0.59,4.05,1,2,22,-100,60,0.0525615041,0.1199610894,1,1,d,40.0,14,correct,correct,1,0
250,39,39,1,0,0,-1,-1,0,1,4,-34,0,-34,d,5.92,0.43,3.72,1,2,22,-100,60,0.3263582425,0.4001138693,1,1,d,40.0,14,correct,correct,1,0
256,40,40,1,0,0,-1,-1,1,2,8,-37,0,-37,d,6.69,0.41,3.42,1,2,22,-100,61,0.1353075057,0.1999997719,0,1,k,50.0,14,incorrect,correct,0,1
262,41,41,1,0,1,-1,1,0,2,8,-60,8,-52,k,4.74,0.47,4.5,1,3,23,-100,60,0.7311805547,0.8003497619,1,1,k,50.0,14,correct,incorrect,1,0
268,42,42,1,0,0,-1,-1,0,2,8,-46,0,-46,d,6.52,0.5,4.28,1,2,22,-100,61,0.30395073,0.3700813308,0,1,k,50.0,14,incorrect,correct,0,1
274,43,43,1,0,0,-1,-1,0,2,8,-50,0,-50,d,6.32,0.55,4.32,1,2,22,-100,60,0.304628415,0.3601216127,1,1,d,40.0,14,correct,incorrect,1,0
280,44,44,1,0,0,-1,-1,0,2,8,-58,0,-58,d,5.32,0.41,3.16,1,2,22,-100,60,0.2485752791,0.3300637001,1,1,d,40.0,14,correct,correct,1,0
286,45,45,1,1,0,1,-1,0,2,8,35,0,35,d,4.87,0.5,3.38,10,11,31,-100,61,0.3149342457,0.3700773393,0,1,k,50.0,14,incorrect,correct,0,1
292,46,46,1,1,1,1,1,0,2,8,49,8,57,k,5.4,0.46,3.43,10,12,32,-100,60,0.0728062405,0.140039897,1,1,k,50.0,14,correct,incorrect,1,0
298,47,47,1,1,1,1,1,0,2,8,39,8,47,k,4.16,0.65,4.73,10,12,32,-100,60,0.3548138875,0.4201214017,1,1,k,50.0,14,correct,correct,1,0
304,48,48,1,0,1,-1,1,0,2,8,-53,8,-45,k,6.25,0.61,4.98,1,3,23,-100,60,0.151012864,0.2200138616,1,1,k,50.0,14,correct,correct,1,0
310,49,49,1,1,1,1,1,0,2,8,42,8,50,k,6.49,0.47,3.54,10,12,32,-100,60,0.4805334468,0.5702350572,1,1,k,50.0,14,correct,correct,1,0
316,50,50,1,0,0,-1,-1,0,2,8,-54,0,-54,d,5.95,0.42,4.18,1,2,22,-100,60,0.4735892419,0.5602052043,1,1,d,40.0,14,correct,correct,1,0
322,51,51,1,0,1,-1,1,0,2,8,-58,8,-50,k,4.5,0.67,3.86,1,3,23,-100,61,0.3175819787,0.3501328143,0,1,d,40.0,14,incorrect,correct,0,1
328,52,52,1,0,1,-1,1,0,2,8,-54,8,-46,k,5.43,0.51,4.19,1,3,23,-100,60,0.3369198088,0.3901427472,1,1,k,50.0,14,correct,incorrect,1,0
334,53,53,1,0,0,-1,-1,1,0,2,-39,0,-39,d,6.82,0.61,4.54,1,2,22,-100,61,0.0812235622,0.1499528586,0,1,k,50.0,14,incorrect,correct,0,1
340,54,54,1,1,1,1,1,0,0,2,50,2,52,k,6.08,0.52,4.08,10,12,32,-100,60,0.2843460453,0.3902858679,1,1,k,50.0,14,correct,incorrect,1,0
346,55,55,1,0,1,-1,1,0,0,2,-39,2,-37,k,6.5,0.49,4.88,1,3,23,-100,60,0.8749336071,0.9404027736,1,1,k,50.0,14,correct,correct,1,0
352,56,56,1,1,1,1,1,0,0,2,50,2,52,k,6.3,0.4,3.8,10,12,32,-100,60,0.2918949494,0.3801254387,1,1,k,50.0,14,correct,correct,1,0
358,57,57,1,1,0,1,-1,0,0,2,36,0,36,d,5.05,0.46,4.14,10,11,31,-100,61,0.9055568749,0.9904448402,0,1,k,50.0,14,incorrect,correct,0,1
364,58,58,1,0,1,-1,1,0,0,2,-59,2,-57,k,4.56,0.64,3.95,1,3,23,-100,60,0.2949358366,0.3800533082,1,1,k,50.0,14,correct,incorrect,1,0
370,59,59,1,1,1,1,1,0,0,2,38,2,40,k,6.75,0.67,3.46,10,12,32,-100,60,0.1380339264,0.2100199314,1,1,k,50.0,14,correct,correct,1,0
376,60,60,1,1,1,1,1,0,0,2,57,2,59,k,4.11,0.61,3.47,10,12,32,-100,60,0.3406215601,0.4101183483,1,1,k,50.0,14,correct,correct,1,0
382,61,61,1,0,0,-1,-1,0,0,2,-47,0,-47,d,4.77,0.68,4.57,1,2,22,-100,61,0.3143919836,0.4001252734,0,1,k,50.0,14,incorrect,correct,0,1
388,62,62,1,1,0,1,-1,0,0,2,57,0,57,d,5.34,0.48,3.85,10,11,31,-100,60,0.4518762354,0.5501790577,1,1,d,40.0,14,correct,incorrect,1,0
394,63,63,1,0,1,-1,1,0,0,2,-35,2,-33,k,4.68,0.6,4.62,1,3,23,-100,61,0.4274157106,0.5303582665,0,1,d,40.0,14,incorrect,correct,0,1
400,64,64,1,1,0,1,-1,0,0,2,37,0,37,d,4.95,0.53,3.72,10,11,31,-100,60,0.3709637183,0.4601316197,1,1,d,40.0,14,correct,incorrect,1,0
406,1,65,2,1,1,1,1,0,2,8,55,8,63,k,4.16,0.52,4.67,10,12,32,-100,60,0.0075805503,0.0899188574,1,1,k,50.0,14,correct,correct,1,0
412,2,66,2,1,0,1,-1,0,2,8,30,0,30,d,5.8,0.68,3.47,10,11,31,-100,60,0.0732073776,0.1599904092,1,1,d,40.0,14,correct,correct,1,0
418,3,67,2,1,1,1,1,0,2,8,30,8,38,k,4.88,0.41,4.28,10,12,32,-100,60,0.3529581651,0.4201239676,1,1,k,50.0,14,correct,correct,1,0
424,4,68,2,1,0,1,-1,0,2,8,60,0,60,d,4.27,0.55,3.37,10,11,31,-100,61,0.1157051018,0.1500073128,0,1,k,50.0,14,incorrect,correct,0,1
430,5,69,2,0,0,-1,-1,0,2,8,-45,0,-45,d,6.93,0.53,4.02,1,2,22,-100,61,0.4302749885,0.4801693728,0,1,k,50.0,14,incorrect,incorrect,0,1
436,6,70,2,1,0,1,-1,0,2,8,57,0,57,d,4.34,0.54,4.65,10,11,31,-100,60,0.526091445,0.5902280494,1,1,d,40.0,14,correct,incorrect,1,0
442,7,71,2,0,1,-1,1,0,2,8,-38,8,-30,k,6.22,0.57,4.04,1,3,23,-100,60,0.3409559835,0.4101280417,1,1,k,50.0,14,correct,correct,1,0
448,8,72,2,0,0,-1,-1,0,2,8,-42,0,-42,d,5.71,0.67,3.3,1,2,22,-100,61,0.6508784389,0.7202828544,0,1,k,50.0,14,incorrect,correct,0,1
454,9,73,2,0,1,-1,1,0,2,8,-31,8,-23,k,4.65,0.69,4.12,1,3,23,-100,60,0.1283479053,0.2000305628,1,1,k,50.0,14,correct,incorrect,1,0
460,10,74,2,0,1,-1,1,0,2,8,-35,8,-27,k,6.77,0.68,4.54,1,3,23,-100,60,0.2187582768,0.2900680222,1,1,k,50.0,14,correct,correct,1,0
466,11,75,2,0,0,-1,-1,0,2,8,-57,0,-57,d,6.21,0.47,4.76,1,2,22,-100,60,0.4914302918,0.5902534234,1,1,d,40.0,14,correct,correct,1,0
472,12,76,2,0,0,-1,-1,0,2,8,-54,0,-54,d,5.69,0.54,3.53,1,2,22,-100,60,0.3909051073,0.4401434742,1,1,d,40.0,14,correct,correct,1,0
478,13,77,2,1,0,1,-1,1,1,4,39,0,39,d,5.72,0.68,4.18,10,11,31,-100,60,0.446161386,0.5301920526,1,1,d,40.0,14,correct,correct,1,0
484,14,78,2,1,1,1,1,0,1,4,52,4,56,k,4.54,0.48,3.6,10,12,32,-100,60,0.1483257872,0.2200797199,1,1,k,50.0,14,correct,correct,1,0
490,15,79,2,0,1,-1,1,0,1,4,-43,4,-39,k,4.51,0.64,3.12,1,3,23,-100,60,0.2768555869,0.3600697243,1,1,k,50.0,14,correct,correct,1,0
496,16,80,2,0,0,-1,-1,0,1,4,-50,0,-50,d,6.85,0.53,4.14,1,2,22,-100,61,0.3833279782,0.4501596423,0,1,k,50.0,14,incorrect,correct,0,1
502,17,81,2,1,1,1,1,0,1,4,46,4,50,k,6.47,0.68,4.86,10,12,32,-100,60,0.2998455608,0.3701181088,1,1,k,50.0,14,correct,incorrect,1,0
508,18,82,2,1,1,1,1,0,1,4,43,4,47,k,4.94,0.64,4.06,10,12,32,-100,60,0.2777231493,0.3601030811,1,1,k,50.0,14,correct,correct,1,0
