"trialnumber","trlid","blocknumber","arraytiltcond","probetiltcond","stim1cond","stim2cond","trialDifficultyChange","trialdifficulty","difficultyOri","stim1ori","addToStim1","stim2ori","correctResp","delay1","delay2","ITI","stim1trig","stim2trig","respcuetrig","buttonpresstrig","fbtrig","rt","resptime","PerceptDecCorrect","trlResponded","buttonResponded","buttontrig","subid","fbgiven","prevtrlfb","rewarded","unrewarded"
1,1,1,1,0,1,-1,0,0,2,35,0,35,"d",5.47,0.49,4.52,10,11,31,-100,61,0.997713775139346,1.1105444887271,0,1,"k",50,14,"incorrect",NA,0,1
2,2,1,1,0,1,-1,0,0,2,35,0,35,"d",6.61,0.47,4.77,10,11,31,-100,61,0.151896106917775,0.220057482061748,0,1,"k",50,14,"incorrect","incorrect",0,1
3,3,1,1,0,1,-1,0,0,2,38,0,38,"d",4.15,0.51,4.05,10,11,31,-100,61,0.502205113628406,0.590254848925724,0,1,"k",50,14,"incorrect","incorrect",0,1
4,4,1,1,1,1,1,0,0,2,57,2,59,"k",5.84,0.45,4.87,10,12,32,-100,60,0.290581204032605,0.390137330296966,1,1,"k",50,14,"correct","incorrect",1,0
5,5,1,1,0,1,-1,0,0,2,57,0,57,"d",6.06,0.67,3.85,10,11,31,-100,60,0.0378987600670371,0.140034765215205,1,1,"d",40,14,"correct","correct",1,0
6,6,1,1,0,1,-1,0,0,2,33,0,33,"d",4.81,0.66,4.31,10,11,31,-100,60,0.467705327596377,0.580248659383869,1,1,"d",40,14,"correct","correct",1,0
7,7,1,0,1,-1,1,0,0,2,-36,2,-34,"k",6.86,0.48,3.25,1,3,23,-100,61,1.11050314908334,1.2006058966299,0,1,"d",40,14,"incorrect","correct",0,1
8,8,1,0,1,-1,1,0,0,2,-49,2,-47,"k",4.42,0.67,4.44,1,3,23,-100,61,0.358030111796324,0.430135003873147,0,1,"d",40,14,"incorrect","incorrect",0,1
9,9,1,1,1,1,1,0,0,2,52,2,54,"k",5.95,0.41,4.88,10,12,32,-100,60,0.360508779827796,0.450106043314918,1,1,"k",50,14,"correct","incorrect",1,0
10,10,1,1,1,1,1,0,0,2,43,2,45,"k",4.77,0.41,3.54,10,12,32,-100,61,0.618839929762544,0.700250518242683,0,1,"d",40,14,"incorrect","correct",0,1
