"trialnumber","trlid","blocknumber","arraytiltcond","probetiltcond","stim1cond","stim2cond","trialDifficultyChange","trialdifficulty","difficultyOri","stim1ori","addToStim1","stim2ori","correctResp","delay1","delay2","ITI","stim1trig","stim2trig","respcuetrig","buttonpresstrig","fbtrig","rt","resptime","PerceptDecCorrect","trlResponded","buttonResponded","buttontrig","subid","fbgiven","prevtrlfb","rewarded","unrewarded"
1,1,1,0,0,-1,-1,0,3,12,-33,0,-33,"d",6.69,0.5,4.39,1,2,22,-100,61,0.386819262857898,0.470140479501424,0,1,"k",50,11,"incorrect",NA,0,1
2,2,1,1,1,1,1,0,3,12,50,12,62,"k",5.45,0.6,3.25,10,12,32,-100,60,0.29671669007439,0.400089749051403,1,1,"k",50,11,"correct","incorrect",1,0
3,3,1,0,0,-1,-1,0,3,12,-31,0,-31,"d",6.54,0.66,4.62,1,2,22,-100,61,0.277275243915938,0.360096112450265,0,1,"k",50,11,"incorrect","correct",0,1
4,4,1,1,0,1,-1,0,3,12,38,0,38,"d",4.84,0.66,3.03,10,11,31,-100,60,0.265377507654193,0.370047480326321,1,1,"d",40,11,"correct","incorrect",1,0
5,5,1,1,0,1,-1,0,3,12,47,0,47,"d",4.7,0.54,4.3,10,11,31,-100,60,0.279003226743953,0.380155082253623,1,1,"d",40,11,"correct","correct",1,0
6,6,1,1,1,1,1,0,3,12,53,12,65,"k",4.09,0.58,4.42,10,12,32,-100,60,0.300995735495235,0.390106735227164,1,1,"k",50,11,"correct","correct",1,0
7,7,1,0,0,-1,-1,0,3,12,-46,0,-46,"d",6.64,0.43,3.1,1,2,22,-100,61,0.300428104110324,0.400097446716245,0,1,"k",50,11,"incorrect","correct",0,1
8,8,1,0,1,-1,1,0,3,12,-45,12,-33,"k",4.7,0.51,4.6,1,3,23,-100,60,0.254116111551411,0.340035717155843,1,1,"k",50,11,"correct","incorrect",1,0
9,9,1,0,0,-1,-1,0,3,12,-55,0,-55,"d",4.48,0.47,4.99,1,2,22,-100,60,0.22982656309614,0.330164176899416,1,1,"d",40,11,"correct","correct",1,0
10,10,1,1,0,1,-1,0,3,12,37,0,37,"d",4.73,0.53,3.72,10,11,31,-100,61,0.0979453511536121,0.170041949411825,0,1,"k",50,11,"incorrect","correct",0,1
11,11,1,0,1,-1,1,0,3,12,-47,12,-35,"k",6.6,0.52,5,1,3,23,-100,60,0.280172701350239,0.380053302040324,1,1,"k",50,11,"correct","incorrect",1,0
12,12,1,0,1,-1,1,0,3,12,-47,12,-35,"k",4.78,0.46,3.97,1,3,23,-100,60,0.268107897289156,0.350091716230963,1,1,"k",50,11,"correct","correct",1,0
13,13,1,0,1,-1,1,0,3,12,-34,12,-22,"k",6.49,0.41,3.21,1,3,23,-100,60,0.249423958204716,0.330067243365193,1,1,"k",50,11,"correct","correct",1,0
14,14,1,1,0,1,-1,1,2,8,60,0,60,"d",6.34,0.41,4.6,10,11,31,-100,61,0.0603559513510845,0.159975116588612,0,1,"k",50,11,"incorrect","correct",0,1
15,15,1,1,1,1,1,0,2,8,40,8,48,"k",6.17,0.67,3.67,10,12,32,-100,60,0.30158303868302,0.390088488915353,1,1,"k",50,11,"correct","incorrect",1,0
16,16,1,1,0,1,-1,0,2,8,30,0,30,"d",4.25,0.64,3.94,10,11,31,-100,60,0.243718279212771,0.330075226123881,1,1,"d",40,11,"correct","correct",1,0
17,17,1,0,0,-1,-1,0,2,8,-35,0,-35,"d",6.12,0.68,4.52,1,2,22,-100,60,0.292541705654003,0.380107470784424,1,1,"d",40,11,"correct","correct",1,0
