s1pupil_twin1,s1pupil_twin2,s1keep,s2pupil_twin1,s2pupil_twin2,s2keep,trlid,subid
-264.6658463841207,5.678569936824332,1.0,181.8092966892701,568.5738236882896,1.0,1,24
92.51654436404786,141.42829932271067,1.0,474.31435834550444,-622.2886907784856,1.0,2,24
-52.673439485569325,3.4439687810078685,1.0,532.7946009586145,400.0379114822224,1.0,3,24
1041.2566991017684,1444.6691001282802,1.0,2026.3836894132498,2002.072378664024,1.0,4,24
-296.50618071063684,-634.6239976074434,1.0,-1321.8708353748902,-731.2589252191678,1.0,5,24
64.49086697888035,134.5069292723384,1.0,-261.0781456539956,-3.4169824888311595,1.0,6,24
365.12405517653536,471.13800583252873,1.0,646.9340324103207,793.3592941741887,1.0,7,24
-1357.9248991684499,-1859.2918352679656,1.0,-2089.633723811063,-1701.16094917098,1.0,8,24
47.865075535294864,-295.4230967987567,1.0,-27.32444393690848,351.290822254408,1.0,9,24
162.50657479638244,330.82686612790235,1.0,-286.98858011153817,-1617.9842495091239,1.0,10,24
-793.7207573528194,-261.15583045775264,1.0,-1033.355971743524,-1700.4322967265532,1.0,11,24
138.6697519777094,164.6517928503004,1.0,121.41427147576637,405.96946174753043,1.0,12,24
-1613.6504127178757,-1959.700526437888,1.0,-544.9806750239162,-1314.3439443670918,1.0,13,24
-923.251168035295,-195.40538669537042,1.0,-252.35491989608246,75.24476607008107,1.0,14,24
213.54701670077583,867.7370734466277,1.0,841.9381208199308,1098.7940767377042,1.0,15,24
946.8700361462503,273.7944498290415,1.0,167.55995652281786,978.0367464968487,1.0,16,24
-577.3253349592042,75.39973466621922,1.0,270.9264949860378,444.20122868943946,1.0,17,24
-1061.706798053663,-1345.385806028671,1.0,-1088.4654991470647,-979.4806052135339,1.0,18,24
-488.7102907674109,267.8536564928913,1.0,331.5288338263473,-45.95018506823477,1.0,19,24
513.2044118910202,1219.972582625719,1.0,1227.7131635660216,1428.6180704188573,1.0,20,24
645.2912890162478,1261.7678146110668,1.0,1042.6927373150083,243.49112623818914,1.0,21,24
1525.6235927953205,692.2882943148592,1.0,-102.18397475062163,626.3826890970388,1.0,22,24
-1724.9295580277553,-1126.9427331287159,1.0,-1031.0936023957,-1778.426845966417,1.0,23,24
425.9055933538566,1411.112819907575,1.0,875.2730567990782,410.30553171222925,1.0,24,24
1413.525930222306,573.2959570495487,1.0,851.1944723664498,1707.7717181700796,1.0,25,24
235.1340894373816,661.0059542485909,1.0,192.55531893490638,-892.4578878737414,1.0,26,24
223.4928899249762,190.1673981267995,1.0,-445.56000299225997,323.82418424775295,1.0,27,24
-1254.9302444125556,-709.2120424069453,1.0,-293.448294361817,73.81492220567188,1.0,28,24
-554.1609088249886,-837.7655823727954,1.0,-432.84173300885317,463.48223177138937,1.0,29,24
830.4734141366208,-480.4869544160492,1.0,61.24151915927369,903.5170147902186,1.0,30,24
-38.27020380034379,-554.2684703114106,1.0,273.06900368011634,239.52859648926716,1.0,31,24
563.8138249756541,675.6661576406939,1.0,606.3139126766358,939.2176757686996,1.0,32,24
-110.00931352283193,-317.34901295669096,1.0,-24.820513874309086,-257.6970557420767,1.0,33,24
-827.8372162565279,-997.0047980465134,1.0,-1674.1363781343866,-1434.1399806908232,1.0,34,24
-610.9890448405154,-1654.2278939056316,1.0,-991.9196274856452,-744.3762947515478,1.0,35,24
-1094.4248432858637,-827.2511920184371,1.0,-442.19370668809074,-254.9717575280579,1.0,36,24
-632.1654929504559,-280.3889171155663,1.0,-510.7167683547959,-1443.5689910053338,1.0,37,24
-1385.438982239502,-891.9851639095946,1.0,-361.8009469552351,-94.7551212736677,1.0,38,24
-336.0510934748699,226.44683888666188,1.0,450.46856705974227,-292.83729788253606,1.0,39,24
357.08896087456355,267.0431050954448,1.0,412.28759987211293,558.8242185868418,1.0,40,24
-741.22958532851,-156.08897391349123,1.0,87.83702748028702,79.47173691157445,1.0,41,24
383.9647687502734,393.45939517284705,1.0,549.2366611345077,992.7260768392596,1.0,42,24
-356.9409978119015,18.28360302243631,1.0,93.33475093475266,291.9019684634423,1.0,43,24
-613.965460327166,-436.460700619984,1.0,-506.0928171016447,-506.4282989139641,1.0,44,24
66.374095861067,-511.9938908850235,1.0,-71.76111819382481,-430.77370036024695,1.0,45,24
-406.72646008253975,-622.7086257020976,1.0,114.91326331357207,763.3688183471343,1.0,46,24
-1330.9252300818498,-966.8618294554366,1.0,-606.9699433523119,-934.4819531310661,1.0,47,24
820.3927771493409,-209.68696156844464,1.0,-24.51693155271086,212.90382190645911,1.0,48,24
511.2680825312684,324.6910508286339,1.0,264.6472639959267,213.76705798549975,1.0,49,24
-894.7666144643226,-609.1119244730334,1.0,-605.3258611837227,-947.669289415879,1.0,50,24
-1917.2493425358512,-1461.7224865853627,1.0,-832.7079437925804,-1461.5394755647158,1.0,51,24
317.04258441428317,-647.4752355470541,1.0,-573.3532710326091,-134.5299856954004,1.0,52,24
557.1975230497719,703.5915630299102,1.0,532.3123348339824,738.481545329165,1.0,53,24
462.1029394545978,769.1137327184193,1.0,1130.3310029816648,1852.9070473972643,1.0,54,24
376.27590846940234,402.54060647668723,1.0,-56.88565538691694,-591.5517080601235,1.0,55,24
-151.5404727038078,147.36856982877808,1.0,-58.024771396451825,-362.8357335226619,1.0,56,24
503.8429303030109,463.9678240233658,1.0,455.9749860489858,644.5306147772719,1.0,57,24
-1664.0548110564362,-1964.9080569030723,1.0,-1740.4130998056546,-988.3514709641546,1.0,58,24
-751.8065555164806,-596.7520957874202,1.0,-308.8881026527737,188.28366569212324,1.0,59,24
178.68630240124992,148.4773168053944,1.0,-1058.5809669317537,-292.72943368791505,1.0,60,24
247.3418727575304,753.2592175972935,1.0,589.4142589239975,789.3967802333992,1.0,61,24
335.83407552208587,588.7607439385555,1.0,565.5384594220084,565.8554128519073,1.0,62,24
722.2526442737328,911.0684931910401,1.0,-107.55649122626559,-278.033367180079,1.0,63,24
-1005.6372865388247,-397.1235965936479,1.0,-686.5131401718818,-974.6200772357859,1.0,64,24
-774.7416776059447,-398.6843506893226,1.0,-290.08264289107257,-514.3099494189706,1.0,65,24
-712.2282624423613,-814.2868870832156,1.0,-534.7879235391313,-123.89302556098875,1.0,66,24
-268.7540467485456,-20.71607458277771,1.0,131.74745810691266,-215.10253073508633,1.0,67,24
-200.76946438716897,297.4153907839718,1.0,602.9242949983667,226.7121265332789,1.0,68,24
-191.75357138161112,83.48780485516862,1.0,-51.89412527801326,-265.93039634196464,1.0,69,24
-270.34110053797684,-218.605359279549,1.0,-419.4152392333909,-689.5868350688054,1.0,70,24
391.52780950255004,363.28580922690315,1.0,329.1140472850803,744.2762637862663,1.0,71,24
-15.16310513268748,180.26496513388528,1.0,-535.4781491466456,2.053434211685335,1.0,72,24
-793.1638332889249,-515.3774470599373,1.0,159.731321477176,340.1238965533114,1.0,73,24
126.86965705680802,-126.43015408615052,1.0,381.5424836274329,534.8545855178913,1.0,74,24
307.42777861015423,86.17561092212419,1.0,-376.08258368732544,-520.0545316743829,1.0,75,24
500.2264451251628,931.6417631703488,1.0,1358.8882690646806,1458.3318036986557,1.0,76,24
-187.22928270446107,-391.20523358810493,1.0,-522.3070660362467,-308.79924559122014,1.0,77,24
115.36753865232774,309.67367151948986,1.0,7.475798863991707,207.56801771727558,1.0,78,24
-699.5891097803915,-1278.391213631154,1.0,-720.7961030291389,-394.76386487614997,1.0,79,24
-193.93452909824052,-315.12691675237784,1.0,-723.7219115154559,-281.9696455371076,1.0,80,24
-173.80590374391647,-27.98114727781123,1.0,132.4239230481298,90.47908103079426,1.0,81,24
-1057.8109218992115,-906.0819301356265,1.0,-1001.6402783939906,-851.4705902249838,1.0,82,24
-528.4884548525581,-1271.1351326988095,1.0,-721.2616430325277,-727.6910134827912,1.0,83,24
-717.7886161473766,-456.4000786878224,1.0,-302.5046377224357,-87.4635372863415,1.0,84,24
-900.4999024991008,-1090.4049703670253,1.0,-852.9614927389105,-772.8625573360772,1.0,85,24
-709.9413133623863,-272.35610018445516,1.0,-170.54798510918422,-470.19503549140995,1.0,86,24
221.59834020745402,514.901901335413,1.0,340.3087940827335,772.1352481620348,1.0,87,24
-308.12303230601316,-735.2860767428032,1.0,-599.0738936266666,-274.32115406353944,1.0,88,24
875.7059935953739,1684.3763584007029,1.0,944.6521651457739,1418.7473575965055,1.0,89,24
-1204.3028032091138,-652.9175540959707,1.0,-741.1024680550541,-720.1893724000422,1.0,90,24
476.975301733862,316.03204124773754,1.0,847.7228692453284,1597.7376128769683,1.0,91,24
475.6124664824603,625.034027298915,1.0,1147.658586979344,201.9544952129063,1.0,92,24
