s1pupil_twin1,s1pupil_twin2,s1keep,s2pupil_twin1,s2pupil_twin2,s2keep,trlid,subid
221.5136276478256,216.2840048098858,1.0,364.9298142084202,273.08562612383963,1.0,1,20
-189.0566304599552,46.278099675635566,1.0,-94.28794500331045,-233.2596728566532,1.0,2,20
563.4115111531971,483.39324270528783,1.0,532.2224171951868,894.7534232615973,1.0,3,20
-201.89667731977235,-172.05346036942646,1.0,-148.49899737955175,95.57421367489248,1.0,4,20
83.87993233756853,-34.0890885943363,1.0,132.6494724475542,201.80055347110056,1.0,5,20
238.46135626444072,-181.06619698446562,1.0,-114.38647402830331,67.2256251504933,1.0,6,20
60.36290370998515,-242.60941471014243,1.0,-321.9226363492794,-75.61357618056286,1.0,7,20
-28.839412470808092,28.844683945811507,1.0,-208.8150497780678,-131.2566531632877,1.0,8,20
194.0323422644317,43.655168426691,1.0,190.0498853958204,500.5944257679485,1.0,9,20
37.59543762769664,46.38533817606466,1.0,72.17901033514042,189.08509022528565,1.0,10,20
-76.04402700382563,-34.87834066061507,1.0,70.5516144535371,-139.0420283250747,1.0,11,20
-157.69842967624683,-209.91665077299234,1.0,-377.6619712575804,-215.16295556678395,1.0,12,20
-79.244374097689,-294.20618896809475,1.0,-87.86545482029406,259.3177090384092,1.0,13,20
-80.90296924868046,68.90927166768569,1.0,-120.84331813763957,-331.2118313317032,1.0,14,20
-26.463883034457375,42.26943878370936,1.0,44.69243739432254,33.56327404199213,1.0,15,20
194.95641735205427,213.2614085484601,1.0,278.8910707783035,400.45681581797646,1.0,16,20
-174.2431028821104,-473.8823944812744,1.0,-560.5495778803859,-258.279975154264,1.0,17,20
508.45846735539305,-18.685675143874175,1.0,107.52696993883328,721.4594428236463,1.0,18,20
205.95499848533956,-109.37622655594312,1.0,655.0894005921729,750.1865985990387,1.0,19,20
-74.82299535881337,-359.9462738519243,1.0,-308.6999176722384,-294.548802828107,1.0,20,20
-927.6276031207913,-733.9500345949567,0.0,-574.0585559794849,11.813610896150008,1.0,21,20
24.37435846886228,-346.2346307856123,1.0,-407.2365831986652,-352.04720156006994,1.0,22,20
-35.46455485377817,-60.350284861215776,0.0,234.75120251801437,320.7088293825142,1.0,23,20
200.20083178507255,104.86041103315793,0.0,216.75177461922212,559.2285033905407,1.0,24,20
297.9135636797414,-93.33629993523783,0.0,55.745805696177946,317.17525050672435,1.0,25,20
411.5745571833045,423.16821397234884,1.0,327.1324540725116,561.2230536946262,1.0,26,20
286.9551674180614,-124.9649507096894,0.0,164.15735373080133,635.6571130293897,1.0,27,20
-68.66020684612019,-804.6348332873868,1.0,-905.4003280777248,-163.18676587711096,1.0,28,20
176.50599805852767,-383.14265517556834,1.0,-167.69148226305117,-247.7968476448571,1.0,29,20
-67.09311838763202,-412.16521223504617,1.0,-343.35661041561843,-497.3266813756692,1.0,30,20
-382.99233697261997,-416.291767761995,1.0,-423.36592112548857,-64.0693003443909,1.0,31,20
223.53545743744752,-276.444010995958,0.0,149.19180543071437,304.25975349014703,1.0,32,20
-56.763169044640605,76.75481886577343,1.0,21.48759591633342,104.01812529636166,1.0,33,20
36.28172433805036,182.17934718183216,1.0,266.3048981502332,105.46974715072655,1.0,34,20
