s1eeg_twin1,s1eeg_twin2,s1eeg_twin3,s1keep,s2eeg,s2keep,trlid,subid
1.5420402995764161e-10,6.368593495537176e-10,3.968434258873254e-10,1.0,-4.0084897150694854e-11,1.0,1,34
-2.157882990076825e-11,-2.2437715925518284e-10,-1.2424830614198785e-10,1.0,-2.6305703326218653e-10,1.0,2,34
-2.0239818732765087e-11,9.187309553331462e-11,3.63970388406908e-11,1.0,2.9541263678225117e-10,1.0,3,34
4.114084970346806e-10,9.193628666236713e-11,2.5257721756843977e-10,1.0,2.2442643547010299e-10,1.0,4,34
-1.7207530338232376e-10,1.572904831726467e-10,-6.23275952947979e-12,1.0,-4.73592227226136e-11,1.0,5,34
-6.866672946477754e-10,-9.019490419537271e-10,-7.935429043110859e-10,1.0,-7.588383905683709e-10,1.0,6,34
-2.9076897246854795e-10,4.0190454629255383e-10,5.6468038731796644e-11,1.0,2.0957606086118662e-10,1.0,7,34
-1.5148913885693018e-10,2.8359589058485454e-11,-6.14095365215885e-11,1.0,3.708516117199717e-10,1.0,8,34
2.582506467992061e-10,-1.9464645645617387e-10,3.2940852328279666e-11,1.0,1.0078222700645112e-10,1.0,9,34
7.357084751870302e-11,-1.6697266948981563e-12,3.5935286968034026e-11,1.0,3.72660493834798e-10,1.0,10,34
5.450956016427261e-10,8.606790395902734e-10,6.963657329030354e-10,1.0,1.8373152281290537e-10,1.0,11,34
2.4206866848607315e-10,4.858865829679031e-10,3.625247225114388e-10,1.0,4.475413403875959e-11,1.0,12,34
-3.5961990282424266e-11,-1.7854040580644933e-10,-1.070523084386434e-10,1.0,2.9352562076758654e-10,1.0,13,34
3.5843984028013074e-11,1.3496497472556047e-10,8.555001811248183e-11,1.0,2.2224061289363366e-10,1.0,14,34
-4.5734233414040275e-10,-6.32919349177138e-10,-5.439684445381887e-10,1.0,-7.896814355075725e-10,1.0,15,34
4.297334114196457e-10,4.745580253214115e-10,4.536212131039417e-10,1.0,2.806792050939158e-10,1.0,16,34
-6.79809871611247e-10,-6.229938881023027e-10,-6.524752588457871e-10,1.0,-4.566477212837035e-10,1.0,17,34
1.5105543474636606e-10,-1.1673110244346522e-11,7.05129253745944e-11,1.0,-1.9575326531340238e-10,1.0,18,34
1.3409926944488985e-11,-5.067552765072794e-10,-2.518085024685946e-10,1.0,-3.009484097521343e-10,1.0,19,34
4.1713876136471683e-10,-4.646347797590943e-11,1.864812394610111e-10,1.0,4.299159393626313e-10,1.0,20,34
2.1573755522352032e-10,-1.1919522088619366e-11,1.0186150555878904e-10,1.0,2.2588935052653495e-10,1.0,21,34
-8.443912396720866e-12,-4.12464987037351e-10,-2.0977812994704588e-10,1.0,-2.118288940907908e-10,1.0,22,34
2.6146038131873154e-10,-2.4839137074519988e-11,1.183763568766312e-10,1.0,5.024923853294411e-11,1.0,23,34
8.168011413975555e-11,9.618318384928303e-10,5.243884629524837e-10,1.0,2.3754124523062375e-10,1.0,24,34
4.843452586682918e-10,2.5236170792447616e-10,3.657591427385141e-10,1.0,4.998051296193719e-10,1.0,25,34
-1.136411251149556e-10,4.203716922612568e-10,1.5134535385210183e-10,1.0,-3.828699014787866e-11,1.0,26,34
-2.4230898530014816e-10,-2.0766334772502139e-10,-2.252051940745957e-10,1.0,-3.493674734257294e-10,1.0,27,34
-1.8186228192642617e-11,-1.4673316998593352e-11,-1.5960714921977486e-11,1.0,2.0706955598523192e-10,1.0,28,34
1.401390150367496e-10,-2.4867144050910153e-10,-5.353872373784761e-11,1.0,-5.958280635613958e-11,1.0,29,34
2.829930886802719e-10,4.624430823972351e-10,3.7463559144430834e-10,1.0,-3.38514199331442e-11,1.0,30,34
2.5785923065382318e-11,6.164006348736189e-10,3.2185966781652333e-10,1.0,-3.41681509445379e-10,1.0,31,34
1.5861645967603393e-10,-9.8921298048623e-11,2.906567457351541e-11,1.0,4.960253775320504e-10,1.0,32,34
5.191391949281204e-10,-7.041734224415845e-11,2.238707420097916e-10,1.0,-2.631886071699377e-10,1.0,33,34
-2.7484469359385446e-10,1.8585090524346123e-10,-4.3378328320046293e-11,1.0,6.472004880548479e-11,1.0,34,34
