s1pupil_twin1,s1pupil_twin2,s1keep,s2pupil_twin1,s2pupil_twin2,s2keep,trlid,subid
62.35462193748925,252.62600917775316,1.0,332.8484593212991,449.68341540538216,1.0,1,11
1.2210991072366306,159.78566819948017,1.0,306.0717021461672,267.0822040568988,1.0,2,11
-200.31653300738225,-117.46350953090244,1.0,179.38194050034184,184.67385719719914,1.0,3,11
-3.168262405189965,257.21877380474706,1.0,206.56053664304875,213.4016564669181,1.0,4,11
-564.7763047087115,-366.8770911425868,1.0,-595.0983723645364,-360.3585243984022,1.0,5,11
-201.20994983265308,-212.76541527948064,1.0,-413.8845854805315,-26.079348177993776,1.0,6,11
277.6175133727875,399.1843966725289,1.0,414.05365924722093,956.9567774542318,1.0,7,11
-125.54988126054172,162.20046487846324,1.0,-688.5119121013844,-638.8846318502284,1.0,8,11
-237.5395286937015,-71.54899643718781,1.0,-222.09294535422626,107.59075578512845,1.0,9,11
-28.009620804301914,648.0859728639754,1.0,1003.9936085353852,177.68755996514312,1.0,10,11
431.0636477499974,-148.08378401809838,1.0,522.7003571713789,-464.4444477805075,1.0,11,11
-185.30458199998782,441.2666321130315,1.0,-268.3512594966872,-302.19945596024047,1.0,12,11
-166.5762540689715,-460.0792409053374,1.0,-189.4443128099244,-1147.1430448164335,1.0,13,11
1069.299908004681,730.9043429127603,1.0,862.169687155034,1612.503826730207,1.0,14,11
-901.0877690915067,-558.9947772385265,1.0,-491.1146622373293,-449.8093365427471,1.0,15,11
272.6450739565605,580.2807119161696,1.0,163.07645037394514,-235.29674804911608,1.0,16,11
892.6532210537788,802.2692542357044,1.0,662.7526214882948,1315.930389495355,1.0,17,11
-277.64396817235973,-808.989353190737,1.0,-133.5211529918157,458.54912962009666,1.0,18,11
260.3582482783617,736.1703500495112,1.0,436.2805340286673,1178.6337822516655,1.0,19,11
-1773.3990144980526,-1319.933880902568,1.0,-1257.7235671205378,-446.6533161031705,1.0,20,11
-560.2861507735768,474.0454732143766,1.0,-577.4455044846911,318.454411748793,1.0,21,11
-95.85624853995802,-1160.9639160256581,1.0,-297.58120940733414,220.31012283975204,1.0,22,11
-264.0509768116065,-885.1928155436922,1.0,99.80009843554527,216.73777827352615,1.0,23,11
-166.00674297121398,-257.7107073046952,1.0,453.18836541146584,-67.55741430724686,1.0,24,11
-996.8924962580261,23.51323409253834,1.0,-1101.7804635465732,-508.4218615115457,1.0,25,11
-526.4362438262268,154.6891467293197,1.0,-787.3421564631352,-475.9752928450131,1.0,26,11
-444.0618553192302,-155.05990654556786,1.0,-952.8570821295687,-556.4481285217615,1.0,27,11
1263.7542059042057,720.4786456417926,1.0,-45.138399227174624,683.553322701922,1.0,28,11
265.14832147502534,134.16531907835233,1.0,563.3675451678638,-234.04100656586468,1.0,29,11
-1383.6305113009057,-801.5359988935948,1.0,-957.9069764567928,-1359.2475530379847,1.0,30,11
759.827649986562,161.89798928327602,1.0,316.24013355452956,-968.1035549059071,1.0,31,11
-887.2107983289575,-973.7718136166959,1.0,-235.66856641854773,-600.744382064775,1.0,32,11
143.58124802387695,-528.051575267678,1.0,-584.2122304332597,294.0346007823674,1.0,33,11
-369.3925581598038,-1146.9193891409957,1.0,-894.5040999064935,42.052603324369585,1.0,34,11
58.19899697777636,-1614.1850337654519,1.0,-975.3757895431071,-230.64705872315378,1.0,35,11
374.00712105369354,95.04750514151772,1.0,-31.8771546421375,868.2539437326952,1.0,36,11
-897.9359545365105,-1060.026503794642,1.0,-600.4321033852115,-1471.256726253822,1.0,37,11
-335.9823756258898,124.896798386779,1.0,-85.87884171550027,-152.12386966990758,1.0,38,11
-1299.3216712087976,-1422.0702977087685,1.0,-1018.1427023883841,-323.0137199561008,1.0,39,11
-639.4625722924994,-762.3518171850778,1.0,-237.7049110660923,-1248.301827193672,1.0,40,11
-201.7016536127657,384.48507225337215,1.0,223.4305967877771,-873.2273361369308,1.0,41,11
448.23437978752224,555.3364853451344,1.0,666.373736707454,870.4890702130206,1.0,42,11
205.75755113917666,214.9438610439413,1.0,229.1572168451347,-218.71012781427612,1.0,43,11
-351.99744867809204,-4.44553884669287,1.0,-1041.3583503073517,-524.0146835156473,1.0,44,11
-309.2226919101546,-1077.2206378032258,1.0,-1228.4459321357162,-680.7534617153088,1.0,45,11
-930.2704418324558,-1430.5334937619336,1.0,-967.9184802802572,-2071.4374208520107,1.0,46,11
-1077.744435028503,-901.3709722184988,1.0,-435.0742808629476,-962.9568222399458,1.0,47,11
-1152.3280348411413,-239.62913223032106,1.0,-91.64945246925504,-1314.841033404063,1.0,48,11
205.66497953793822,-471.37318735954443,1.0,-891.4081038129817,-565.2095167681839,1.0,49,11
-86.95346248908973,-93.49969274796959,1.0,-913.3782226404217,-441.9697861604169,1.0,50,11
-559.3084014510054,-981.4882629943987,1.0,-149.15127764667247,-336.26634066757055,1.0,51,11
271.92596061925224,-340.7072178037063,1.0,-604.6525315468597,-417.4794181996353,1.0,52,11
-1626.98048720285,-1392.581886604881,1.0,-1129.9677860908887,-2034.048223720637,1.0,53,11
-327.48330837929245,-677.6334742828412,1.0,-60.69487057753573,-387.5615524067459,1.0,54,11
-224.0815828184258,-621.3667708136265,1.0,-144.3270918278153,-760.4604008125619,1.0,55,11
-665.4374385414641,-149.553314201276,1.0,-185.92125063715275,-487.5752816129981,1.0,56,11
