s1eeg_twin1,s1eeg_twin2,s1eeg_twin3,s1keep,s2eeg,s2keep,trlid,subid
-7.371541999453478e-10,-7.349595869328411e-10,-7.361433478743909e-10,1.0,-6.862898719402335e-10,1.0,1,21
-8.027725973552596e-10,-4.806788742689003e-10,-6.41184955288579e-10,1.0,-1.0126988391830887e-09,1.0,2,21
-7.405136088506578e-10,-7.006564568651181e-10,-7.211306781964121e-10,1.0,-6.964238614240561e-10,1.0,3,21
-5.041108069578474e-10,2.8996624383263035e-10,-1.0669081716628522e-10,1.0,-6.919090914539936e-11,1.0,4,21
-1.209637750888478e-09,-7.346515919643749e-10,-9.711069022382376e-10,1.0,-1.3481671010571135e-09,1.0,5,21
-3.420236845714531e-10,-6.06712766778304e-10,-4.73255252538222e-10,1.0,-6.301340108911444e-10,1.0,6,21
1.9203545334301525e-10,4.87190636130145e-10,3.3671007999812143e-10,1.0,1.869284093864503e-10,1.0,7,21
-4.25722992745815e-11,1.2749773954883937e-10,4.273433432453868e-11,1.0,6.406386295827799e-12,1.0,8,21
-2.271109904603103e-09,-2.3171918107382388e-09,-2.2941355244557114e-09,1.0,-2.0179576662529468e-09,1.0,9,21
3.528889689561436e-11,-6.650520173080875e-10,-3.139361696165592e-10,1.0,-1.0586562629760342e-09,0.0,10,21
-1.7566000711568588e-09,-1.6190975156716577e-09,-1.6878433128330904e-09,1.0,-1.5116749575437064e-09,0.0,11,21
2.287131072042715e-10,-7.092068290762353e-11,7.908046782874979e-11,1.0,1.2295797631607104e-10,0.0,12,21
-1.8547519443892664e-10,-5.865927922069904e-11,-1.2271914134311442e-10,0.0,-1.9568744268010258e-10,0.0,13,21
-1.0363750760158024e-09,-5.418676126387082e-10,-7.876028200797341e-10,0.0,-1.0612390499797606e-09,1.0,14,21
-5.720043130799565e-10,-7.083927387152372e-10,-6.38584275619805e-10,1.0,-4.935600983436232e-10,0.0,15,21
1.7017063261334887e-09,9.684351940195836e-10,1.3268310011832318e-09,1.0,1.816340975044219e-11,0.0,16,21
