s1eeg,s1keep,s2eeg,s2keep,trlid,subid
1.6916985449215033e-11,1.0,5.229057270084784e-11,1.0,1,17
2.128207173550806e-11,1.0,3.809326002858731e-12,1.0,2,17
-8.574703562415403e-12,1.0,7.100530735255279e-11,1.0,3,17
1.1164894609134714e-11,1.0,2.2012677151605256e-11,1.0,4,17
-1.0556764583488042e-11,1.0,2.778514437389437e-11,1.0,5,17
1.9263016149611565e-11,1.0,6.297910725210886e-12,1.0,6,17
-7.310690503204e-11,1.0,-9.478825968634081e-11,1.0,7,17
5.189051860566798e-11,1.0,3.5353443844969406e-11,1.0,8,17
1.0111481754809424e-11,1.0,4.771291363785114e-12,1.0,9,17
-1.330712477063157e-10,1.0,-1.380104374448429e-10,0.0,10,17
-5.299508607722211e-12,1.0,-1.5996024116033005e-11,1.0,11,17
-1.543177502122923e-10,1.0,-1.4804018868204169e-10,1.0,12,17
3.928148103216936e-11,1.0,-1.070461918908254e-11,1.0,13,17
-7.890533109507225e-12,1.0,2.2516121806846856e-11,1.0,14,17
2.489925168186037e-11,1.0,3.829345367610722e-11,1.0,15,17
-1.4029761540115609e-11,1.0,2.031285393089364e-11,1.0,16,17
2.865331629127412e-12,1.0,9.118321634498983e-12,1.0,17,17
-1.304649931349107e-10,1.0,-1.4914017192133237e-10,1.0,18,17
-9.291599144375812e-11,1.0,-8.859226993638059e-11,1.0,19,17
-5.600234839040761e-11,1.0,-5.142119996285849e-11,1.0,20,17
-4.418699315326897e-11,1.0,-4.2842480563502615e-11,1.0,21,17
-7.170367674202088e-11,1.0,-6.947461733181742e-11,1.0,22,17
1.844364167846557e-11,1.0,-2.899655543483969e-12,1.0,23,17
-6.392571831668737e-11,1.0,-1.268745285803909e-10,1.0,24,17
-1.2437171820440416e-10,1.0,-1.0543346349542297e-10,1.0,25,17
-5.149367232694045e-11,1.0,-2.2438969963027165e-11,1.0,26,17
1.4559705795475407e-11,1.0,7.095540720239836e-11,1.0,27,17
-2.427725793929565e-11,1.0,2.698054439567226e-11,1.0,28,17
-2.9877626639526823e-11,1.0,-5.376049138798774e-11,1.0,29,17
1.957557196970864e-11,1.0,6.358752804495768e-11,1.0,30,17
-5.3386529671283894e-11,1.0,-5.3297002942810414e-11,1.0,31,17
-9.358306104514542e-11,1.0,4.396538189054813e-12,1.0,32,17
-7.746721377841788e-11,1.0,-5.538487071275596e-11,1.0,33,17
-4.3214099132937126e-11,1.0,-1.5659765516754402e-11,1.0,34,17
2.4381988084807976e-11,1.0,1.7238755170500547e-11,1.0,35,17
-2.0864592611395782e-12,1.0,1.095023318281899e-11,1.0,36,17
4.9380755086180204e-11,1.0,2.6255245920122348e-11,1.0,37,17
4.3459953120546e-12,1.0,2.959971738899328e-11,1.0,38,17
2.79219823050846e-11,1.0,4.8359569952626654e-11,1.0,39,17
-1.0056051792293903e-10,1.0,-4.0486291248004954e-11,1.0,40,17
5.0186879931046126e-11,1.0,7.274922345218348e-11,1.0,41,17
4.915968835707129e-11,1.0,4.102911847890708e-11,1.0,42,17
-1.7377212183529206e-10,1.0,-2.4078626865936443e-10,1.0,43,17
4.774661376166553e-11,1.0,3.0378063222256984e-11,1.0,44,17
7.665532926731911e-13,1.0,7.220687587919453e-11,1.0,45,17
4.647715535222948e-11,1.0,2.1918417163357632e-11,1.0,46,17
1.0417184946810388e-10,1.0,-6.072557395124021e-11,1.0,47,17
5.872111778573893e-11,1.0,-1.1744558234965656e-11,1.0,48,17
1.414286922691388e-10,1.0,-2.895172994958694e-11,1.0,49,17
8.575956524666188e-11,1.0,-4.889936281956405e-11,1.0,50,17
-2.1049447262143312e-10,1.0,-2.2158869239888278e-10,1.0,51,17
8.341567546468618e-12,1.0,-3.007919731093842e-11,1.0,52,17
3.016752538784451e-11,1.0,-3.896562314942897e-11,1.0,53,17
-1.6842553058200428e-11,1.0,4.9586851831632684e-11,1.0,54,17
-2.9003457992487247e-10,1.0,-2.4333457731712463e-10,1.0,55,17
-7.085013789702137e-11,1.0,-7.133694223794208e-11,1.0,56,17
-2.0162703022183884e-10,1.0,-1.9080941641277516e-10,1.0,57,17
3.617989323453612e-11,1.0,6.321661976207162e-11,1.0,58,17
-1.914295507183944e-11,1.0,-4.3246913452872126e-11,1.0,59,17
-6.698477216592882e-11,1.0,-8.490409517946578e-11,1.0,60,17
-1.2896144607382621e-10,1.0,-6.630706943916793e-11,1.0,61,17
-1.3071812857067495e-10,1.0,-2.0063935386691423e-10,1.0,62,17
-5.275089260493074e-11,1.0,-3.9321863548210625e-11,1.0,63,17
-6.321075929876798e-11,1.0,-1.6198687470928806e-10,1.0,64,17
-1.299932648743168e-10,1.0,-1.119669244860252e-10,1.0,65,17
1.3141283959041165e-11,1.0,-9.610805542400618e-12,1.0,66,17
-1.7161498312727403e-11,1.0,2.4425533855930347e-12,1.0,67,17
-2.0903479664196643e-11,1.0,-1.6658139374954768e-12,1.0,68,17
7.98926554589438e-12,1.0,1.7298006493863244e-11,1.0,69,17
-1.400751798725083e-10,1.0,-9.219444704080186e-11,1.0,70,17
3.7651040731740565e-11,1.0,8.19003095999297e-12,1.0,71,17
-5.616812556603895e-13,1.0,4.1637055495807565e-11,1.0,72,17
4.393520171165768e-11,1.0,-4.877308318022996e-11,1.0,73,17
-2.342620688342835e-10,1.0,-1.9402731502576082e-10,1.0,74,17
8.70471495798451e-11,1.0,7.663149710928429e-11,1.0,75,17
1.1639046855860896e-10,1.0,1.2569904675540708e-10,1.0,76,17
-1.0175160116323205e-12,1.0,4.8905097364065655e-11,1.0,77,17
2.2298895805235096e-11,1.0,2.0569878430933812e-11,1.0,78,17
1.785293998126842e-11,1.0,-1.4253011475913348e-11,1.0,79,17
-1.4540168922534689e-11,1.0,3.9131272517877266e-11,1.0,80,17
3.515540969870851e-11,1.0,1.3443496935527274e-10,1.0,81,17
-5.298691703530031e-12,1.0,-6.612993788726344e-12,1.0,82,17
5.0412073610962126e-11,1.0,6.287797405035841e-11,1.0,83,17
8.310880456977457e-11,1.0,1.048489422805543e-11,1.0,84,17
-1.010784508609467e-10,1.0,-1.1815277621051245e-10,1.0,85,17
-1.0902011254897186e-11,1.0,-3.116151735225578e-13,1.0,86,17
6.703597100238635e-11,1.0,-9.799468359336591e-11,1.0,87,17
3.995294301501638e-12,1.0,1.3050370519606161e-11,1.0,88,17
-8.524959571069935e-11,1.0,-1.7709302834433823e-12,1.0,89,17
-1.6423429075032948e-10,1.0,-1.2586069122690653e-10,1.0,90,17
-1.6906273701380487e-10,1.0,-1.3300334415192694e-10,1.0,91,17
4.8382610589227074e-12,1.0,1.7690519762925906e-11,1.0,92,17
4.449491277085971e-11,1.0,1.3247903647779443e-11,1.0,93,17
5.646519787070829e-11,1.0,4.554848118550778e-11,1.0,94,17
1.5064173175767097e-11,1.0,6.493588565273739e-11,1.0,95,17
-3.505616510835596e-11,1.0,-8.896202089959904e-12,1.0,96,17
-1.1951424149151771e-11,1.0,2.691747255805239e-11,1.0,97,17
-3.876540305974169e-12,1.0,6.8334345633793436e-12,1.0,98,17
2.351051678096149e-11,1.0,4.978830961693146e-11,1.0,99,17
3.792460696225161e-11,1.0,-2.1007774307238164e-12,1.0,100,17
-4.051400424465484e-12,1.0,1.907579487763315e-11,1.0,101,17
5.503970392004283e-11,1.0,8.237115433777194e-11,1.0,102,17
-4.097545387490012e-11,1.0,-1.0567653504068189e-11,1.0,103,17
1.797505242875888e-10,1.0,2.3476816319820372e-11,1.0,104,17
2.6977847399512227e-11,1.0,2.794079721699682e-11,1.0,105,17
-8.16803058943979e-11,1.0,-7.273513058616262e-11,1.0,106,17
-1.633700183675213e-10,1.0,-1.409556152340062e-10,1.0,107,17
-4.607295501321e-12,1.0,-2.3618561900785975e-11,1.0,108,17
-1.2067530040197374e-10,1.0,-1.5222429019102154e-10,1.0,109,17
3.1589479362552417e-11,1.0,-4.380916913028897e-11,1.0,110,17
-6.887652778993925e-13,1.0,-4.0534472469350155e-11,1.0,111,17
-4.633639632445194e-12,1.0,-3.986102647344188e-11,1.0,112,17
-1.3509650723314663e-11,1.0,-3.3464555110120764e-11,1.0,113,17
6.694620577460514e-11,1.0,7.933603002465191e-11,1.0,114,17
-3.1145422466597904e-10,1.0,-2.942009798130161e-10,1.0,115,17
1.7275217258888886e-10,1.0,2.0526451122308343e-11,1.0,116,17
-2.653068383275656e-10,1.0,-2.8585460684193434e-10,1.0,117,17
-3.094853128489528e-11,1.0,-5.28879181286844e-13,1.0,118,17
-2.0535077603434307e-10,1.0,-2.5699887268972187e-10,1.0,119,17
-2.104333568032737e-11,1.0,-5.1573489620875177e-11,1.0,120,17
8.083707058634188e-11,1.0,5.284730296930577e-11,1.0,121,17
-9.836498983345779e-11,1.0,-1.3364758877232923e-10,1.0,122,17
1.9745870156674825e-10,1.0,-6.063689708901303e-11,1.0,123,17
-7.652594571243652e-11,1.0,-1.7035109690624838e-10,1.0,124,17
-1.6297258322475038e-10,1.0,-2.0714066166886864e-10,1.0,125,17
-3.9673600877406857e-10,1.0,-4.506345444298282e-10,1.0,126,17
1.0326303662789823e-10,1.0,-5.7368119113605545e-11,1.0,127,17
1.8149265362446862e-10,1.0,1.4095083003023807e-10,1.0,128,17
2.2453841114386252e-11,1.0,2.5119634609978307e-11,1.0,129,17
3.8895545316503403e-11,1.0,1.419172150481688e-13,1.0,130,17
3.393867844649667e-11,1.0,3.7073250452396783e-11,1.0,131,17
6.167596295776164e-11,1.0,7.046522843068412e-11,1.0,132,17
-1.910312463151733e-11,1.0,4.420532531012364e-12,1.0,133,17
3.187832423040455e-11,1.0,4.8141397615033775e-11,1.0,134,17
1.0438541683855058e-10,1.0,3.3197574376249655e-11,1.0,135,17
1.221937348282819e-10,1.0,4.131622342319171e-11,1.0,136,17
-4.628062042926307e-11,1.0,-2.0830723939102888e-11,1.0,137,17
-7.284649736571758e-11,1.0,-1.2940885885284735e-10,1.0,138,17
-1.660711527094735e-10,1.0,-2.427934061557905e-10,1.0,139,17
7.741315231986841e-11,1.0,-6.81103415984558e-12,1.0,140,17
8.686980303451842e-12,0.0,3.527054331747851e-11,1.0,141,17
-7.371877497802375e-11,1.0,-9.690387417288851e-11,1.0,142,17
-2.4674227623878715e-10,1.0,-3.19339728376021e-10,1.0,143,17
1.981155214490564e-12,1.0,-7.448071571668658e-11,1.0,144,17
-3.5710355209376955e-11,1.0,-5.2270745979322824e-12,1.0,145,17
3.8040770640389405e-11,1.0,4.403539561146124e-11,1.0,146,17
-1.0823692969806984e-10,1.0,-1.1910355826362898e-10,1.0,147,17
1.277581157542181e-10,1.0,7.027748641258507e-11,1.0,148,17
-9.668813969813776e-11,1.0,-7.008984535638606e-11,1.0,149,17
-4.239220402846831e-11,1.0,-1.2588705045577093e-11,1.0,150,17
4.5383368388031586e-10,1.0,-1.1734375057044204e-11,1.0,151,17
1.1247833626860845e-10,1.0,2.1257477355187998e-11,1.0,152,17
5.4810201701646666e-12,1.0,9.073203727406816e-11,1.0,153,17
-3.7642352891289167e-10,1.0,-4.045328225184309e-10,1.0,154,17
-2.4274207200117246e-11,1.0,-8.121220589510657e-12,1.0,155,17
1.345777904125811e-11,1.0,4.169375621943126e-11,1.0,156,17
-3.0690730929966225e-11,1.0,6.426057367945515e-11,1.0,157,17
-7.575705713661352e-11,1.0,-5.467387668112245e-12,1.0,158,17
-1.7586141713454024e-10,1.0,-2.0593817833310528e-10,1.0,159,17
-7.609586481248402e-12,1.0,-1.3667453056423272e-11,1.0,160,17
-1.8838580490070398e-10,1.0,-2.214202865690823e-10,1.0,161,17
7.644178952848156e-11,1.0,4.966808043650953e-11,1.0,162,17
-2.2108755680752623e-10,1.0,-1.891447360974712e-10,1.0,163,17
-1.0443640603340066e-11,1.0,4.985258058228816e-11,1.0,164,17
-2.4228767344439163e-11,1.0,-1.1296775088658823e-10,1.0,165,17
-3.985023606422012e-11,1.0,-6.591263833896405e-11,1.0,166,17
-3.7910944872626824e-11,1.0,-1.21337157820227e-10,1.0,167,17
4.1102042159729024e-11,1.0,-3.006109960694834e-11,1.0,168,17
-1.1211820978267717e-10,1.0,-1.3713810754890876e-10,1.0,169,17
-3.4553094968816484e-10,1.0,-3.256522792713216e-10,1.0,170,17
-4.015634880300302e-10,1.0,-4.843858308515663e-10,1.0,171,17
-6.893646114037728e-11,1.0,-6.310708790096207e-11,1.0,172,17
-3.289526888238263e-10,1.0,-1.708228519606215e-10,1.0,173,17
4.7734769048376734e-11,1.0,-8.380523920067191e-12,1.0,174,17
