s1eeg,s1keep,s2eeg,s2keep,trlid,subid
9.546604683116491e-12,1.0,2.4756939670300314e-11,1.0,1,15
-9.418397997741712e-12,1.0,-1.052553846797257e-11,1.0,2,15
1.351085777381081e-11,1.0,9.41986543862871e-12,1.0,3,15
-5.476452111460211e-12,1.0,1.6434104612330626e-10,1.0,4,15
-9.040860268824494e-12,1.0,1.6908094972206465e-11,1.0,5,15
3.2237455466197954e-11,1.0,4.3335757379762195e-11,1.0,6,15
1.9746085839499915e-11,1.0,1.5050044544722785e-11,1.0,7,15
-1.536257419407381e-11,1.0,-2.694279401578114e-12,1.0,8,15
-2.2448272306401918e-11,1.0,-3.44601825475439e-11,1.0,9,15
6.433647734569574e-11,1.0,-9.186208104257742e-12,1.0,10,15
2.3630785327278608e-11,1.0,3.388768201264798e-11,1.0,11,15
-1.0749008899670653e-10,1.0,-1.104303266611962e-10,1.0,12,15
-2.2219214211149135e-12,1.0,-1.5312931432640905e-11,1.0,13,15
5.117286136718864e-12,1.0,1.417461131746346e-11,1.0,14,15
3.3056170646550616e-11,1.0,4.5050196424836905e-11,1.0,15,15
2.7943705149542376e-11,1.0,9.386814907707592e-12,1.0,16,15
7.430793840611096e-12,1.0,1.7328371911941845e-11,1.0,17,15
9.888623246449695e-12,1.0,-2.5668902406368085e-11,1.0,18,15
-1.1967783827476659e-11,1.0,2.395844850287125e-11,1.0,19,15
8.743660862621841e-12,1.0,4.130862735570687e-11,1.0,20,15
-8.639335632382505e-11,1.0,-6.355960185001175e-11,1.0,21,15
3.662248834429354e-11,1.0,1.5563527174080667e-11,1.0,22,15
-4.647979738650793e-11,1.0,-2.1044086805807677e-11,1.0,23,15
5.997259613724e-11,1.0,4.959451752658715e-11,1.0,24,15
-1.6458233277266904e-11,1.0,4.4905965324560565e-12,1.0,25,15
8.70229783451787e-11,1.0,-2.8804852635793e-11,1.0,26,15
-3.6187878342902194e-11,1.0,-1.391372673670824e-11,1.0,27,15
8.448172177496717e-11,1.0,2.452235934914446e-11,1.0,28,15
-2.9761347779356795e-11,1.0,-2.4561869163471876e-11,1.0,29,15
-1.2250590452435543e-11,1.0,1.6608886051373895e-11,1.0,30,15
3.582669497349745e-11,1.0,2.458221581529698e-11,1.0,31,15
-6.318971160526921e-11,1.0,-4.209594166354783e-11,1.0,32,15
5.079329893948426e-11,1.0,3.7245015328692674e-11,1.0,33,15
8.458542506774809e-12,1.0,-1.6004710003569182e-11,1.0,34,15
-1.6381804692919564e-11,1.0,1.162010048117623e-10,1.0,35,15
-6.028199353836582e-12,1.0,-1.3853144171249213e-11,1.0,36,15
-1.0515970771391117e-11,1.0,4.3881321300534215e-12,1.0,37,15
-5.506958382888843e-13,1.0,1.407035240504125e-11,1.0,38,15
-3.834758463264547e-12,1.0,2.5444527731807034e-11,1.0,39,15
-5.79888434154032e-11,1.0,3.786750701519779e-11,1.0,40,15
-2.237240001888181e-11,1.0,6.359237542054858e-14,1.0,41,15
-6.351369640513405e-13,1.0,1.4536669302918672e-11,1.0,42,15
8.121846625382204e-11,1.0,3.18654476969719e-11,1.0,43,15
-2.7259316750408837e-11,1.0,-4.775035241288024e-11,1.0,44,15
-1.1070044330250758e-11,1.0,6.758592681000784e-12,1.0,45,15
-1.8090558030624166e-11,1.0,1.3892287720768968e-11,1.0,46,15
2.5555798637576044e-11,1.0,1.26226601814413e-10,1.0,47,15
3.3318420746826753e-12,1.0,5.24544374998718e-11,1.0,48,15
8.744991618591503e-12,1.0,2.5035280012752205e-11,1.0,49,15
5.269686944035904e-13,1.0,-7.368756870058937e-12,1.0,50,15
-8.782635645040671e-12,1.0,2.2123036578792276e-12,1.0,51,15
-1.180665763951032e-11,1.0,-7.62026022538713e-12,1.0,52,15
2.341009648500191e-11,1.0,2.0560832107042e-11,1.0,53,15
-5.244582278494019e-12,1.0,-4.1074254963477935e-12,1.0,54,15
-1.507255086184581e-10,1.0,-1.5232446070492783e-10,1.0,55,15
8.859398344373621e-11,1.0,7.206200496271823e-11,1.0,56,15
-7.569340063364262e-11,1.0,7.612609291301439e-12,1.0,57,15
-6.344344396503389e-11,1.0,-4.3376004337115265e-11,1.0,58,15
-1.264872922402725e-10,1.0,-6.876226096158411e-11,1.0,59,15
-4.2535212710114934e-11,1.0,-5.371457894607337e-11,1.0,60,15
-1.3784086137381504e-12,1.0,-1.2569814874961886e-12,1.0,61,15
7.886737959742748e-11,1.0,1.39215047337062e-11,1.0,62,15
-1.4374596785805544e-11,1.0,6.458906078940294e-11,1.0,63,15
2.838236411850558e-11,1.0,2.5208375718440717e-11,1.0,64,15
-6.591881509947657e-12,1.0,6.009886347290418e-12,1.0,65,15
1.1082326789997014e-11,1.0,-1.8407445969499265e-12,1.0,66,15
1.755697146166504e-11,1.0,-2.8360706929225487e-11,1.0,67,15
2.5806138315867702e-11,1.0,-3.038669930054016e-11,1.0,68,15
3.211092061092346e-11,1.0,2.8856960273928486e-11,1.0,69,15
-1.8680664299372363e-11,1.0,5.0851083308824537e-11,1.0,70,15
-5.10093613531525e-11,1.0,-5.273135527745937e-11,1.0,71,15
-4.743127917623143e-11,1.0,-8.378437830762762e-11,1.0,72,15
9.299771706018915e-11,1.0,7.10081676912469e-11,1.0,73,15
-2.682753675364659e-11,1.0,-1.0202993909389703e-11,1.0,74,15
1.6954601601573438e-14,1.0,-2.964548089545845e-11,1.0,75,15
1.1018575160550723e-10,1.0,-3.4136508480112217e-12,1.0,76,15
3.666974328601946e-10,0.0,8.150232928928056e-12,1.0,77,15
-1.0924027591373549e-10,1.0,-8.330422702611858e-11,1.0,78,15
-6.6774905256511135e-12,1.0,-1.8545210424953294e-11,1.0,79,15
4.149090455834305e-11,1.0,4.5463242772442984e-11,1.0,80,15
4.876258286896733e-11,1.0,1.103539851311493e-11,1.0,81,15
1.059145340023778e-11,1.0,-3.500490552891517e-11,1.0,82,15
-9.558410849619676e-11,1.0,-7.777646642121929e-11,1.0,83,15
-4.4692173923292696e-11,1.0,-2.5829647930064244e-11,1.0,84,15
5.671905740585887e-11,1.0,-2.1690111531002582e-11,1.0,85,15
2.821161632624836e-11,1.0,-1.6541350010098075e-11,1.0,86,15
-3.815412292092928e-11,1.0,-4.58747529883492e-11,1.0,87,15
5.234210993421399e-11,1.0,5.4201111617883515e-11,1.0,88,15
8.85850097249073e-11,1.0,4.140190891388279e-11,1.0,89,15
7.61396784383867e-12,1.0,-7.891504297623046e-13,1.0,90,15
-1.2909013147378845e-10,1.0,4.9736165468989155e-11,1.0,91,15
-7.092638082445375e-11,1.0,-4.203996804851712e-11,1.0,92,15
-4.179546593527461e-11,1.0,3.3098321885601413e-12,1.0,93,15
2.632158030323483e-11,1.0,3.7402494238145415e-11,1.0,94,15
9.083506978957189e-12,1.0,2.518000103263167e-11,1.0,95,15
-2.57584227374703e-12,1.0,-2.4585966022633956e-11,1.0,96,15
-1.749007670227453e-10,1.0,-1.4685852734258715e-10,1.0,97,15
-1.6055029906239194e-10,1.0,-1.5941484628864066e-10,1.0,98,15
-7.535619455975064e-11,1.0,-7.429670275290125e-11,1.0,99,15
-1.6492549680561602e-10,1.0,-1.3392189591594325e-10,1.0,100,15
5.2280681072091516e-11,1.0,2.767357814459735e-11,1.0,101,15
-1.523775106319164e-11,1.0,-4.005002537943004e-12,1.0,102,15
-3.507148574397328e-11,1.0,3.1048682861031274e-11,1.0,103,15
1.3544247512677797e-11,1.0,2.0144816578062485e-11,1.0,104,15
1.0169967682205768e-11,1.0,-2.78645714093258e-11,1.0,105,15
1.547089618315808e-10,1.0,3.367531032256972e-11,1.0,106,15
-4.0898472977851554e-11,1.0,-1.4980490118615268e-11,1.0,107,15
-9.354249874775456e-12,1.0,3.000205441162689e-11,1.0,108,15
-7.476989513345701e-12,1.0,3.787282485486484e-12,1.0,109,15
-8.819065779288928e-11,1.0,-1.982718692578463e-11,1.0,110,15
-1.0825985812336722e-10,1.0,-1.2254988733054054e-10,1.0,111,15
-5.160361789347448e-12,1.0,-2.5722709905220395e-11,1.0,112,15
4.9240649349065193e-11,1.0,2.218708227660653e-11,1.0,113,15
-3.964613628697374e-11,1.0,-5.875295664655103e-11,1.0,114,15
2.1964239012841096e-11,1.0,4.5788336704087956e-11,1.0,115,15
5.84784762320183e-11,1.0,-4.119522721117698e-11,1.0,116,15
-8.908525357549013e-12,1.0,-2.7646166360723448e-11,1.0,117,15
-6.241509020353928e-11,1.0,-4.996928673577715e-11,1.0,118,15
-3.4075652600902924e-11,1.0,-1.9943679214889486e-11,1.0,119,15
5.672814415529443e-11,1.0,4.518084576731022e-11,1.0,120,15
4.958529502185994e-11,1.0,-2.87947234476643e-12,1.0,121,15
-1.7145943548341929e-12,1.0,8.183863306448035e-12,1.0,122,15
9.055020082521696e-12,1.0,1.2097166113080738e-12,1.0,123,15
4.9219450762371165e-11,1.0,7.652900553772518e-12,1.0,124,15
