s1eeg_twin1,s1eeg_twin2,s1eeg_twin3,s1keep,s2eeg,s2keep,trlid,subid
-9.683300110749837e-11,-9.457176811925523e-11,-9.62203353955095e-11,1.0,-1.010294837533855e-10,1.0,1,32
-6.272019830280905e-11,-6.888305147916476e-11,-6.575152561917726e-11,1.0,-6.467197241874757e-11,1.0,2,32
-6.238149361361466e-11,-4.8081165382097e-11,-5.586077219568235e-11,1.0,-3.1097191979414566e-11,1.0,3,32
-2.682431943198865e-11,5.594609609141006e-10,2.670602601543973e-10,1.0,-3.1259321869155556e-11,1.0,4,32
-5.080296772350144e-11,4.9542147652271e-12,-2.3075437489292404e-11,1.0,-3.404703367412015e-11,1.0,5,32
1.1591512955993571e-11,6.274594381208046e-12,8.799680429000565e-12,1.0,2.1107476013189566e-10,1.0,6,32
-1.0837591412096977e-10,2.0816581028567563e-10,5.051525322544146e-11,1.0,4.683619624090917e-10,1.0,7,32
-1.5269149337886996e-10,-2.0099516209745492e-10,-1.7690047641536155e-10,1.0,-1.2960895238716532e-10,1.0,8,32
9.190465629380177e-11,2.05014964086039e-10,1.4891849540673438e-10,1.0,8.760022545582761e-10,1.0,9,32
-2.969027382224821e-11,1.3537383848598546e-10,5.304330424686351e-11,1.0,1.4720242019249102e-10,1.0,10,32
-2.5581801204298715e-10,-2.455543764233133e-10,-2.508203970055474e-10,1.0,-1.6457896216206213e-10,1.0,11,32
-2.5670482679576335e-10,-2.214901425061212e-10,-2.39050527772453e-10,1.0,-1.2881255207205063e-10,1.0,12,32
-2.3167684625981122e-10,-2.3072877693292847e-10,-2.3134179560304021e-10,1.0,-1.4723019451858412e-10,1.0,13,32
-2.56692278789345e-10,-2.6628966774201876e-10,-2.6199450394662897e-10,1.0,-2.5904730753989254e-10,1.0,14,32
8.20595148857067e-11,1.0219506077003653e-09,5.518122650901033e-10,1.0,2.211376696080007e-12,1.0,15,32
-2.6664494319759394e-10,-1.4611310557483847e-10,-2.0596295028094129e-10,1.0,-2.8463982634459724e-10,1.0,16,32
5.041380500101714e-11,7.120217077537699e-11,6.080972316045427e-11,1.0,-5.3080969944333643e-11,1.0,17,32
-1.2513966788907125e-09,-7.343518028985688e-10,-9.928706640685633e-10,1.0,-1.0251763727628843e-09,1.0,18,32
-3.6282097600288397e-12,1.482219137545148e-10,7.250991152547575e-11,1.0,5.936083458201138e-10,1.0,19,32
-3.600829928363301e-10,-3.9410808134457e-10,-3.7715841266799214e-10,1.0,-2.7570566084955334e-10,1.0,20,32
2.806636513373572e-11,8.019219020726584e-10,4.1314947029144823e-10,1.0,-2.820877857884406e-10,1.0,21,32
3.4445798114658166e-11,1.1289883443674807e-10,7.398363631735154e-11,1.0,1.3050785552304435e-09,1.0,22,32
-2.365602679393386e-10,-1.4991688434263542e-10,-1.9316603887863294e-10,1.0,6.497066872417782e-11,1.0,23,32
-1.2083388141417114e-09,-1.2111752762522275e-09,-1.2095721422351791e-09,1.0,-1.0207551747035705e-09,1.0,24,32
-8.587372688445402e-11,-3.667632561430402e-11,-6.132767809160353e-11,1.0,6.462606612195787e-11,1.0,25,32
-1.7864271344063149e-10,-1.3201366584996916e-10,-1.5511572305037915e-10,1.0,3.313537959445967e-10,1.0,26,32
-3.7624104752762225e-10,-1.126340514618728e-10,-2.441220200212166e-10,1.0,-2.286339609828819e-10,1.0,27,32
-3.11930290683949e-10,-8.911453325691362e-11,-2.004204138154664e-10,1.0,-5.5748163378086145e-11,1.0,28,32
-8.493106637931283e-10,-8.034209107289104e-10,-8.262356401175176e-10,1.0,-5.457525583138952e-10,1.0,29,32
9.771198892016102e-12,1.8559360617681777e-09,9.281856190814342e-10,1.0,-2.729857064476706e-10,1.0,30,32
-6.143263132131101e-11,-9.572932725373527e-11,-7.915303894401997e-11,1.0,-2.144848927814397e-10,1.0,31,32
-1.666386315946937e-10,3.848241787757631e-10,1.0799597936272375e-10,1.0,6.177874910063045e-10,1.0,32,32
4.232443657192045e-10,1.1727109268745837e-09,7.961075552239409e-10,1.0,1.4668835966228219e-10,1.0,33,32
-9.204093694131102e-10,-7.771008197256948e-10,-8.47752156422196e-10,1.0,-1.0211585104816313e-09,1.0,34,32
1.0241193633700853e-10,4.2310385531326273e-10,2.6259982570647795e-10,1.0,1.7081094641415855e-09,1.0,35,32
-2.2240114815467214e-10,7.833172557684568e-11,-7.27839576567738e-11,1.0,-6.135456390125187e-11,1.0,36,32
-9.320074534978232e-10,-6.520282417422621e-10,-7.912238874194306e-10,1.0,-8.038702790185887e-10,1.0,37,32
-3.610449243736425e-11,1.127977596465687e-09,5.478553127478726e-10,1.0,4.3671490522444586e-10,1.0,38,32
-5.755317958855885e-11,1.6014096243084496e-10,5.133539065330073e-11,1.0,-3.9214853328177074e-11,1.0,39,32
-7.745243225011225e-11,7.4187567097664e-10,3.3331536616981306e-10,1.0,3.3707360458490845e-10,1.0,40,32
-5.281392327371875e-10,-5.552058432425398e-10,-5.416151462286626e-10,1.0,-3.7575737742802707e-10,1.0,41,32
1.2549700506987205e-10,3.7756014153610835e-10,2.5193177249138095e-10,1.0,7.481376340059371e-10,1.0,42,32
-4.915756175034457e-10,-3.792659409088893e-10,-4.350866280967388e-10,1.0,-3.4230876786549805e-10,1.0,43,32
-1.1046973832988093e-09,-1.0008977303670764e-09,-1.053274020139212e-09,1.0,-3.254354502358797e-10,1.0,44,32
-1.3166287851315413e-09,-5.325364574842747e-10,-9.252580207388662e-10,1.0,-1.0715155785216409e-09,1.0,45,32
-6.213919699474015e-12,1.3563593143877113e-10,6.526035722269458e-11,1.0,3.1969668478105704e-10,1.0,46,32
2.4880953070500295e-10,1.5555110333366662e-09,9.025528580623408e-10,1.0,1.4652522507165683e-10,1.0,47,32
2.4287605012456582e-11,4.842113649145288e-10,2.530139719345398e-10,1.0,8.223508881203035e-11,1.0,48,32
-4.197113636588012e-10,-2.9607735713442297e-10,-3.573831381485193e-10,1.0,-4.5148164204188024e-10,1.0,49,32
-7.101002619997778e-10,6.390011633780719e-10,-3.169719374807148e-11,1.0,1.1607387312587713e-10,1.0,50,32
-8.378463658267224e-11,-7.097569474987552e-11,-7.671903629481046e-11,1.0,-9.789009734839216e-11,1.0,51,32
3.1212848380975406e-10,5.510726683469395e-10,4.3204730581452874e-10,1.0,1.1790121274077268e-09,1.0,52,32
-5.4446951020087623e-11,8.3287995052089e-10,3.903422621964842e-10,1.0,-5.462693987162731e-11,1.0,53,32
-3.0215202863776865e-10,-2.707905032606322e-10,-2.8655973241544724e-10,1.0,1.987877565706312e-10,1.0,54,32
1.4341400967713853e-11,1.9277499942034285e-09,9.75051151261038e-10,1.0,9.488164244424889e-10,1.0,55,32
-2.2868117987925765e-10,2.0183065350344828e-10,-1.2328344455741188e-11,1.0,1.2877389337128754e-10,1.0,56,32
2.875567183068107e-10,1.3196386712958467e-09,8.044516172559051e-10,1.0,1.356027368992911e-09,1.0,57,32
2.1496932830448886e-10,1.9115731701268e-09,1.0604737367560583e-09,1.0,1.6174420216361323e-10,1.0,58,32
-1.5888979417222831e-10,7.551556045025206e-12,-7.581825986530721e-11,1.0,1.1244445304629662e-09,1.0,59,32
-1.2177413605086995e-10,-2.341299005127035e-11,-7.220971948327609e-11,1.0,2.999507345806422e-10,1.0,60,32
-1.2825321676456943e-09,-9.669674351284449e-10,-1.1239701430959811e-09,1.0,-2.0060227638565216e-10,1.0,61,32
5.482760975853378e-10,8.491716524780176e-10,6.954912331920119e-10,1.0,1.7171862184769133e-11,1.0,62,32
-2.93863941235783e-11,-4.496618618526355e-11,-3.741702015025547e-11,1.0,8.959651008073837e-10,1.0,63,32
-1.947407308918561e-11,1.342543702567868e-09,6.649680793089986e-10,1.0,5.556322428389173e-10,1.0,64,32
-3.5840007804412925e-11,3.915464943383928e-11,1.8109771592826889e-12,1.0,-2.4256808749643815e-11,1.0,65,32
-3.225190928247969e-10,-1.862442525363686e-11,-1.6961843015791952e-10,1.0,-2.01278293594162e-10,1.0,66,32
-3.031448351462663e-10,1.933174103455105e-10,-5.396480522314579e-11,1.0,3.4798288732044206e-10,1.0,67,32
-1.266413569816514e-09,-1.1024428672684903e-09,-1.1847257837255161e-09,1.0,-1.0711632982994007e-09,1.0,68,32
-1.165687553163327e-10,-1.0873173829555968e-10,-1.1249804417718487e-10,1.0,3.110767966405983e-10,1.0,69,32
-3.053954614247944e-11,2.04070335945058e-10,8.746310805259769e-11,1.0,1.4504793656180643e-09,1.0,70,32
-4.621960213668852e-11,-1.1256280144522476e-10,-7.871070267310842e-11,1.0,8.59460094573035e-10,1.0,71,32
9.95047505743443e-10,1.02092811420693e-09,1.0032275569451396e-09,1.0,4.355893183808253e-10,1.0,72,32
4.00008925624065e-10,1.3946192224741368e-09,8.956382902288218e-10,1.0,5.54932636401573e-10,1.0,73,32
-2.9159211403161933e-10,7.267614741009703e-10,2.1928332070133464e-10,1.0,2.9748028299151316e-10,1.0,74,32
7.766033830723457e-10,1.1764088130611315e-09,9.714353583121933e-10,1.0,1.2153899709989983e-10,1.0,75,32
-1.4179949034135404e-10,-7.853001537623522e-11,-1.0999468836447619e-10,1.0,2.706806078148024e-10,1.0,76,32
-3.5028872159454084e-10,-3.314874570363376e-10,-3.409086733377877e-10,1.0,-2.4923641853436307e-10,1.0,77,32
-4.691624767470998e-10,-3.6966371105694505e-10,-4.192893395349637e-10,1.0,-1.5220005757713806e-10,1.0,78,32
-1.4786552265756656e-09,-1.4756282660163612e-09,-1.4769778969074043e-09,1.0,-1.4479694855832144e-09,1.0,79,32
-1.6941953498283488e-10,-1.4365910701593104e-10,-1.5628943430938874e-10,1.0,2.5097569615344357e-12,1.0,80,32
-2.570639399000722e-11,5.54943411382408e-12,-1.0198357674805207e-11,1.0,1.2031475182601376e-12,1.0,81,32
-2.1014140435509506e-09,-2.062643468076058e-09,-2.0819857322179756e-09,1.0,-1.49369225236627e-09,1.0,82,32
-4.184499310158942e-10,-4.3975891287254256e-10,-4.2917516653533193e-10,1.0,-6.774363122104468e-11,1.0,83,32
-3.8198101565000474e-11,1.8641484399160215e-11,-9.765420501030454e-12,1.0,5.484156033309911e-10,1.0,84,32
-4.0026857539144495e-11,6.65719420282705e-10,3.143015381754673e-10,1.0,3.0420155916359567e-10,1.0,85,32
-2.5252485573150755e-11,-4.6633890726439166e-11,-3.6034671695592636e-11,1.0,1.330802125029675e-10,1.0,86,32
3.9325373626059896e-10,-1.6158883165011e-10,1.1541336399268481e-10,1.0,-3.338393774256142e-10,1.0,87,32
-1.432162068450268e-09,-1.3112755984032534e-09,-1.3726586793478004e-09,1.0,-2.589292889838493e-10,1.0,88,32
-9.769924755548237e-11,4.4397119092550364e-10,1.703867944224659e-10,1.0,2.0159566725211826e-10,1.0,89,32
-6.313062965578528e-10,-5.433203304335832e-10,-5.872388918797461e-10,1.0,3.943357644801505e-10,1.0,90,32
1.2119430635717402e-10,6.735405637102645e-10,3.94623508797029e-10,1.0,2.7264757833574203e-10,1.0,91,32
-2.03553209677875e-10,-1.8995336799726393e-10,-1.972346066427026e-10,1.0,9.605771070129277e-10,1.0,92,32
1.1689282955683503e-11,1.9094127566684416e-11,1.4038973993422867e-11,1.0,-1.0612646401974918e-10,1.0,93,32
-1.6008833771979477e-11,-9.965786643996076e-11,-5.793986530701072e-11,1.0,6.164659097944568e-10,1.0,94,32
-1.4684617996480083e-09,-5.951659170901952e-10,-1.031467661747104e-09,1.0,-9.85399432089804e-10,1.0,95,32
-5.52628659192224e-10,-2.3956290300838355e-10,-3.988264221081546e-10,1.0,-4.14179258188399e-10,1.0,96,32
1.9186321151920304e-10,1.5841783432739257e-09,8.896130425514244e-10,1.0,-6.180242817537747e-11,1.0,97,32
-1.1837338993774482e-10,-1.6477821487350734e-10,-1.413862745598456e-10,1.0,-1.960552831882623e-11,1.0,98,32
-7.180633975692614e-10,-7.870721250874037e-10,-7.526111486591081e-10,1.0,2.146053135363394e-10,1.0,99,32
1.1307315455348598e-10,2.095764140551116e-09,1.0949253115400627e-09,1.0,-1.1317679951021122e-10,1.0,100,32
-1.3455027877771148e-09,-8.461050569310109e-10,-1.0948265363696725e-09,1.0,-4.2761252147505845e-10,1.0,101,32
-1.249096525589981e-09,-1.3535814551375663e-09,-1.301463222195841e-09,1.0,-2.6825376660347917e-10,1.0,102,32
7.37756032967291e-10,1.7160567286224493e-09,1.2216443467741847e-09,1.0,1.7829125664148626e-10,1.0,103,32
-4.169637623758364e-10,-4.2553753563641704e-10,-4.208056575688106e-10,1.0,-3.114763517020784e-10,1.0,104,32
-4.710340976672203e-10,-5.280391157661503e-10,-4.994296878176376e-10,1.0,-5.362892950557413e-10,1.0,105,32
-2.8506106888261186e-10,1.0328211539914577e-10,-8.988022210054861e-11,1.0,-3.2621954462247355e-10,1.0,106,32
1.175350068817251e-10,-3.279990676792724e-11,4.177005476158153e-11,1.0,1.706521338345604e-10,1.0,107,32
4.16140040074573e-11,1.0054189968980519e-11,2.54581462985298e-11,1.0,1.2636092196401867e-10,1.0,108,32
-2.086393597414031e-10,-1.7083623937100328e-10,-1.89148625525105e-10,1.0,-6.699454621208582e-12,1.0,109,32
4.94752916734664e-10,-1.320756899368809e-10,1.822853175271536e-10,1.0,4.700749553235473e-10,1.0,110,32
2.671397237092181e-10,1.034957801605124e-10,1.8044357088661068e-10,1.0,7.216809087199919e-10,1.0,111,32
-7.322466799516373e-11,-7.2498932500359886e-12,-4.052018333739934e-11,1.0,1.8671985780108916e-10,1.0,112,32
-2.608918646648375e-10,-2.7920330703100625e-10,-2.693544935674101e-10,1.0,-4.140753366593493e-10,1.0,113,32
1.7475518315374292e-09,3.454568096313334e-10,1.0511507806335831e-09,1.0,3.2275212484694067e-10,1.0,114,32
-2.319775883218597e-10,-2.3257982879844045e-10,-2.3268468979810393e-10,1.0,6.747297049961328e-10,1.0,115,32
-1.6633047627728372e-09,-1.5594881246179087e-09,-1.611857939294181e-09,1.0,-1.389010816824162e-09,1.0,116,32
-3.405473479151598e-13,6.948752651472325e-11,3.4797101828837816e-11,1.0,9.768090191096328e-10,1.0,117,32
-1.5119714061407403e-10,2.5991998611613453e-11,-6.211226092949178e-11,1.0,2.1941010412025702e-10,1.0,118,32
-3.412450855951707e-11,-1.1050779426070152e-11,-2.3516281569346653e-11,1.0,-5.844776590342529e-11,1.0,119,32
-2.639919212436808e-09,-2.47073471241628e-09,-2.5548058489324412e-09,1.0,-2.2328161211784687e-09,1.0,120,32
-2.270081575905313e-10,-8.20000954143249e-11,-1.55795727847128e-10,1.0,4.795217896515058e-11,1.0,121,32
1.6215265044697613e-11,1.0224549097129601e-09,5.224422222157726e-10,1.0,6.034933081400183e-10,1.0,122,32
6.742753024889456e-10,5.293401087557484e-10,6.044080223841859e-10,1.0,7.514400881620071e-10,1.0,123,32
-2.012677717772174e-10,9.240649746340554e-10,3.6391540415273495e-10,1.0,1.7013354002813175e-09,1.0,124,32
-4.098149546056189e-09,-4.099494614010541e-09,-4.0986330310795766e-09,1.0,-4.232159883424796e-09,1.0,125,32
1.8719916819317346e-09,7.971773995130634e-10,1.3314434176823928e-09,1.0,4.718768135671494e-10,1.0,126,32
-6.485334461392175e-11,-5.3076704897987715e-11,-5.91256814127356e-11,1.0,-9.93308424627609e-11,1.0,127,32
1.1109730826546733e-10,1.9069856027256438e-10,1.4939391657484803e-10,1.0,-3.828706641053161e-10,1.0,128,32
-1.233550223828823e-11,-5.6197251228065056e-12,-8.768407070852508e-12,1.0,6.091015867613469e-11,1.0,129,32
3.936670829044156e-11,1.193981857659055e-11,2.5534694648043484e-11,1.0,8.519669928665174e-11,1.0,130,32
-1.2596067585033532e-11,1.7797963099923526e-10,8.304062847577847e-11,1.0,1.4806150907670522e-10,1.0,131,32
-5.363362834587539e-11,-8.99311069709544e-11,-7.189970222626425e-11,1.0,2.4031783043048527e-10,1.0,132,32
6.63020096335967e-11,9.848832156433465e-10,5.272559787610111e-10,1.0,2.0556734449775314e-09,0.0,133,32
-6.948517462794893e-11,1.3572783234215573e-10,3.34535241686456e-11,1.0,7.293736242012708e-10,1.0,134,32
-9.872494090319864e-11,-1.599770090573926e-11,-5.7185974093477646e-11,1.0,9.226673260805401e-11,1.0,135,32
-2.584819156964323e-10,-2.444412762345943e-10,-2.512739113413024e-10,1.0,-1.787044263229335e-10,1.0,136,32
-1.4247174595753597e-10,-9.958764181347422e-11,-1.2085853567487694e-10,1.0,1.0325767973772628e-09,1.0,137,32
1.4320116052247602e-10,2.922993713350392e-10,2.147763670720497e-10,1.0,1.6572214018425403e-10,1.0,138,32
-1.4645531244360912e-11,1.0889121851110204e-10,4.759072949661886e-11,1.0,5.131054890802355e-11,1.0,139,32
2.419293119771957e-11,9.423061598297854e-12,1.6154361687279346e-11,1.0,2.677411391629593e-11,1.0,140,32
-1.6133883910717721e-10,-8.396258810700083e-11,-1.2267215848949172e-10,1.0,-2.435761991597923e-10,1.0,141,32
-4.786744930340388e-10,5.704441673465137e-10,4.844478744893717e-11,1.0,1.9833103929802665e-10,1.0,142,32
-2.991112150454815e-10,-9.295412568848898e-11,-1.9597113695404094e-10,1.0,7.091256128969978e-10,1.0,143,32
-1.2122588613157406e-09,-1.1311793193759765e-09,-1.1723149989297216e-09,1.0,-1.1101202378656223e-09,1.0,144,32
-2.0546456554831357e-10,2.741151004194071e-10,3.5455186112699804e-11,1.0,-2.538735825986406e-11,1.0,145,32
-6.090211247686962e-10,-3.665267266983402e-10,-4.875723066183221e-10,1.0,-1.0380252282912797e-10,1.0,146,32
-5.489366178050844e-10,-4.874352112932892e-10,-5.181862319531653e-10,1.0,-2.515640672009304e-12,1.0,147,32
-3.7203748476205897e-10,-3.416275211968564e-10,-3.5685000585894924e-10,1.0,3.9364234077119794e-10,1.0,148,32
-3.3786483649611546e-11,1.0243216364586654e-10,3.4838666336925325e-11,1.0,8.285460555732726e-10,1.0,149,32
