s1pupil_twin1,s1pupil_twin2,s1keep,s2pupil_twin1,s2pupil_twin2,s2keep,trlid,subid
-230.97067126872886,-328.8661944354184,1.0,-293.7651743418974,-98.53629862831146,1.0,1,23
-301.74636961723513,-64.37096474045748,1.0,112.233436632639,185.62204754905537,1.0,2,23
-452.9474316151243,-661.9207199186237,1.0,-211.8701588383689,-330.9116906714341,1.0,3,23
-361.6074832031799,-442.8232796772929,1.0,-585.6052281084441,-932.2489522775026,1.0,4,23
-295.9205989051803,-438.2631175315477,1.0,-159.87689007620867,-221.26433325809808,1.0,5,23
-766.1388749514615,-275.81291054259435,1.0,-81.7072819337995,-43.27981275822016,1.0,6,23
38.3848214668342,-143.62451873336315,1.0,-443.5285362579961,-432.8518276122924,1.0,7,23
-333.7456650021039,-633.6199331995498,1.0,-1058.6653695048446,-1220.8462069357959,1.0,8,23
169.641522037866,223.7102503625851,1.0,62.56713315998567,-50.785807876122234,1.0,9,23
-228.97426083998303,-264.8113818307538,1.0,-127.95536864815166,-249.06258234975215,1.0,10,23
295.7276847937797,198.85256294313984,1.0,46.605739706381186,-460.5432074129385,1.0,11,23
-2.435303582253895,265.61993758622543,1.0,187.98571087428746,-272.78285993862306,1.0,12,23
-542.6853873854457,-153.5207399169712,1.0,-44.514688203775165,219.89035090599205,1.0,13,23
-719.8188151145329,-387.0321343796927,1.0,-260.23084769797566,-598.8939856020951,1.0,14,23
-207.44926183098332,-440.16548229451973,1.0,-1256.32709235979,-741.4592433744837,1.0,15,23
-709.7725043701499,-377.5284576824202,1.0,-514.3955104672308,-258.15337478296937,1.0,16,23
-640.9843283482762,-1265.365442430088,1.0,-769.8334743226859,-1487.0309769899147,1.0,17,23
128.57955435129568,305.09998871793505,1.0,82.53569699832977,396.3698007315752,1.0,18,23
-44.80542025643844,46.918555587641706,1.0,-583.513006516317,-522.6827790271643,1.0,19,23
878.3317292765931,-137.0831095908573,1.0,-982.6134908135303,-498.4574683479442,1.0,20,23
-984.7278808882261,-1234.2518919603567,1.0,-1173.2688570723496,-1193.9806390264982,1.0,21,23
45.55489063077121,-220.9665515898604,1.0,-148.92062242260465,-36.68184804717378,1.0,22,23
486.9220155792062,-273.6053976694787,1.0,-104.03280316437186,177.410471317558,1.0,23,23
233.84964653090518,-294.33718494676197,1.0,140.77016301030483,28.567058404718356,1.0,24,23
-191.66928193318,-329.1244800564591,1.0,-116.85364936872556,-222.44689570473702,1.0,25,23
-535.9683347515821,-183.74895604605504,1.0,-407.1784450678678,-346.11879352356704,1.0,26,23
-6.658834952220335,-483.87481857577166,1.0,-849.6566664196115,-1083.815281122305,1.0,27,23
