s1pupil_twin1,s1pupil_twin2,s1keep,s2pupil_twin1,s2pupil_twin2,s2keep,trlid,subid
406.46008317103417,437.60634750355695,1.0,900.7130466939365,990.2157241309819,1.0,1,13
-38.151232064866676,-244.8770646340169,1.0,-264.0490811613306,-50.10861605442276,1.0,2,13
-80.68522107746949,-78.46358940665611,1.0,-32.919563131500524,-35.90533331175969,1.0,3,13
93.06016860694544,-44.023695206163566,1.0,-122.58333594686586,-8.649394040060313,1.0,4,13
-200.3177399180533,-220.37961925990427,1.0,-172.6756157749119,-161.31121789009092,1.0,5,13
212.0832189357792,-181.4719052566228,1.0,-281.1153192929909,-97.15478515765263,1.0,6,13
436.8252716459505,425.36736898258766,1.0,699.570206335123,378.4276632740383,1.0,7,13
-96.53212152799382,20.648415301587914,1.0,30.042982363025942,249.54769493481464,1.0,8,13
153.3739030646248,288.7733726146413,1.0,-98.04312463143299,-580.868722071592,1.0,9,13
277.69872057928154,432.76454758667575,1.0,311.14982007710034,278.25968034399364,1.0,10,13
-183.901157265542,-314.1615247483753,1.0,-412.22412834820994,-242.71361034412567,1.0,11,13
56.664932122373955,-95.5240081867998,1.0,-604.6109899453966,-344.0693384935433,1.0,12,13
-436.0612309773985,-501.15315249058693,1.0,-484.01081986454335,-848.0418036191298,1.0,13,13
283.88281651031133,160.79385645845394,1.0,-21.85729967213925,93.31640710957615,1.0,14,13
-213.76114474612837,-253.2613228798261,1.0,-236.0244292582818,-694.1194521819259,1.0,15,13
-273.91600576938765,-301.71717550570594,1.0,-1361.253946522404,-978.6183451229623,1.0,16,13
258.73528236659905,129.33337519152897,1.0,402.5604905102696,351.0641135943762,1.0,17,13
159.05916500343332,363.84294265895693,1.0,434.8056368874273,299.3296136307054,1.0,18,13
1100.3597997393804,671.1719774257591,1.0,583.4505699331099,1140.2061695791751,1.0,19,13
400.79106762825415,34.3807723961389,1.0,229.73094962536433,95.47779100145836,1.0,20,13
470.41662146087305,-136.83312057055545,1.0,-499.3130620909248,-213.95651437849384,1.0,21,13
435.5040047586745,18.84729422230038,1.0,479.71482862929287,499.666960132922,1.0,22,13
-345.4569111689272,110.33570193960789,1.0,145.30924769470445,-435.33644522108267,1.0,23,13
-341.0350803712071,367.5825647115251,1.0,-31.643819258486875,138.76860522975457,1.0,24,13
639.3096485664884,754.8340130058511,1.0,789.4624451090947,551.9988991173367,1.0,25,13
326.88284248035205,135.27776980943077,1.0,70.71878597805798,-52.941478639763936,1.0,26,13
-63.183497561697344,-373.79690182908587,1.0,-130.04627205997622,-461.25231701743706,1.0,27,13
-210.72568648009175,222.93498886599775,1.0,-50.400470973398626,-354.997739657914,1.0,28,13
323.5426501276066,35.74526722169059,1.0,285.06733718264144,201.0885666497575,1.0,29,13
-400.6517435140449,-293.5131826769257,1.0,-102.76563179767543,-237.03075969422324,1.0,30,13
