s1pupil_twin1,s1pupil_twin2,s1keep,s2pupil_twin1,s2pupil_twin2,s2keep,trlid,subid
-54.760448530253015,486.4406536039387,1.0,683.0904321752081,674.5252615122115,1.0,1,30
-149.7280227588193,219.66336906123237,1.0,294.2151006314496,451.54168856868534,1.0,2,30
299.5377068443732,174.84130527489583,1.0,270.0234375653411,443.4249665734186,1.0,3,30
145.6197177217384,217.22629182213979,1.0,90.122700518506,336.52541868879774,1.0,4,30
221.7786955075607,179.47875613409047,1.0,42.282752467760346,507.06011906030784,1.0,5,30
330.1446979525125,433.2643282689228,1.0,456.3245834051219,612.6974759993078,1.0,6,30
262.63929116790007,264.146059547418,1.0,525.4162417262116,664.1266326587807,1.0,7,30
230.06536430775014,126.58737884228806,1.0,132.81420767822104,138.98057375094874,1.0,8,30
7.792558417010854,347.9053565315841,1.0,310.1650878293695,278.65831832537873,1.0,9,30
169.63548025575315,249.3648710266328,1.0,525.702219111275,238.8384195253112,1.0,10,30
-385.5222565961936,124.25813660086877,1.0,123.17588273447373,329.04716526329514,1.0,11,30
-26.857772191087406,388.6489927141936,1.0,336.4609196480707,95.85372815151958,1.0,12,30
354.0744650613032,539.8804697262619,1.0,570.9676245835459,527.9691399430864,1.0,13,30
179.61804709933583,279.5323159067726,1.0,220.51463451346086,460.26980650122886,1.0,14,30
720.4804877894139,497.6910975314141,1.0,747.899937216885,786.9703839321622,1.0,15,30
347.37227163838764,557.522590381949,1.0,362.84916596949523,402.7833755227038,1.0,16,30
-11.275753326817107,-448.41963238305107,1.0,-342.4900714044022,-115.65938147861512,1.0,17,30
-289.8390273141044,-91.02520281198842,1.0,31.573676660008267,-180.5534946603125,1.0,18,30
38.61839642170399,-97.11582546874399,1.0,-107.71520881768204,-56.1561699474419,1.0,19,30
-34.62601179242907,290.59560004912765,1.0,350.0474585657023,610.160467073119,1.0,20,30
-641.5014771289377,-450.91443637074667,1.0,-197.66879997839504,62.54554279120536,1.0,21,30
172.18017528907905,152.21543132726862,1.0,172.77538281833196,310.8609757528667,1.0,22,30
-71.6382835192246,-45.52116444256734,1.0,70.49466023723063,-457.0983273572938,1.0,23,30
205.59511584045674,-0.34022560350838366,1.0,119.63292288027452,92.3250545416658,1.0,24,30
583.1372492672348,597.3086334278568,1.0,602.2807645925085,810.2330881884915,1.0,25,30
132.91211929705028,-100.4411038263059,1.0,24.730812134031144,340.3947503080102,1.0,26,30
-215.57298663126568,-192.4752809313789,1.0,-41.30809320018583,206.54180232584193,1.0,27,30
-308.0050195605831,-51.03787468915094,1.0,-145.34680257775247,-163.32004511729855,1.0,28,30
940.5472455888563,676.2660346819501,1.0,781.4930518687861,1104.057853926564,1.0,29,30
417.2741667197453,656.2950733467829,1.0,508.9595454084488,722.9547423109839,1.0,30,30
158.18851455364032,414.5727529738112,1.0,-101.68457224166961,144.92643132785457,1.0,31,30
276.2657646779263,406.1856724186753,1.0,525.0398672223045,374.60944111811915,1.0,32,30
195.02058031892244,-141.00189211650195,1.0,-143.0236434778996,-101.82633524837502,1.0,33,30
73.7681828319566,270.9252282860838,1.0,515.9121911837867,443.91052210767964,1.0,34,30
343.9757183451898,365.47058179105056,1.0,715.3812299161215,613.4330291106385,1.0,35,30
79.8172362217877,-234.79194660218974,1.0,-56.07778213160389,-295.8064716498882,1.0,36,30
45.12753361857162,-33.33396305345935,1.0,221.4110261004234,143.76501953349975,1.0,37,30
209.32273222599665,-3.8866187731971458,1.0,249.0404085007895,-73.4568470067545,1.0,38,30
965.9993023375931,998.0098544972728,1.0,1187.3822917951907,1303.1384886816993,1.0,39,30
37.720913675753444,300.20865266466666,1.0,222.378597735574,-23.814332206265693,1.0,40,30
337.3295382319451,327.46967497117174,1.0,214.05173357549543,636.8765150034931,1.0,41,30
342.4711209043204,-164.24485029249666,1.0,387.1509357638988,269.3287700513307,1.0,42,30
-186.26846847980954,-397.0423118614568,1.0,-393.52923388748457,-302.9674287059602,1.0,43,30
337.3475171300879,271.8609503974505,1.0,369.5225830675936,723.0900170757707,1.0,44,30
-7.858529480024652,-200.60251487449582,1.0,-560.8670084437143,-283.4261928924863,1.0,45,30
143.173422934782,395.4915973443998,1.0,521.1251446596663,270.3849352532542,1.0,46,30
104.83325802808375,-45.28696161520444,1.0,-103.83885864442529,251.06832548130615,1.0,47,30
-8.161141744507548,-15.378772437846498,1.0,65.91534378636324,51.74155618461877,1.0,48,30
69.57488296455652,128.39089511838387,1.0,301.2082107641893,134.88180184085476,1.0,49,30
225.37290560455187,414.93823747281596,1.0,593.3284781974792,513.0815464260671,1.0,50,30
